sku,unit,target_month,predicted_qty,status,supplier_id,model
030200126_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200127_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200128_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200129_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200134_,шт,2026-09-01,22.666666666666668,forecast,SYSTEME,mean_3
030200135_,шт,2026-09-01,36.0,forecast,SYSTEME,mean_3
030200136_,шт,2026-09-01,23.5,forecast,SYSTEME,mean_3
030200140_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200141_,шт,2026-09-01,6.0,forecast,SYSTEME,mean_3
030200142_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
030200143_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200174_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200175_,шт,2026-09-01,3.5,forecast,SYSTEME,mean_3
030200176_,шт,2026-09-01,2.5,forecast,SYSTEME,mean_3
030200179_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200183_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200184_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200191_,шт,2026-09-01,8.5,forecast,SYSTEME,mean_3
030200192_,шт,2026-09-01,64760.333333333336,forecast,SYSTEME,mean_3
030200193_,шт,2026-09-01,34851.333333333336,forecast,SYSTEME,mean_3
030200194_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200198_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200200_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200201_,шт,2026-09-01,25528.666666666668,forecast,SYSTEME,mean_3
030200203_,шт,2026-09-01,4232.0,forecast,SYSTEME,mean_3
030200219_,шт,2026-09-01,4014.0,forecast,SYSTEME,mean_3
030200220_,шт,2026-09-01,1712.6666666666667,forecast,SYSTEME,mean_3
030200221_,шт,2026-09-01,974.0,forecast,SYSTEME,mean_3
030200222_,шт,2026-09-01,466.0,forecast,SYSTEME,mean_3
030200223_,шт,2026-09-01,706.6666666666666,forecast,SYSTEME,mean_3
030200224_,шт,2026-09-01,2697.0,forecast,SYSTEME,mean_3
030200225_,шт,2026-09-01,1838.3333333333333,forecast,SYSTEME,mean_3
030200226_,шт,2026-09-01,65.0,forecast,SYSTEME,mean_3
030200227_,шт,2026-09-01,391.0,forecast,SYSTEME,mean_3
030200239_,шт,2026-09-01,102.07142857142857,forecast,SYSTEME,mean_3
030200240_,шт,2026-09-01,5.0,forecast,SYSTEME,mean_3
030200243_,шт,2026-09-01,69.0,forecast,SYSTEME,mean_3
030200244_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
030200245_,шт,2026-09-01,3.0,forecast,SYSTEME,mean_3
030200246_,шт,2026-09-01,11.3,forecast,SYSTEME,mean_3
030200247_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
030200248_,шт,2026-09-01,4.0,forecast,SYSTEME,mean_3
030200249_,шт,2026-09-01,10.0,forecast,SYSTEME,mean_3
030200250_,шт,2026-09-01,2.0,forecast,SYSTEME,mean_3
030200251_,шт,2026-09-01,3.6666666666666665,forecast,SYSTEME,mean_3
030200252_,шт,2026-09-01,2.0,forecast,SYSTEME,mean_3
030200253_,шт,2026-09-01,4.117647058823529,forecast,SYSTEME,mean_3
030200254_,шт,2026-09-01,1.9,forecast,SYSTEME,mean_3
030200256_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
030200257_,шт,2026-09-01,44.111111111111114,forecast,SYSTEME,mean_3
030200258_,шт,2026-09-01,10.375,forecast,SYSTEME,mean_3
030200259_,шт,2026-09-01,22.294117647058822,forecast,SYSTEME,mean_3
030200260_,шт,2026-09-01,29.692307692307693,forecast,SYSTEME,mean_3
030200261_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
030200262_,шт,2026-09-01,1.8,forecast,SYSTEME,mean_3
030200263_,шт,2026-09-01,4.066666666666666,forecast,SYSTEME,mean_3
030200264_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200265_,шт,2026-09-01,3.6666666666666665,forecast,SYSTEME,mean_3
030200266_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200292_,шт,2026-09-01,5.0,forecast,SYSTEME,mean_3
030200295_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200296_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200297_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200298_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200322_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200323_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200330_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200331_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200345,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200372_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200375_,,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200379_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200381_,,2026-09-01,,insufficient_history,SYSTEME,mean_3
030200382_,шт,2026-09-01,4.5,forecast,SYSTEME,mean_3
030200399_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
030201459_,шт,2026-09-01,4903.333333333333,forecast,SYSTEME,mean_3
030300013_,шт,2026-09-01,58.0,forecast,SYSTEME,mean_3
030300014_,шт,2026-09-01,103.0,forecast,SYSTEME,mean_3
030300078_,шт,2026-09-01,5.0,forecast,SYSTEME,mean_3
130300026_,шт,2026-09-01,405.0,forecast,SYSTEME,mean_3
130300027_,шт,2026-09-01,839.0,forecast,SYSTEME,mean_3
130300028_,шт,2026-09-01,261.0,forecast,SYSTEME,mean_3
280300174_,шт,2026-09-01,1053.3333333333333,forecast,SYSTEME,mean_3
300100003_,шт,2026-09-01,5.625,forecast,SYSTEME,mean_3
300100004_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300100006_,шт,2026-09-01,2.6666666666666665,forecast,SYSTEME,mean_3
300100012_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300100015_,шт,2026-09-01,17.2,forecast,SYSTEME,mean_3
300100018_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200283_,шт,2026-09-01,64.33333333333333,forecast,SYSTEME,mean_3
300200284_,шт,2026-09-01,60.66666666666666,forecast,SYSTEME,mean_3
300200285_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200286_,шт,2026-09-01,5547.333333333333,forecast,SYSTEME,mean_3
300200287_,шт,2026-09-01,3.0,forecast,SYSTEME,mean_3
300200288_,шт,2026-09-01,36.333333333333336,forecast,SYSTEME,mean_3
300200289_,шт,2026-09-01,154.0,forecast,SYSTEME,mean_3
300200290_,шт,2026-09-01,4.0,forecast,SYSTEME,mean_3
300200291_,шт,2026-09-01,45.0,forecast,SYSTEME,mean_3
300200292_,шт,2026-09-01,2.5,forecast,SYSTEME,mean_3
300200293_,шт,2026-09-01,178.66666666666666,forecast,SYSTEME,mean_3
300200294_,шт,2026-09-01,30.666666666666668,forecast,SYSTEME,mean_3
300200295_,шт,2026-09-01,24.33333333333333,forecast,SYSTEME,mean_3
300200296_,шт,2026-09-01,594.6666666666666,forecast,SYSTEME,mean_3
300200297_,шт,2026-09-01,525.0,forecast,SYSTEME,mean_3
300200298_,шт,2026-09-01,1209.6666666666667,forecast,SYSTEME,mean_3
300200299_,шт,2026-09-01,2.0,forecast,SYSTEME,mean_3
300200300_,шт,2026-09-01,2.0,forecast,SYSTEME,mean_3
300200301_,шт,2026-09-01,483.6666666666667,forecast,SYSTEME,mean_3
300200302_,шт,2026-09-01,278.0,forecast,SYSTEME,mean_3
300200303_,шт,2026-09-01,4005.3333333333335,forecast,SYSTEME,mean_3
300200304_,шт,2026-09-01,1291.3333333333333,forecast,SYSTEME,mean_3
300200305_,шт,2026-09-01,490.0,forecast,SYSTEME,mean_3
300200306_,шт,2026-09-01,186.0,forecast,SYSTEME,mean_3
300200307_,шт,2026-09-01,29.0,forecast,SYSTEME,mean_3
300200308_,шт,2026-09-01,22.33333333333333,forecast,SYSTEME,mean_3
300200309_,шт,2026-09-01,10.333333333333334,forecast,SYSTEME,mean_3
300200310_,шт,2026-09-01,15.0,forecast,SYSTEME,mean_3
300200311_,шт,2026-09-01,92.66666666666669,forecast,SYSTEME,mean_3
300200312_,шт,2026-09-01,6.0,forecast,SYSTEME,mean_3
300200313_,шт,2026-09-01,31.33333333333333,forecast,SYSTEME,mean_3
300200314_,шт,2026-09-01,15.333333333333334,forecast,SYSTEME,mean_3
300200315_,шт,2026-09-01,6.0,forecast,SYSTEME,mean_3
300200316_,шт,2026-09-01,3.5,forecast,SYSTEME,mean_3
300200317_,шт,2026-09-01,33.666666666666664,forecast,SYSTEME,mean_3
300200318_,шт,2026-09-01,43.66666666666666,forecast,SYSTEME,mean_3
300200319_,шт,2026-09-01,407.0,forecast,SYSTEME,mean_3
300200320_,шт,2026-09-01,108.66666666666669,forecast,SYSTEME,mean_3
300200321_,шт,2026-09-01,20.33333333333333,forecast,SYSTEME,mean_3
300200322_,шт,2026-09-01,100.33333333333331,forecast,SYSTEME,mean_3
300200323_,шт,2026-09-01,529.0,forecast,SYSTEME,mean_3
300200324_,шт,2026-09-01,966.0,forecast,SYSTEME,mean_3
300200325_,шт,2026-09-01,41.0,forecast,SYSTEME,mean_3
300200326_,шт,2026-09-01,455.6666666666667,forecast,SYSTEME,mean_3
300200327_,шт,2026-09-01,33.0,forecast,SYSTEME,mean_3
300200328_,шт,2026-09-01,298.3333333333333,forecast,SYSTEME,mean_3
300200330_,шт,2026-09-01,1.5,forecast,SYSTEME,mean_3
300200331_,шт,2026-09-01,1261.3333333333333,forecast,SYSTEME,mean_3
300200332_,шт,2026-09-01,541.3333333333334,forecast,SYSTEME,mean_3
300200333_,шт,2026-09-01,623.3333333333334,forecast,SYSTEME,mean_3
300200335_,,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200343_,шт,2026-09-01,1396.6666666666667,forecast,SYSTEME,mean_3
300200346_,шт,2026-09-01,20.5,forecast,SYSTEME,mean_3
300200347_,шт,2026-09-01,19.33333333333333,forecast,SYSTEME,mean_3
300200348_,шт,2026-09-01,2.333333333333333,forecast,SYSTEME,mean_3
300200350_,шт,2026-09-01,7.538461538461538,forecast,SYSTEME,mean_3
300200351_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200352_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200362_,,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200363_,шт,2026-09-01,2.0,forecast,SYSTEME,mean_3
300200364_,шт,2026-09-01,29.0,forecast,SYSTEME,mean_3
300200365_,шт,2026-09-01,250.66666666666663,forecast,SYSTEME,mean_3
300200366_,шт,2026-09-01,25.0,forecast,SYSTEME,mean_3
300200367_,шт,2026-09-01,6.0,forecast,SYSTEME,mean_3
300200368_,шт,2026-09-01,2.0,forecast,SYSTEME,mean_3
300200369_,,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200370_,шт,2026-09-01,2.0,forecast,SYSTEME,mean_3
300200371_,шт,2026-09-01,21.666666666666668,forecast,SYSTEME,mean_3
300200372_,шт,2026-09-01,15.0,forecast,SYSTEME,mean_3
300200373_,шт,2026-09-01,29.5,forecast,SYSTEME,mean_3
300200374_,шт,2026-09-01,26.5,forecast,SYSTEME,mean_3
300200375_,шт,2026-09-01,24.666666666666668,forecast,SYSTEME,mean_3
300200376_,шт,2026-09-01,166.0,forecast,SYSTEME,mean_3
300200377_,шт,2026-09-01,50.0,forecast,SYSTEME,mean_3
300200378_,шт,2026-09-01,16.0,forecast,SYSTEME,mean_3
300200379_,шт,2026-09-01,5.666666666666667,forecast,SYSTEME,mean_3
300200380_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
300200404_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200410_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200412_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200413_,шт,2026-09-01,15.333333333333334,forecast,SYSTEME,mean_3
300200417_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200418_,шт,2026-09-01,7.0,forecast,SYSTEME,mean_3
300200419_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200420_,шт,2026-09-01,20.0,forecast,SYSTEME,mean_3
300200421_,шт,2026-09-01,9.0,forecast,SYSTEME,mean_3
300200422_,шт,2026-09-01,12.0,forecast,SYSTEME,mean_3
300200423_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200424_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
300200425_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
300200426_,шт,2026-09-01,2.6666666666666665,forecast,SYSTEME,mean_3
300200427_,,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200428_,шт,2026-09-01,189.66666666666663,forecast,SYSTEME,mean_3
300200429_,шт,2026-09-01,19.5,forecast,SYSTEME,mean_3
300200430_,шт,2026-09-01,27.0,forecast,SYSTEME,mean_3
300200431_,шт,2026-09-01,14.333333333333334,forecast,SYSTEME,mean_3
300200432_,шт,2026-09-01,11.333333333333334,forecast,SYSTEME,mean_3
300200433_,шт,2026-09-01,2.0,forecast,SYSTEME,mean_3
300200434_,шт,2026-09-01,14.0,forecast,SYSTEME,mean_3
300200435_,шт,2026-09-01,91.0,forecast,SYSTEME,mean_3
300200436_,шт,2026-09-01,22.5,forecast,SYSTEME,mean_3
300200437_,шт,2026-09-01,38.66666666666666,forecast,SYSTEME,mean_3
300200438_,шт,2026-09-01,18.33333333333333,forecast,SYSTEME,mean_3
300200439_,шт,2026-09-01,7.333333333333333,forecast,SYSTEME,mean_3
300200440_,шт,2026-09-01,19.0,forecast,SYSTEME,mean_3
300200441_,шт,2026-09-01,1.5,forecast,SYSTEME,mean_3
300200442_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200443_,шт,2026-09-01,39.0,forecast,SYSTEME,mean_3
300200444_,шт,2026-09-01,10.0,forecast,SYSTEME,mean_3
300200445_,шт,2026-09-01,2.0,forecast,SYSTEME,mean_3
300200446_,шт,2026-09-01,4.0,forecast,SYSTEME,mean_3
300200447_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200448_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
300200449_,шт,2026-09-01,4.0,forecast,SYSTEME,mean_3
300200450_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
300200451_,шт,2026-09-01,6.4,forecast,SYSTEME,mean_3
300200452_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
300200454_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200456_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200458_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200459_,шт,2026-09-01,39.0,forecast,SYSTEME,mean_3
300200460_,шт,2026-09-01,30.0,forecast,SYSTEME,mean_3
300200461_,шт,2026-09-01,18.33333333333333,forecast,SYSTEME,mean_3
300200462_,шт,2026-09-01,55.0,forecast,SYSTEME,mean_3
300200463_,шт,2026-09-01,679.6666666666666,forecast,SYSTEME,mean_3
300200464_,шт,2026-09-01,328.6666666666667,forecast,SYSTEME,mean_3
300200465_,шт,2026-09-01,171.0,forecast,SYSTEME,mean_3
300200466_,шт,2026-09-01,127.66666666666669,forecast,SYSTEME,mean_3
300200467_,шт,2026-09-01,22.666666666666668,forecast,SYSTEME,mean_3
300200468_,шт,2026-09-01,72.0,forecast,SYSTEME,mean_3
300200469_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200470_,шт,2026-09-01,7.636363636363637,forecast,SYSTEME,mean_3
300200471_,шт,2026-09-01,17.5,forecast,SYSTEME,mean_3
300200472_,шт,2026-09-01,70.66666666666667,forecast,SYSTEME,mean_3
300200473_,шт,2026-09-01,2.6666666666666665,forecast,SYSTEME,mean_3
300200474_,,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200495_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200496_,шт,2026-09-01,25.33333333333333,forecast,SYSTEME,mean_3
300200497_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200498_,шт,2026-09-01,126.33333333333331,forecast,SYSTEME,mean_3
300200511_,шт,2026-09-01,4.0,forecast,SYSTEME,mean_3
300200515_,шт,2026-09-01,87.0,forecast,SYSTEME,mean_3
300200516_,шт,2026-09-01,33.666666666666664,forecast,SYSTEME,mean_3
300200517_,шт,2026-09-01,7.857142857142857,forecast,SYSTEME,mean_3
300200518_,шт,2026-09-01,16.666666666666668,forecast,SYSTEME,mean_3
300200519_,шт,2026-09-01,54.0,forecast,SYSTEME,mean_3
300200520_,шт,2026-09-01,80.66666666666667,forecast,SYSTEME,mean_3
300200521_,шт,2026-09-01,7.0,forecast,SYSTEME,mean_3
300200522_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200523_,шт,2026-09-01,6.333333333333333,forecast,SYSTEME,mean_3
300200524_,шт,2026-09-01,3.0,forecast,SYSTEME,mean_3
300200525_,шт,2026-09-01,1.5,forecast,SYSTEME,mean_3
300200526_,шт,2026-09-01,8.0,forecast,SYSTEME,mean_3
300200527_,шт,2026-09-01,3.0,forecast,SYSTEME,mean_3
300200528_,,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200529_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
300200530_,шт,2026-09-01,5.0,forecast,SYSTEME,mean_3
300200531_,шт,2026-09-01,2.0,forecast,SYSTEME,mean_3
300200532_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
300200533_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
300200534_,шт,2026-09-01,3.0,forecast,SYSTEME,mean_3
300200535_,шт,2026-09-01,4.75,forecast,SYSTEME,mean_3
300200536_,шт,2026-09-01,55.0,forecast,SYSTEME,mean_3
300200537_,шт,2026-09-01,26.0,forecast,SYSTEME,mean_3
300200538_,шт,2026-09-01,10.666666666666666,forecast,SYSTEME,mean_3
300200539_,шт,2026-09-01,5.0,forecast,SYSTEME,mean_3
300200540_,шт,2026-09-01,2.5,forecast,SYSTEME,mean_3
300200541_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
300200542_,шт,2026-09-01,685.3333333333334,forecast,SYSTEME,mean_3
300200543_,шт,2026-09-01,79.33333333333333,forecast,SYSTEME,mean_3
300200544_,шт,2026-09-01,12.0,forecast,SYSTEME,mean_3
300200545_,шт,2026-09-01,28.666666666666668,forecast,SYSTEME,mean_3
300200546_,шт,2026-09-01,2.5,forecast,SYSTEME,mean_3
300200547_,шт,2026-09-01,10.666666666666666,forecast,SYSTEME,mean_3
300200548_,шт,2026-09-01,26.33333333333333,forecast,SYSTEME,mean_3
300200549_,шт,2026-09-01,25.666666666666668,forecast,SYSTEME,mean_3
300200550_,шт,2026-09-01,2.0,forecast,SYSTEME,mean_3
300200551_,шт,2026-09-01,5.0,forecast,SYSTEME,mean_3
300200552_,шт,2026-09-01,24.666666666666668,forecast,SYSTEME,mean_3
300200553_,шт,2026-09-01,45.0,forecast,SYSTEME,mean_3
300200554_,шт,2026-09-01,2.5,forecast,SYSTEME,mean_3
300200555_,шт,2026-09-01,21.5,forecast,SYSTEME,mean_3
300200556_,шт,2026-09-01,4.666666666666667,forecast,SYSTEME,mean_3
300200557_,шт,2026-09-01,1.5,forecast,SYSTEME,mean_3
300200558_,шт,2026-09-01,412.6666666666667,forecast,SYSTEME,mean_3
300200559_,шт,2026-09-01,203.33333333333331,forecast,SYSTEME,mean_3
300200560_,шт,2026-09-01,71.0,forecast,SYSTEME,mean_3
300200561_,шт,2026-09-01,22.0,forecast,SYSTEME,mean_3
300200562_,шт,2026-09-01,4.0,forecast,SYSTEME,mean_3
300200563_,шт,2026-09-01,40.333333333333336,forecast,SYSTEME,mean_3
300200564_,шт,2026-09-01,62.333333333333336,forecast,SYSTEME,mean_3
300200565_,шт,2026-09-01,13.333333333333334,forecast,SYSTEME,mean_3
300200566_,шт,2026-09-01,5.636363636363637,forecast,SYSTEME,mean_3
300200567_,шт,2026-09-01,8.0,forecast,SYSTEME,mean_3
300200568_,шт,2026-09-01,7.25,forecast,SYSTEME,mean_3
300200569_,шт,2026-09-01,2.0,forecast,SYSTEME,mean_3
300200570_,шт,2026-09-01,1.5,forecast,SYSTEME,mean_3
300200571_,шт,2026-09-01,7.0,forecast,SYSTEME,mean_3
300200572_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200573_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
300200574_,шт,2026-09-01,5.0,forecast,SYSTEME,mean_3
300200575_,шт,2026-09-01,5.0,forecast,SYSTEME,mean_3
300200576_,шт,2026-09-01,20.0,forecast,SYSTEME,mean_3
300200577_,шт,2026-09-01,3.6363636363636362,forecast,SYSTEME,mean_3
300200578_,,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200579_,шт,2026-09-01,38.66666666666666,forecast,SYSTEME,mean_3
300200580_,шт,2026-09-01,18.33333333333333,forecast,SYSTEME,mean_3
300200581_,шт,2026-09-01,6.0,forecast,SYSTEME,mean_3
300200582_,шт,2026-09-01,1.0,forecast,SYSTEME,mean_3
300200583_,шт,2026-09-01,2.0,forecast,SYSTEME,mean_3
300200584_,шт,2026-09-01,2.0,forecast,SYSTEME,mean_3
300200586_,,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200588_,шт,2026-09-01,78.5,forecast,SYSTEME,mean_3
300200589_,,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200590_,шт,2026-09-01,13.0,forecast,SYSTEME,mean_3
300200591_,шт,2026-09-01,5.333333333333333,forecast,SYSTEME,mean_3
300200592_,шт,2026-09-01,66.33333333333333,forecast,SYSTEME,mean_3
300200593_,шт,2026-09-01,69.0,forecast,SYSTEME,mean_3
300200594_,,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200595_,шт,2026-09-01,12.5,forecast,SYSTEME,mean_3
300200622_,,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200623_,,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200624_,шт,2026-09-01,67.0,forecast,SYSTEME,mean_3
300200627_,,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200632_,шт,2026-09-01,68.5,forecast,SYSTEME,mean_3
300200635_,шт,2026-09-01,,insufficient_history,SYSTEME,mean_3
300200700_,шт,2026-09-01,108.0,forecast,SYSTEME,mean_3
300200704_,шт,2026-09-01,7.0,forecast,SYSTEME,mean_3
300200718_,шт,2026-09-01,281.0,forecast,SYSTEME,mean_3
300200719_,шт,2026-09-01,18.0,forecast,SYSTEME,mean_3
300200720_,шт,2026-09-01,42.66666666666666,forecast,SYSTEME,mean_3
