supplier,scenario,split,unit,cohort,model,rows,skus,actual_total_qty,prediction_total_qty,mae_qty,mean_error_qty,wape_percent,bias_percent,zero_actual_rows,zero_actual_mae_qty,short_history_rows,macro_sku_wape_percent,macro_sku_wape_skus
SYSTEME,operational_zero_assumption,validation,шт,paired_last_month,last_month,3324,554,838706.00000000,802526.00000000,77.68471721,-10.88447653,30.78838115,-4.31378815,1445,2.77301038,0,145.13129592,452
SYSTEME,operational_zero_assumption,validation,шт,paired_same_month_last_year,current,3324,554,838706.00000000,799019.31640000,82.32493646,-11.93943550,32.62741518,-4.73189456,1445,2.64706325,0,143.43618212,452
SYSTEME,operational_zero_assumption,validation,шт,paired_same_month_last_year,same_month_last_year,3324,554,838706.00000000,927134.00000000,91.01444043,26.60288809,36.07128124,10.54338469,1445,7.36193772,0,344.70377282,452
SYSTEME,operational_zero_assumption,validation,шт,common_all_models,current,3324,554,838706.00000000,799019.31640000,82.32493646,-11.93943550,32.62741518,-4.73189456,1445,2.64706325,0,143.43618212,452
SYSTEME,operational_zero_assumption,validation,шт,common_all_models,last_month,3324,554,838706.00000000,802526.00000000,77.68471721,-10.88447653,30.78838115,-4.31378815,1445,2.77301038,0,145.13129592,452
SYSTEME,operational_zero_assumption,validation,шт,common_all_models,same_month_last_year,3324,554,838706.00000000,927134.00000000,91.01444043,26.60288809,36.07128124,10.54338469,1445,7.36193772,0,344.70377282,452
SYSTEME,unknown_blanks,test,шт,available,current,662,392,374047.00000000,344255.29140000,143.28234622,-45.00258097,25.35855473,-7.96469658,0,,7,121.64254664,392
SYSTEME,unknown_blanks,test,шт,available,last_month,542,302,372843.00000000,366413.00000000,123.25092251,-11.86346863,17.91692482,-1.72458649,0,,1,114.06762763,302
SYSTEME,unknown_blanks,test,шт,available,same_month_last_year,533,308,364957.00000000,323542.00000000,234.39587242,-77.70168856,34.23225202,-11.34791222,0,,0,180.25844567,308
SYSTEME,unknown_blanks,test,шт,paired_last_month,current,542,302,372843.00000000,343737.10780000,173.01391181,-53.70090812,25.15094563,-7.80647409,0,,1,167.27504403,302
SYSTEME,unknown_blanks,test,шт,paired_last_month,last_month,542,302,372843.00000000,366413.00000000,123.25092251,-11.86346863,17.91692482,-1.72458649,0,,1,114.06762763,302
SYSTEME,unknown_blanks,test,шт,paired_same_month_last_year,current,533,308,364957.00000000,331209.11190000,168.26639156,-63.31686323,24.57439827,-9.24708612,0,,0,121.72512315,308
SYSTEME,unknown_blanks,test,шт,paired_same_month_last_year,same_month_last_year,533,308,364957.00000000,323542.00000000,234.39587242,-77.70168856,34.23225202,-11.34791222,0,,0,180.25844567,308
SYSTEME,unknown_blanks,test,шт,common_all_models,current,479,269,364290.00000000,330924.10410000,185.91503987,-69.65740271,24.44571745,-9.15915779,0,,0,123.99583525,269
SYSTEME,unknown_blanks,test,шт,common_all_models,last_month,479,269,364290.00000000,354499.00000000,131.37995825,-20.44050104,17.27497324,-2.68769387,0,,0,113.06815558,269
SYSTEME,unknown_blanks,test,шт,common_all_models,same_month_last_year,479,269,364290.00000000,322833.00000000,259.75156576,-86.54906054,34.15438250,-11.38021906,0,,0,198.38449310,269
SYSTEME,unknown_blanks,validation,шт,available,current,1871,447,837566.00000000,803329.03370000,141.91922346,-18.29875270,31.70267980,-4.08767384,0,,10,162.18924974,447
SYSTEME,unknown_blanks,validation,шт,available,last_month,1546,352,834587.00000000,798519.00000000,161.77102199,-23.32988357,29.96667813,-4.32165850,0,,5,111.11910274,352
SYSTEME,unknown_blanks,validation,шт,available,same_month_last_year,1549,375,821271.00000000,916496.00000000,177.18463525,61.47514526,33.41881060,11.59483289,0,,0,200.24150861,375
SYSTEME,unknown_blanks,validation,шт,paired_last_month,current,1546,352,834587.00000000,799626.75740000,169.23147115,-22.61335226,31.34866160,-4.18892729,0,,5,135.85407223,352
SYSTEME,unknown_blanks,validation,шт,paired_last_month,last_month,1546,352,834587.00000000,798519.00000000,161.77102199,-23.32988357,29.96667813,-4.32165850,0,,5,111.11910274,352
SYSTEME,unknown_blanks,validation,шт,paired_same_month_last_year,current,1549,375,821271.00000000,793474.80450000,163.57242782,-17.94460652,30.85141089,-3.38453391,0,,0,141.81821897,375
SYSTEME,unknown_blanks,validation,шт,paired_same_month_last_year,same_month_last_year,1549,375,821271.00000000,916496.00000000,177.18463525,61.47514526,33.41881060,11.59483289,0,,0,200.24150861,375
SYSTEME,unknown_blanks,validation,шт,common_all_models,current,1362,317,819261.00000000,791070.66400000,184.03409427,-20.69775037,30.59518717,-3.44094690,0,,0,107.56855202,317
SYSTEME,unknown_blanks,validation,шт,common_all_models,last_month,1362,317,819261.00000000,788566.00000000,176.99192364,-22.53671072,29.42444471,-3.74666925,0,,0,93.09136664,317
SYSTEME,unknown_blanks,validation,шт,common_all_models,same_month_last_year,1362,317,819261.00000000,911418.00000000,198.36049927,67.66299559,32.97691456,11.24879617,0,,0,144.55847554,317
