sku,unit,warehouse,day,document_number,order_qty,prior_orders,prior_window_days,historical_median,threshold_iqr,threshold_8median,reason,excluded_qty,exclusion_status,month,comparable,matches_signed,sales_qty_raw,monthly_matches_signed,review_reason
300200296_,шт,Алматы,2026-03-27,20000030369,60.0,215,180,7.0,55.0,56.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-03-01,True,False,242.0,False,monthly_and_transactions_not_reconciled
300200296_,шт,Алматы,2026-04-06,20000033986,360.0,215,180,7.0,68.0,56.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-04-01,True,False,780.0,False,monthly_and_transactions_not_reconciled
300200296_,шт,Алматы,2026-04-09,20000035745,90.0,215,180,7.0,74.0,56.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-04-01,True,False,780.0,False,monthly_and_transactions_not_reconciled
300200296_,шт,Алматы,2026-04-15,20000038237,80.0,216,180,7.5,71.0,60.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-04-01,True,False,780.0,False,monthly_and_transactions_not_reconciled
300200296_,шт,Алматы,2026-05-14,20000050209,75.0,213,180,7.0,74.0,56.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,556.0,False,monthly_and_transactions_not_reconciled
300200296_,шт,Алматы,2026-05-26,20000055217,184.0,202,180,6.0,74.0,48.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,556.0,False,monthly_and_transactions_not_reconciled
300200296_,шт,Алматы,2026-06-08,20000060916,195.0,196,180,6.0,74.0,48.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,481.0,False,monthly_and_transactions_not_reconciled
300200296_,шт,Алматы,2026-06-30,20000071222,150.0,201,180,5.0,62.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,481.0,False,monthly_and_transactions_not_reconciled
300200296_,шт,Алматы,2026-07-17,20000079498,60.0,211,180,5.0,54.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,717.0,False,monthly_and_transactions_not_reconciled
300200296_,шт,Алматы,2026-07-21,20000080997,150.0,217,180,6.0,62.0,48.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,717.0,False,monthly_and_transactions_not_reconciled
300200296_,шт,Алматы,2026-07-27,20000083341,180.0,216,180,6.0,65.0,48.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,717.0,False,monthly_and_transactions_not_reconciled
300200296_,шт,Алматы,2026-07-28,20000084365,75.0,219,180,6.0,68.0,48.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,717.0,False,monthly_and_transactions_not_reconciled
300200296_,шт,Алматы,2026-08-03,20000086678,160.0,220,180,6.0,74.0,48.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,586.0,False,monthly_and_transactions_not_reconciled
300200296_,шт,Алматы,2026-09-02,20000101838,75.0,221,180,7.0,74.0,56.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
300200296_,шт,Алматы,2026-09-21,20000110903,105.0,232,180,7.0,74.0,56.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
300200297_,шт,Алматы,2025-02-12,20000014333,180.0,38,180,20.0,109.5,160.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,539.0,False,monthly_and_transactions_not_reconciled
300200297_,шт,Алматы,2025-04-15,20000036278,195.0,94,180,20.0,150.0,160.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-04-01,True,False,672.0,False,monthly_and_transactions_not_reconciled
300200297_,шт,Алматы,2025-04-25,20000041189,210.0,105,180,20.0,150.0,160.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-04-01,True,False,672.0,False,monthly_and_transactions_not_reconciled
300200297_,шт,Алматы,2025-05-15,20000048330,225.0,120,180,20.0,164.0,160.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-05-01,True,False,681.0,False,monthly_and_transactions_not_reconciled
300200297_,шт,Алматы,2025-07-10,20000072003,195.0,167,180,20.0,130.0,160.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-07-01,True,False,848.0,False,monthly_and_transactions_not_reconciled
300200297_,шт,Алматы,2025-09-19,20000102969,240.0,180,180,30.0,144.0,240.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,707.0,False,monthly_and_transactions_not_reconciled
300200297_,шт,Алматы,2025-10-29,20000120529,180.0,190,180,20.0,90.0,160.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-10-01,True,False,691.0,False,monthly_and_transactions_not_reconciled
300200297_,шт,Алматы,2025-11-07,20000125451,210.0,194,180,20.0,90.0,160.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-11-01,True,False,706.0,False,monthly_and_transactions_not_reconciled
300200297_,шт,Алматы,2026-02-11,20000014928,255.0,163,180,25.0,90.0,200.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-02-01,True,False,470.0,False,monthly_and_transactions_not_reconciled
300200297_,шт,Алматы,2026-02-25,20000020178,270.0,159,180,20.0,90.0,160.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-02-01,True,False,470.0,False,monthly_and_transactions_not_reconciled
300200297_,шт,Алматы,2026-09-21,20000110903,150.0,153,180,15.0,99.0,120.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2025-02-03,20000010670,220.0,37,180,20.0,99.0,160.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,996.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2025-02-12,20000014333,240.0,54,180,20.0,125.25,160.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,996.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2025-03-04,20000021546,230.0,87,180,15.0,103.5,120.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-03-01,True,False,515.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2025-04-25,20000041171,120.0,154,180,12.0,107.25,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-04-01,True,False,1002.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2025-06-20,20000064190,120.0,236,180,11.0,111.0,88.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-06-01,True,False,880.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2025-07-21,20000075187,196.0,252,180,12.0,111.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-07-01,True,False,1079.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2025-09-19,20000102969,240.0,269,180,11.0,111.0,88.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,686.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2025-11-19,20000129562,100.0,271,180,10.0,75.0,80.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-11-01,True,False,1203.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2025-11-21,20000131731,120.0,275,180,10.0,83.0,80.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-11-01,True,False,1203.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2025-11-27,20000134239,171.0,274,180,11.5,111.0,92.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-11-01,True,False,1203.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2026-01-06,20000000753,180.0,263,180,13.0,108.0,104.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-01-01,True,False,782.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2026-02-03,20000011312,100.0,257,180,11.0,92.0,88.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-02-01,True,False,607.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2026-02-03,20000011581,110.0,257,180,11.0,92.0,88.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-02-01,True,False,607.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2026-03-03,20000022809,120.0,237,180,13.0,108.0,104.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-03-01,True,False,482.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2026-04-06,20000033986,250.0,215,180,15.0,105.0,120.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-04-01,True,False,781.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2026-05-26,20000055217,200.0,203,180,15.0,106.5,120.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,739.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2026-06-08,20000060916,120.0,199,180,12.0,108.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,987.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2026-06-16,20000064504,119.0,197,180,11.0,108.0,88.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,987.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2026-07-09,20000075481,180.0,216,180,11.0,108.0,88.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1275.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2026-07-27,20000083341,125.0,220,180,14.5,105.75,116.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1275.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2026-07-28,20000083523,180.0,220,180,12.5,108.0,100.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1275.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2026-07-31,20000085912,180.0,227,180,14.0,108.0,112.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1275.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2026-08-10,20000090073,180.0,231,180,11.0,108.0,88.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,1367.0,False,monthly_and_transactions_not_reconciled
300200298_,шт,Алматы,2026-08-11,20000091095,120.0,236,180,12.5,108.0,100.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,1367.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2025-02-03,20000010678,180.0,13,180,13.0,59.0,104.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,657.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2025-02-12,20000014330,135.0,21,180,15.0,105.0,120.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,657.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2025-02-12,20000014333,120.0,21,180,15.0,105.0,120.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,657.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2025-02-18,20000016727,367.0,28,180,16.0,187.75,128.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,657.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2025-04-25,20000041189,285.0,68,180,15.0,115.75,120.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-04-01,True,False,925.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2025-04-30,20000042687,177.0,70,180,15.0,151.0,120.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-04-01,True,False,925.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2025-06-12,20000060529,180.0,95,180,15.0,160.5,120.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-06-01,True,False,236.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2025-07-15,20000074135,370.0,113,180,15.0,165.0,120.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-07-01,True,False,897.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2025-11-21,20000131731,195.0,116,180,10.0,108.0,80.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-11-01,True,False,786.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2025-11-26,20000133712,162.0,116,180,11.0,108.0,88.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-11-01,True,False,786.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2025-11-29,20000135280,234.0,120,180,11.0,114.0,88.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-11-01,True,False,786.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2026-01-13,20000002746,368.0,116,180,11.0,113.75,88.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-01-01,True,False,790.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2026-01-29,20000009664,200.0,121,180,10.0,91.0,80.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-01-01,True,False,790.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2026-02-04,20000012265,121.0,122,180,10.0,90.0,80.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-02-01,True,False,439.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2026-02-12,20000015210,100.0,122,180,9.0,78.0,72.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-02-01,True,False,439.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2026-02-25,20000020178,195.0,121,180,9.0,94.0,72.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-02-01,True,False,439.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2026-03-03,20000022809,120.0,120,180,9.5,96.0,76.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-03-01,True,False,258.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2026-03-27,20000030369,120.0,117,180,10.0,111.0,80.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-03-01,True,False,258.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2026-04-18,20000039790,120.0,127,180,10.0,112.5,80.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-04-01,True,False,313.0,False,monthly_and_transactions_not_reconciled
300200301_,шт,Алматы,2026-05-15,20000050855,140.0,114,180,12.0,111.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,372.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-02-03,20000010678,60.0,27,180,3.0,30.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,462.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-02-10,20000013090,60.0,39,180,4.0,54.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,462.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-02-12,20000014331,75.0,42,180,3.5,54.0,28.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,462.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-02-12,20000014333,60.0,42,180,3.5,54.0,28.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,462.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-02-14,20000015429,60.0,48,180,4.0,54.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,462.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-04-25,20000041171,60.0,115,180,4.0,54.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-04-01,True,False,361.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-05-15,20000048330,270.0,130,180,4.0,54.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-05-01,True,False,105.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-07-11,30000032580,120.0,168,180,4.0,54.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-07-01,True,False,336.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-07-21,20000075187,81.0,166,180,5.0,54.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-07-01,True,False,336.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-08-05,20000083165,90.0,171,180,5.0,54.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,520.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-08-07,20000084236,90.0,171,180,5.0,54.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,520.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-08-12,20000085926,60.0,164,180,5.0,54.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,520.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-08-20,20000089508,70.0,167,180,5.0,54.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,520.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-09-12,20000098635,50.0,169,180,5.0,34.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,368.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-09-26,20000106623,105.0,181,180,5.0,54.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,368.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-11-07,20000125451,60.0,181,180,5.0,54.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-11-01,True,False,281.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2025-11-21,20000131731,150.0,187,180,5.0,54.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-11-01,True,False,281.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2026-02-11,20000014928,90.0,182,180,4.0,57.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-02-01,True,False,121.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2026-02-25,20000020178,150.0,175,180,4.0,57.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-02-01,True,False,121.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2026-03-10,20000024662,60.0,168,180,5.0,54.75,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-03-01,True,False,161.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2026-03-27,20000030369,60.0,154,180,4.0,54.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-03-01,True,False,161.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2026-04-06,20000033986,100.0,152,180,5.0,55.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-04-01,True,False,371.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2026-04-15,20000038237,80.0,154,180,5.0,66.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-04-01,True,False,371.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2026-04-29,20000044513,60.0,156,180,4.0,54.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-04-01,True,False,371.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2026-05-15,20000050457,75.0,144,180,5.0,74.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,244.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2026-06-08,20000060916,105.0,137,180,6.0,74.0,48.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,262.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2026-06-30,20000071222,100.0,142,180,5.0,70.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,262.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2026-07-03,20000073235,120.0,145,180,5.0,74.0,40.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,279.0,False,monthly_and_transactions_not_reconciled
300200302_,шт,Алматы,2026-09-02,20000101838,75.0,165,180,4.0,61.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-01-08,20000001025,315.0,10,180,12.0,125.5,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-01-01,True,False,4019.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-01-10,20000002190,200.0,19,180,11.0,100.5,88.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-01-01,True,False,4019.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-01-10,20000002191,180.0,19,180,11.0,100.5,88.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-01-01,True,False,4019.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-01-14,20000002855,270.0,33,180,13.0,219.0,104.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-01-01,True,False,4019.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-02-03,20000010670,720.0,103,180,12.0,162.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,4666.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-02-03,30000000355,450.0,103,180,12.0,162.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,4666.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-02-06,20000011724,200.0,114,180,12.0,162.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,4666.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-02-11,20000013449,186.0,134,180,12.0,162.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,4666.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-02-12,20000014330,315.0,139,180,12.0,162.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,4666.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-02-14,20000015417,180.0,151,180,12.0,174.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,4666.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-02-21,20000017829,401.0,171,180,13.0,182.0,104.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,4666.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-02-25,20000018794,200.0,180,180,13.5,176.0,108.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,4666.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-02-25,20000019350,270.0,180,180,13.5,176.0,108.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,4666.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-02-28,20000020736,200.0,194,180,13.0,177.0,104.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,4666.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-03-04,20000021546,450.0,206,180,14.0,174.0,112.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-03-01,True,False,3815.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-03-07,20000022926,200.0,216,180,14.5,174.0,116.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-03-01,True,False,3815.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-03-14,20000025458,200.0,241,180,16.0,174.0,128.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-03-01,True,False,3815.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-03-14,20000025459,200.0,241,180,16.0,174.0,128.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-03-01,True,False,3815.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-03-26,30000000709,225.0,277,180,16.0,171.0,128.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-03-01,True,False,3815.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-03-28,20000029630,200.0,287,180,16.0,171.0,128.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-03-01,True,False,3815.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-04-14,20000035410,200.0,335,180,16.0,171.0,128.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-04-01,True,False,4939.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-04-15,20000036117,180.0,338,180,16.0,177.0,128.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-04-01,True,False,4939.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-04-15,20000036278,405.0,338,180,16.0,177.0,128.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-04-01,True,False,4939.0,False,monthly_and_transactions_not_reconciled
300200303_,шт,Алматы,2025-04-15,20000036282,405.0,338,180,16.0,177.0,128.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-04-01,True,False,4939.0,False,monthly_and_transactions_not_reconciled
