sku,month,sales_qty_raw,target_qty,candidate_order_qty,excluded_qty,regular_sales_qty
300200331_,2024-10-01,2211.0,2211.0,0.0,0.0,2211.0
300200331_,2024-11-01,2400.0,2400.0,0.0,0.0,2400.0
300200331_,2024-12-01,1365.0,1365.0,0.0,0.0,1365.0
300200331_,2025-01-01,1575.0,1575.0,550.0,0.0,1575.0
300200331_,2025-02-01,1564.0,1564.0,513.0,0.0,1564.0
300200331_,2025-03-01,1184.0,1184.0,0.0,0.0,1184.0
300200331_,2025-04-01,1323.0,1323.0,480.0,0.0,1323.0
300200331_,2025-05-01,1892.0,1892.0,425.0,0.0,1892.0
300200331_,2025-06-01,1507.0,1507.0,0.0,0.0,1507.0
300200331_,2025-07-01,1038.0,1038.0,0.0,0.0,1038.0
300200331_,2025-08-01,1761.0,1761.0,0.0,0.0,1761.0
300200331_,2025-09-01,1491.0,1491.0,120.0,0.0,1491.0
300200331_,2025-10-01,897.0,897.0,225.0,0.0,897.0
300200331_,2025-11-01,1172.0,1172.0,100.0,0.0,1172.0
300200331_,2025-12-01,1185.0,1185.0,800.0,0.0,1185.0
300200331_,2026-01-01,1043.0,1043.0,173.0,0.0,1043.0
300200331_,2026-02-01,681.0,681.0,280.0,0.0,681.0
300200331_,2026-03-01,822.0,822.0,100.0,0.0,822.0
300200331_,2026-04-01,861.0,861.0,340.0,0.0,861.0
300200331_,2026-05-01,619.0,619.0,80.0,0.0,619.0
300200331_,2026-06-01,1002.0,1002.0,280.0,0.0,1002.0
300200331_,2026-07-01,1675.0,1675.0,940.0,0.0,1675.0
300200331_,2026-08-01,1107.0,1107.0,280.0,0.0,1107.0
300200331_,2026-09-01,495.0,,100.0,0.0,495.0
300200332_,2024-01-01,20.0,20.0,0.0,0.0,20.0
300200332_,2024-02-01,49.0,49.0,0.0,0.0,49.0
300200332_,2024-03-01,866.0,866.0,0.0,0.0,866.0
300200332_,2024-04-01,1013.0,1013.0,0.0,0.0,1013.0
300200332_,2024-05-01,822.0,822.0,0.0,0.0,822.0
300200332_,2024-06-01,1175.0,1175.0,0.0,0.0,1175.0
300200332_,2024-07-01,1640.0,1640.0,0.0,0.0,1640.0
300200332_,2024-08-01,1565.0,1565.0,0.0,0.0,1565.0
300200332_,2024-09-01,1921.0,1921.0,0.0,0.0,1921.0
300200332_,2024-10-01,1385.0,1385.0,0.0,0.0,1385.0
300200332_,2024-11-01,1795.0,1795.0,0.0,0.0,1795.0
300200332_,2024-12-01,865.0,865.0,0.0,0.0,865.0
300200332_,2025-01-01,736.0,736.0,0.0,0.0,736.0
300200332_,2025-02-01,990.0,990.0,0.0,0.0,990.0
300200332_,2025-03-01,865.0,865.0,0.0,0.0,865.0
300200332_,2025-04-01,1377.0,1377.0,0.0,0.0,1377.0
300200332_,2025-05-01,813.0,813.0,0.0,0.0,813.0
300200332_,2025-06-01,1298.0,1298.0,480.0,0.0,1298.0
300200332_,2025-07-01,1157.0,1157.0,0.0,0.0,1157.0
300200332_,2025-08-01,869.0,869.0,320.0,0.0,869.0
300200332_,2025-09-01,969.0,969.0,0.0,0.0,969.0
300200332_,2025-10-01,541.0,541.0,0.0,0.0,541.0
300200332_,2025-11-01,663.0,663.0,0.0,0.0,663.0
300200332_,2025-12-01,466.0,466.0,0.0,0.0,466.0
300200332_,2026-01-01,560.0,560.0,0.0,0.0,560.0
300200332_,2026-02-01,497.0,497.0,0.0,0.0,497.0
300200332_,2026-03-01,312.0,312.0,0.0,0.0,312.0
300200332_,2026-04-01,661.0,661.0,0.0,0.0,661.0
300200332_,2026-05-01,331.0,331.0,0.0,0.0,331.0
300200332_,2026-06-01,708.0,708.0,0.0,0.0,708.0
300200332_,2026-07-01,500.0,500.0,0.0,0.0,500.0
300200332_,2026-08-01,416.0,416.0,0.0,0.0,416.0
300200332_,2026-09-01,381.0,,460.0,0.0,381.0
300200333_,2024-01-01,35.0,35.0,0.0,0.0,35.0
300200333_,2024-02-01,13.0,13.0,0.0,0.0,13.0
300200333_,2024-03-01,383.0,383.0,0.0,0.0,383.0
300200333_,2024-04-01,819.0,819.0,0.0,0.0,819.0
300200333_,2024-05-01,1751.0,1751.0,0.0,0.0,1751.0
300200333_,2024-06-01,914.0,914.0,0.0,0.0,914.0
300200333_,2024-07-01,1326.0,1326.0,0.0,0.0,1326.0
300200333_,2024-08-01,1534.0,1534.0,0.0,0.0,1534.0
300200333_,2024-09-01,1121.0,1121.0,0.0,0.0,1121.0
300200333_,2024-10-01,1280.0,1280.0,0.0,0.0,1280.0
300200333_,2024-11-01,1003.0,1003.0,0.0,0.0,1003.0
300200333_,2024-12-01,738.0,738.0,0.0,0.0,738.0
300200333_,2025-01-01,922.0,922.0,245.0,0.0,922.0
300200333_,2025-02-01,948.0,948.0,327.0,0.0,948.0
300200333_,2025-03-01,610.0,610.0,100.0,0.0,610.0
300200333_,2025-04-01,890.0,890.0,200.0,0.0,890.0
300200333_,2025-05-01,1030.0,1030.0,280.0,0.0,1030.0
300200333_,2025-06-01,719.0,719.0,0.0,0.0,719.0
300200333_,2025-07-01,550.0,550.0,120.0,0.0,550.0
300200333_,2025-08-01,923.0,923.0,160.0,0.0,923.0
300200333_,2025-09-01,830.0,830.0,280.0,0.0,830.0
300200333_,2025-10-01,382.0,382.0,0.0,0.0,382.0
300200333_,2025-11-01,559.0,559.0,100.0,0.0,559.0
300200333_,2025-12-01,802.0,802.0,268.0,0.0,802.0
300200333_,2026-01-01,573.0,573.0,0.0,0.0,573.0
300200333_,2026-02-01,457.0,457.0,0.0,0.0,457.0
300200333_,2026-03-01,241.0,241.0,0.0,0.0,241.0
300200333_,2026-04-01,423.0,423.0,0.0,0.0,423.0
300200333_,2026-05-01,374.0,374.0,0.0,0.0,374.0
300200333_,2026-06-01,586.0,586.0,0.0,0.0,586.0
300200333_,2026-07-01,624.0,624.0,300.0,0.0,624.0
300200333_,2026-08-01,660.0,660.0,0.0,0.0,660.0
300200333_,2026-09-01,275.0,,0.0,0.0,275.0
300200335_,2024-01-01,,,0.0,0.0,
300200335_,2024-02-01,,,0.0,0.0,
300200335_,2024-03-01,,,0.0,0.0,
300200335_,2024-04-01,,,0.0,0.0,
300200335_,2024-05-01,,,0.0,0.0,
300200335_,2024-06-01,,,0.0,0.0,
300200335_,2024-07-01,,,0.0,0.0,
300200335_,2024-08-01,,,0.0,0.0,
300200335_,2024-09-01,,,0.0,0.0,
300200335_,2024-10-01,,,0.0,0.0,
300200335_,2024-11-01,,,0.0,0.0,
300200335_,2024-12-01,,,0.0,0.0,
300200335_,2025-01-01,,,0.0,0.0,
300200335_,2025-02-01,,,0.0,0.0,
300200335_,2025-03-01,,,0.0,0.0,
300200335_,2025-04-01,,,0.0,0.0,
300200335_,2025-05-01,,,0.0,0.0,
300200335_,2025-06-01,,,0.0,0.0,
300200335_,2025-07-01,,,0.0,0.0,
300200335_,2025-08-01,,,0.0,0.0,
300200335_,2025-09-01,,,0.0,0.0,
300200335_,2025-10-01,,,0.0,0.0,
300200335_,2025-11-01,,,0.0,0.0,
300200335_,2025-12-01,,,0.0,0.0,
300200335_,2026-01-01,,,0.0,0.0,
300200335_,2026-02-01,,,0.0,0.0,
300200335_,2026-03-01,,,0.0,0.0,
300200335_,2026-04-01,,,0.0,0.0,
300200335_,2026-05-01,,,0.0,0.0,
300200335_,2026-06-01,,,0.0,0.0,
300200335_,2026-07-01,,,0.0,0.0,
300200335_,2026-08-01,,,0.0,0.0,
300200335_,2026-09-01,,,0.0,0.0,
300200343_,2024-01-01,1647.0,1647.0,0.0,0.0,1647.0
300200343_,2024-02-01,526.0,526.0,0.0,0.0,526.0
300200343_,2024-03-01,2197.0,2197.0,0.0,0.0,2197.0
300200343_,2024-04-01,3902.0,3902.0,0.0,0.0,3902.0
300200343_,2024-05-01,4600.0,4600.0,0.0,0.0,4600.0
300200343_,2024-06-01,6224.0,6224.0,0.0,0.0,6224.0
300200343_,2024-07-01,3610.0,3610.0,0.0,0.0,3610.0
300200343_,2024-08-01,4571.0,4571.0,0.0,0.0,4571.0
300200343_,2024-09-01,3837.0,3837.0,0.0,0.0,3837.0
300200343_,2024-10-01,3658.0,3658.0,0.0,0.0,3658.0
300200343_,2024-11-01,3004.0,3004.0,0.0,0.0,3004.0
300200343_,2024-12-01,3123.0,3123.0,0.0,0.0,3123.0
300200343_,2025-01-01,2903.0,2903.0,0.0,0.0,2903.0
300200343_,2025-02-01,2518.0,2518.0,400.0,0.0,2518.0
300200343_,2025-03-01,2730.0,2730.0,960.0,0.0,2730.0
300200343_,2025-04-01,2016.0,2016.0,0.0,0.0,2016.0
300200343_,2025-05-01,1874.0,1874.0,0.0,0.0,1874.0
300200343_,2025-06-01,1938.0,1938.0,780.0,0.0,1938.0
300200343_,2025-07-01,1769.0,1769.0,0.0,0.0,1769.0
300200343_,2025-08-01,2595.0,2595.0,291.0,0.0,2595.0
300200343_,2025-09-01,2620.0,2620.0,316.0,0.0,2620.0
300200343_,2025-10-01,1523.0,1523.0,0.0,0.0,1523.0
300200343_,2025-11-01,1702.0,1702.0,0.0,0.0,1702.0
300200343_,2025-12-01,2172.0,2172.0,370.0,0.0,2172.0
300200343_,2026-01-01,983.0,983.0,0.0,0.0,983.0
300200343_,2026-02-01,1621.0,1621.0,710.0,0.0,1621.0
300200343_,2026-03-01,1125.0,1125.0,0.0,0.0,1125.0
300200343_,2026-04-01,1236.0,1236.0,0.0,0.0,1236.0
300200343_,2026-05-01,1709.0,1709.0,419.0,0.0,1709.0
300200343_,2026-06-01,1270.0,1270.0,240.0,0.0,1270.0
300200343_,2026-07-01,1396.0,1396.0,480.0,0.0,1396.0
300200343_,2026-08-01,1524.0,1524.0,0.0,0.0,1524.0
300200343_,2026-09-01,776.0,,415.0,0.0,776.0
300200346_,2024-01-01,,,0.0,0.0,
300200346_,2024-02-01,,,0.0,0.0,
300200346_,2024-03-01,,,0.0,0.0,
300200346_,2024-04-01,,,0.0,0.0,
300200346_,2024-05-01,,,0.0,0.0,
300200346_,2024-06-01,,,0.0,0.0,
300200346_,2024-07-01,,,0.0,0.0,
300200346_,2024-08-01,,,0.0,0.0,
300200346_,2024-09-01,,,0.0,0.0,
300200346_,2024-10-01,10.0,10.0,0.0,0.0,10.0
300200346_,2024-11-01,,,0.0,0.0,
300200346_,2024-12-01,35.0,35.0,0.0,0.0,35.0
300200346_,2025-01-01,128.0,128.0,0.0,0.0,128.0
300200346_,2025-02-01,,,0.0,0.0,
300200346_,2025-03-01,,,0.0,0.0,
300200346_,2025-04-01,36.0,36.0,0.0,0.0,36.0
300200346_,2025-05-01,,,0.0,0.0,
300200346_,2025-06-01,,,0.0,0.0,
300200346_,2025-07-01,,,0.0,0.0,
300200346_,2025-08-01,,,0.0,0.0,
300200346_,2025-09-01,2.0,2.0,0.0,0.0,2.0
300200346_,2025-10-01,,,0.0,0.0,
300200346_,2025-11-01,,,0.0,0.0,
300200346_,2025-12-01,2.0,2.0,0.0,0.0,2.0
300200346_,2026-01-01,35.0,35.0,0.0,0.0,35.0
300200346_,2026-02-01,,,0.0,0.0,
300200346_,2026-03-01,21.0,21.0,0.0,0.0,21.0
300200346_,2026-04-01,20.0,20.0,0.0,0.0,20.0
300200346_,2026-05-01,,,0.0,0.0,
300200346_,2026-06-01,,,0.0,0.0,
300200346_,2026-07-01,,,0.0,0.0,
300200346_,2026-08-01,,,0.0,0.0,
300200346_,2026-09-01,,,0.0,0.0,
300200347_,2024-01-01,,,0.0,0.0,
300200347_,2024-02-01,,,0.0,0.0,
300200347_,2024-03-01,3.0,3.0,0.0,0.0,3.0
300200347_,2024-04-01,59.0,59.0,0.0,0.0,59.0
300200347_,2024-05-01,126.0,126.0,0.0,0.0,126.0
300200347_,2024-06-01,,,0.0,0.0,
300200347_,2024-07-01,327.0,327.0,0.0,0.0,327.0
300200347_,2024-08-01,3.0,3.0,0.0,0.0,3.0
300200347_,2024-09-01,33.0,33.0,0.0,0.0,33.0
300200347_,2024-10-01,212.0,212.0,0.0,0.0,212.0
300200347_,2024-11-01,17.0,17.0,0.0,0.0,17.0
300200347_,2024-12-01,94.0,94.0,0.0,0.0,94.0
300200347_,2025-01-01,,,0.0,0.0,
300200347_,2025-02-01,30.0,30.0,0.0,0.0,30.0
300200347_,2025-03-01,40.0,40.0,0.0,0.0,40.0
300200347_,2025-04-01,166.0,166.0,0.0,0.0,166.0
300200347_,2025-05-01,,,0.0,0.0,
300200347_,2025-06-01,,,0.0,0.0,
300200347_,2025-07-01,,,0.0,0.0,
300200347_,2025-08-01,,,0.0,0.0,
300200347_,2025-09-01,,,0.0,0.0,
300200347_,2025-10-01,4.0,4.0,0.0,0.0,4.0
300200347_,2025-11-01,,,0.0,0.0,
300200347_,2025-12-01,1.0,1.0,0.0,0.0,1.0
300200347_,2026-01-01,,,0.0,0.0,
300200347_,2026-02-01,3.0,3.0,0.0,0.0,3.0
300200347_,2026-03-01,142.0,142.0,0.0,0.0,142.0
300200347_,2026-04-01,1.0,1.0,0.0,0.0,1.0
300200347_,2026-05-01,,,0.0,0.0,
300200347_,2026-06-01,10.0,10.0,0.0,0.0,10.0
300200347_,2026-07-01,45.0,45.0,0.0,0.0,45.0
300200347_,2026-08-01,3.0,3.0,0.0,0.0,3.0
300200347_,2026-09-01,6.0,,0.0,0.0,6.0
300200348_,2024-01-01,,,0.0,0.0,
300200348_,2024-02-01,8.0,8.0,0.0,0.0,8.0
300200348_,2024-03-01,,,0.0,0.0,
300200348_,2024-04-01,7.0,7.0,0.0,0.0,7.0
300200348_,2024-05-01,9.0,9.0,0.0,0.0,9.0
300200348_,2024-06-01,15.0,15.0,0.0,0.0,15.0
300200348_,2024-07-01,1.0,1.0,0.0,0.0,1.0
300200348_,2024-08-01,35.0,35.0,0.0,0.0,35.0
300200348_,2024-09-01,4.0,4.0,0.0,0.0,4.0
300200348_,2024-10-01,16.0,16.0,0.0,0.0,16.0
300200348_,2024-11-01,4.0,4.0,0.0,0.0,4.0
300200348_,2024-12-01,3.0,3.0,0.0,0.0,3.0
300200348_,2025-01-01,,,0.0,0.0,
300200348_,2025-02-01,8.0,8.0,0.0,0.0,8.0
300200348_,2025-03-01,40.0,40.0,0.0,0.0,40.0
300200348_,2025-04-01,1.0,1.0,0.0,0.0,1.0
300200348_,2025-05-01,,,0.0,0.0,
300200348_,2025-06-01,,,0.0,0.0,
300200348_,2025-07-01,1.0,1.0,0.0,0.0,1.0
300200348_,2025-08-01,1.0,1.0,0.0,0.0,1.0
300200348_,2025-09-01,1.0,1.0,0.0,0.0,1.0
300200348_,2025-10-01,,,0.0,0.0,
300200348_,2025-11-01,,,0.0,0.0,
300200348_,2025-12-01,1.0,1.0,0.0,0.0,1.0
300200348_,2026-01-01,2.0,2.0,0.0,0.0,2.0
300200348_,2026-02-01,,,0.0,0.0,
300200348_,2026-03-01,1.0,1.0,0.0,0.0,1.0
300200348_,2026-04-01,,,0.0,0.0,
300200348_,2026-05-01,3.0,3.0,0.0,0.0,3.0
300200348_,2026-06-01,3.0,3.0,0.0,0.0,3.0
300200348_,2026-07-01,3.0,3.0,0.0,0.0,3.0
300200348_,2026-08-01,1.0,1.0,0.0,0.0,1.0
300200348_,2026-09-01,,,0.0,0.0,
300200350_,2024-01-01,16.0,16.0,0.0,0.0,16.0
300200350_,2024-02-01,,,0.0,0.0,
300200350_,2024-03-01,2.0,2.0,0.0,0.0,2.0
300200350_,2024-04-01,5.0,5.0,0.0,0.0,5.0
300200350_,2024-05-01,,,0.0,0.0,
300200350_,2024-06-01,3.0,3.0,0.0,0.0,3.0
300200350_,2024-07-01,30.0,30.0,0.0,0.0,30.0
300200350_,2024-08-01,,,0.0,0.0,
300200350_,2024-09-01,3.0,3.0,0.0,0.0,3.0
300200350_,2024-10-01,,,0.0,0.0,
300200350_,2024-11-01,,,0.0,0.0,
300200350_,2024-12-01,,,0.0,0.0,
300200350_,2025-01-01,19.0,19.0,0.0,0.0,19.0
300200350_,2025-02-01,5.0,5.0,0.0,0.0,5.0
300200350_,2025-03-01,5.0,5.0,0.0,0.0,5.0
300200350_,2025-04-01,,,0.0,0.0,
300200350_,2025-05-01,,,0.0,0.0,
300200350_,2025-06-01,,,0.0,0.0,
300200350_,2025-07-01,3.0,3.0,0.0,0.0,3.0
300200350_,2025-08-01,1.0,1.0,0.0,0.0,1.0
300200350_,2025-09-01,2.0,2.0,0.0,0.0,2.0
300200350_,2025-10-01,,,0.0,0.0,
300200350_,2025-11-01,,,0.0,0.0,
300200350_,2025-12-01,,,0.0,0.0,
300200350_,2026-01-01,,,0.0,0.0,
300200350_,2026-02-01,4.0,4.0,0.0,0.0,4.0
300200350_,2026-03-01,,,0.0,0.0,
300200350_,2026-04-01,,,0.0,0.0,
300200350_,2026-05-01,,,0.0,0.0,
300200350_,2026-06-01,,,0.0,0.0,
300200350_,2026-07-01,,,0.0,0.0,
300200350_,2026-08-01,,,0.0,0.0,
300200350_,2026-09-01,,,0.0,0.0,
300200351_,2024-01-01,,,0.0,0.0,
300200351_,2024-02-01,,,0.0,0.0,
300200351_,2024-03-01,,,0.0,0.0,
300200351_,2024-04-01,,,0.0,0.0,
300200351_,2024-05-01,,,0.0,0.0,
300200351_,2024-06-01,,,0.0,0.0,
300200351_,2024-07-01,,,0.0,0.0,
300200351_,2024-08-01,,,0.0,0.0,
300200351_,2024-09-01,,,0.0,0.0,
300200351_,2024-10-01,,,0.0,0.0,
300200351_,2024-11-01,,,0.0,0.0,
300200351_,2024-12-01,,,0.0,0.0,
300200351_,2025-01-01,,,0.0,0.0,
300200351_,2025-02-01,,,0.0,0.0,
300200351_,2025-03-01,,,0.0,0.0,
300200351_,2025-04-01,,,0.0,0.0,
300200351_,2025-05-01,,,0.0,0.0,
300200351_,2025-06-01,,,0.0,0.0,
300200351_,2025-07-01,,,0.0,0.0,
300200351_,2025-08-01,,,0.0,0.0,
300200351_,2025-09-01,,,0.0,0.0,
300200351_,2025-10-01,,,0.0,0.0,
300200351_,2025-11-01,,,0.0,0.0,
300200351_,2025-12-01,,,0.0,0.0,
300200351_,2026-01-01,,,0.0,0.0,
300200351_,2026-02-01,,,0.0,0.0,
300200351_,2026-03-01,,,0.0,0.0,
300200351_,2026-04-01,,,0.0,0.0,
300200351_,2026-05-01,,,0.0,0.0,
300200351_,2026-06-01,,,0.0,0.0,
300200351_,2026-07-01,,,0.0,0.0,
300200351_,2026-08-01,,,0.0,0.0,
300200351_,2026-09-01,,,0.0,0.0,
300200352_,2024-01-01,,,0.0,0.0,
300200352_,2024-02-01,,,0.0,0.0,
300200352_,2024-03-01,,,0.0,0.0,
300200352_,2024-04-01,,,0.0,0.0,
300200352_,2024-05-01,1.0,1.0,0.0,0.0,1.0
300200352_,2024-06-01,,,0.0,0.0,
300200352_,2024-07-01,,,0.0,0.0,
300200352_,2024-08-01,,,0.0,0.0,
300200352_,2024-09-01,,,0.0,0.0,
300200352_,2024-10-01,,,0.0,0.0,
300200352_,2024-11-01,,,0.0,0.0,
300200352_,2024-12-01,,,0.0,0.0,
300200352_,2025-01-01,,,0.0,0.0,
300200352_,2025-02-01,,,0.0,0.0,
300200352_,2025-03-01,,,0.0,0.0,
300200352_,2025-04-01,,,0.0,0.0,
300200352_,2025-05-01,,,0.0,0.0,
300200352_,2025-06-01,,,0.0,0.0,
300200352_,2025-07-01,1.0,1.0,0.0,0.0,1.0
300200352_,2025-08-01,,,0.0,0.0,
300200352_,2025-09-01,,,0.0,0.0,
300200352_,2025-10-01,,,0.0,0.0,
300200352_,2025-11-01,,,0.0,0.0,
300200352_,2025-12-01,,,0.0,0.0,
300200352_,2026-01-01,,,0.0,0.0,
300200352_,2026-02-01,,,0.0,0.0,
300200352_,2026-03-01,,,0.0,0.0,
300200352_,2026-04-01,,,0.0,0.0,
300200352_,2026-05-01,,,0.0,0.0,
300200352_,2026-06-01,,,0.0,0.0,
300200352_,2026-07-01,,,0.0,0.0,
300200352_,2026-08-01,,,0.0,0.0,
300200352_,2026-09-01,,,0.0,0.0,
300200362_,2024-01-01,,,0.0,0.0,
300200362_,2024-02-01,,,0.0,0.0,
300200362_,2024-03-01,,,0.0,0.0,
300200362_,2024-04-01,,,0.0,0.0,
300200362_,2024-05-01,,,0.0,0.0,
300200362_,2024-06-01,,,0.0,0.0,
300200362_,2024-07-01,,,0.0,0.0,
300200362_,2024-08-01,,,0.0,0.0,
300200362_,2024-09-01,,,0.0,0.0,
300200362_,2024-10-01,,,0.0,0.0,
300200362_,2024-11-01,,,0.0,0.0,
300200362_,2024-12-01,,,0.0,0.0,
300200362_,2025-01-01,,,0.0,0.0,
300200362_,2025-02-01,,,0.0,0.0,
300200362_,2025-03-01,,,0.0,0.0,
300200362_,2025-04-01,,,0.0,0.0,
300200362_,2025-05-01,,,0.0,0.0,
300200362_,2025-06-01,,,0.0,0.0,
300200362_,2025-07-01,,,0.0,0.0,
300200362_,2025-08-01,,,0.0,0.0,
300200362_,2025-09-01,,,0.0,0.0,
300200362_,2025-10-01,,,0.0,0.0,
300200362_,2025-11-01,,,0.0,0.0,
300200362_,2025-12-01,,,0.0,0.0,
300200362_,2026-01-01,,,0.0,0.0,
300200362_,2026-02-01,,,0.0,0.0,
300200362_,2026-03-01,,,0.0,0.0,
300200362_,2026-04-01,,,0.0,0.0,
300200362_,2026-05-01,,,0.0,0.0,
300200362_,2026-06-01,,,0.0,0.0,
300200362_,2026-07-01,,,0.0,0.0,
300200362_,2026-08-01,,,0.0,0.0,
300200362_,2026-09-01,,,0.0,0.0,
300200363_,2024-01-01,,,0.0,0.0,
300200363_,2024-02-01,,,0.0,0.0,
300200363_,2024-03-01,20.0,20.0,0.0,0.0,20.0
300200363_,2024-04-01,-4.0,,0.0,0.0,-4.0
300200363_,2024-05-01,22.0,22.0,0.0,0.0,22.0
300200363_,2024-06-01,11.0,11.0,0.0,0.0,11.0
300200363_,2024-07-01,7.0,7.0,0.0,0.0,7.0
300200363_,2024-08-01,13.0,13.0,0.0,0.0,13.0
300200363_,2024-09-01,14.0,14.0,0.0,0.0,14.0
300200363_,2024-10-01,14.0,14.0,0.0,0.0,14.0
300200363_,2024-11-01,13.0,13.0,0.0,0.0,13.0
300200363_,2024-12-01,-2.0,,0.0,0.0,-2.0
300200363_,2025-01-01,,,0.0,0.0,
300200363_,2025-02-01,2.0,2.0,0.0,0.0,2.0
300200363_,2025-03-01,12.0,12.0,0.0,0.0,12.0
300200363_,2025-04-01,1.0,1.0,0.0,0.0,1.0
300200363_,2025-05-01,1.0,1.0,0.0,0.0,1.0
300200363_,2025-06-01,11.0,11.0,0.0,0.0,11.0
300200363_,2025-07-01,,,0.0,0.0,
300200363_,2025-08-01,,,0.0,0.0,
300200363_,2025-09-01,,,0.0,0.0,
300200363_,2025-10-01,10.0,10.0,0.0,0.0,10.0
300200363_,2025-11-01,,,0.0,0.0,
300200363_,2025-12-01,,,0.0,0.0,
300200363_,2026-01-01,1.0,1.0,0.0,0.0,1.0
300200363_,2026-02-01,1.0,1.0,0.0,0.0,1.0
300200363_,2026-03-01,,,0.0,0.0,
300200363_,2026-04-01,2.0,2.0,0.0,0.0,2.0
300200363_,2026-05-01,2.0,2.0,0.0,0.0,2.0
300200363_,2026-06-01,3.0,3.0,0.0,0.0,3.0
300200363_,2026-07-01,,,0.0,0.0,
300200363_,2026-08-01,1.0,1.0,0.0,0.0,1.0
300200363_,2026-09-01,1.0,,0.0,0.0,1.0
300200364_,2024-01-01,,,0.0,0.0,
300200364_,2024-02-01,,,0.0,0.0,
300200364_,2024-03-01,,,0.0,0.0,
300200364_,2024-04-01,3.0,3.0,0.0,0.0,3.0
300200364_,2024-05-01,30.0,30.0,0.0,0.0,30.0
300200364_,2024-06-01,34.0,34.0,0.0,0.0,34.0
300200364_,2024-07-01,115.0,115.0,0.0,0.0,115.0
300200364_,2024-08-01,34.0,34.0,0.0,0.0,34.0
300200364_,2024-09-01,123.0,123.0,0.0,0.0,123.0
300200364_,2024-10-01,25.0,25.0,0.0,0.0,25.0
300200364_,2024-11-01,26.0,26.0,0.0,0.0,26.0
300200364_,2024-12-01,71.0,71.0,0.0,0.0,71.0
300200364_,2025-01-01,33.0,33.0,0.0,0.0,33.0
300200364_,2025-02-01,7.0,7.0,0.0,0.0,7.0
300200364_,2025-03-01,32.0,32.0,0.0,0.0,32.0
300200364_,2025-04-01,23.0,23.0,0.0,0.0,23.0
300200364_,2025-05-01,,,0.0,0.0,
300200364_,2025-06-01,72.0,72.0,0.0,0.0,72.0
300200364_,2025-07-01,76.0,76.0,0.0,0.0,76.0
300200364_,2025-08-01,67.0,67.0,0.0,0.0,67.0
300200364_,2025-09-01,37.0,37.0,0.0,0.0,37.0
300200364_,2025-10-01,,,0.0,0.0,
300200364_,2025-11-01,39.0,39.0,0.0,0.0,39.0
300200364_,2025-12-01,3.0,3.0,0.0,0.0,3.0
300200364_,2026-01-01,6.0,6.0,0.0,0.0,6.0
300200364_,2026-02-01,,,0.0,0.0,
300200364_,2026-03-01,,,0.0,0.0,
300200364_,2026-04-01,29.0,29.0,0.0,0.0,29.0
300200364_,2026-05-01,,,0.0,0.0,
300200364_,2026-06-01,,,0.0,0.0,
300200364_,2026-07-01,,,0.0,0.0,
300200364_,2026-08-01,,,0.0,0.0,
300200364_,2026-09-01,,,0.0,0.0,
300200365_,2024-01-01,,,0.0,0.0,
300200365_,2024-02-01,185.0,185.0,0.0,0.0,185.0
300200365_,2024-03-01,623.0,623.0,0.0,0.0,623.0
300200365_,2024-04-01,680.0,680.0,0.0,0.0,680.0
300200365_,2024-05-01,729.0,729.0,0.0,0.0,729.0
300200365_,2024-06-01,482.0,482.0,0.0,0.0,482.0
300200365_,2024-07-01,596.0,596.0,0.0,0.0,596.0
300200365_,2024-08-01,532.0,532.0,0.0,0.0,532.0
300200365_,2024-09-01,407.0,407.0,0.0,0.0,407.0
300200365_,2024-10-01,182.0,182.0,0.0,0.0,182.0
300200365_,2024-11-01,779.0,779.0,0.0,0.0,779.0
300200365_,2024-12-01,355.0,355.0,0.0,0.0,355.0
300200365_,2025-01-01,130.0,130.0,0.0,0.0,130.0
300200365_,2025-02-01,424.0,424.0,0.0,0.0,424.0
300200365_,2025-03-01,654.0,654.0,0.0,0.0,654.0
300200365_,2025-04-01,452.0,452.0,0.0,0.0,452.0
300200365_,2025-05-01,360.0,360.0,0.0,0.0,360.0
300200365_,2025-06-01,480.0,480.0,0.0,0.0,480.0
300200365_,2025-07-01,329.0,329.0,0.0,0.0,329.0
300200365_,2025-08-01,72.0,72.0,0.0,0.0,72.0
300200365_,2025-09-01,194.0,194.0,0.0,0.0,194.0
300200365_,2025-10-01,287.0,287.0,0.0,0.0,287.0
300200365_,2025-11-01,79.0,79.0,0.0,0.0,79.0
300200365_,2025-12-01,171.0,171.0,0.0,0.0,171.0
300200365_,2026-01-01,130.0,130.0,0.0,0.0,130.0
300200365_,2026-02-01,72.0,72.0,0.0,0.0,72.0
300200365_,2026-03-01,194.0,194.0,290.0,0.0,194.0
300200365_,2026-04-01,117.0,117.0,0.0,0.0,117.0
300200365_,2026-05-01,137.0,137.0,0.0,0.0,137.0
300200365_,2026-06-01,424.0,424.0,0.0,0.0,424.0
300200365_,2026-07-01,152.0,152.0,0.0,0.0,152.0
300200365_,2026-08-01,176.0,176.0,0.0,0.0,176.0
300200365_,2026-09-01,109.0,,0.0,0.0,109.0
300200366_,2024-01-01,,,0.0,0.0,
300200366_,2024-02-01,20.0,20.0,0.0,0.0,20.0
300200366_,2024-03-01,30.0,30.0,0.0,0.0,30.0
300200366_,2024-04-01,,,0.0,0.0,
300200366_,2024-05-01,50.0,50.0,0.0,0.0,50.0
300200366_,2024-06-01,38.0,38.0,0.0,0.0,38.0
