sku,observed_months,seasonality_status,level_qty,anchor_month_index,slope_12,slope_6,stable_trend_per_month,trend_status,latest_observed_month,level_window,leave_one_out_sign_share
300200369_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200370_,17,insufficient_history,2.0,24319.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200371_,30,insufficient_history,21.666666666666668,24318.0,0.20629370629370622,3.1142857142857143,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.8333333333333334
300200372_,26,insufficient_history,15.0,24318.0,-1.192241379310345,-2.6,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.8888888888888888
300200373_,26,insufficient_history,29.5,24317.5,1.7868303571428572,-2.4,0.0,unstable_trend_disabled,2026-07-01,3_calendar_months,1.0
300200374_,22,insufficient_history,26.5,24318.5,-1.0580645161290323,0.2,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.75
300200375_,30,estimated_from_past,26.968507840544234,24318.0,-0.029532921256517155,-0.90602098037864,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.6666666666666666
300200376_,32,estimated_from_past,122.04405094883681,24318.0,1.8754357541277877,-0.938230213418713,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
300200377_,32,estimated_from_past,47.64433897486024,24318.0,-2.9730566526449644,-1.110522115018992,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200378_,32,estimated_from_past,13.101725426424847,24318.0,-0.39959932190881475,-1.2204032018170867,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
300200379_,31,estimated_from_past,4.864095195862931,24318.0,-0.46263133930161116,-0.8209218547097362,-0.46263133930161116,stable,2026-08-01,3_calendar_months,1.0
300200380_,21,insufficient_history,1.0,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-07-01,3_calendar_months,
300200404_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200410_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200412_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200413_,31,estimated_from_past,13.365873100423903,24318.0,0.23178941671104092,0.050076806413109,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
300200417_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200418_,11,insufficient_history,7.0,24301.909090909092,0.0,0.0,0.0,insufficient_recent_history,2026-01-01,all_known_history_stale,
300200419_,2,insufficient_history,,,0.0,0.0,0.0,insufficient_history,2025-10-01,none,
300200420_,18,insufficient_history,20.0,24317.0,0.0,0.0,0.0,insufficient_recent_history,2026-06-01,3_calendar_months,
300200421_,25,insufficient_history,9.0,24317.0,0.0728476821192053,1.1,0.0,unstable_trend_disabled,2026-06-01,3_calendar_months,0.75
300200422_,17,insufficient_history,12.0,24317.5,0.0,0.0,0.0,insufficient_recent_history,2026-07-01,3_calendar_months,
300200423_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200424_,17,insufficient_history,1.0,24315.5,0.0,0.0,0.0,insufficient_recent_history,2026-05-01,6_calendar_months,
300200425_,5,insufficient_history,1.0,24315.0,0.0,0.0,0.0,insufficient_recent_history,2026-04-01,6_calendar_months,
300200426_,6,insufficient_history,2.6666666666666665,24297.333333333332,0.0,0.0,0.0,insufficient_recent_history,2025-07-01,all_known_history_stale,
300200427_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200428_,32,estimated_from_past,196.3049381720563,24318.0,-28.30672571524395,-29.76021727735275,-19.630493817205632,stable_capped,2026-08-01,3_calendar_months,1.0
300200429_,28,insufficient_history,19.5,24317.5,-1.8693181818181823,-0.11428571428571428,0.0,unstable_trend_disabled,2026-07-01,3_calendar_months,0.9
300200430_,31,insufficient_history,27.0,24318.0,-2.339160839160839,2.657142857142857,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200431_,30,insufficient_history,14.333333333333334,24318.0,-3.691666666666667,-0.6571428571428571,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200432_,31,insufficient_history,11.333333333333334,24318.0,-1.776223776223776,1.7142857142857142,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200433_,30,estimated_from_past,2.42162197750797,24318.0,-1.106567346324449,-1.5040259115750017,-0.24216219775079703,stable_capped,2026-08-01,3_calendar_months,1.0
300200434_,20,insufficient_history,14.0,24317.0,0.0,0.0,0.0,insufficient_recent_history,2026-06-01,3_calendar_months,
300200435_,32,estimated_from_past,90.12928221740242,24318.0,-18.433559289763718,-42.08140769694272,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200436_,31,estimated_from_past,19.23799645671276,24317.5,-3.9552582798506135,-15.714057697798657,0.0,unstable_trend_disabled,2026-07-01,3_calendar_months,1.0
300200437_,32,estimated_from_past,40.91997713743293,24318.0,-4.114961041932722,-6.437720816613286,-4.091997713743293,stable_capped,2026-08-01,3_calendar_months,1.0
300200438_,32,estimated_from_past,20.36347374872781,24318.0,-3.3482703073688023,-4.161054973997287,-2.036347374872781,stable_capped,2026-08-01,3_calendar_months,1.0
300200439_,28,insufficient_history,7.333333333333333,24318.0,-0.20066889632107024,-1.3378378378378375,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9
300200440_,29,insufficient_history,19.0,24317.5,-2.190909090909091,2.4,0.0,unstable_trend_disabled,2026-07-01,3_calendar_months,1.0
300200441_,15,insufficient_history,1.5,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200442_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200443_,22,insufficient_history,39.0,24315.0,0.0,0.0,0.0,insufficient_recent_history,2026-04-01,6_calendar_months,
300200444_,15,insufficient_history,10.0,24315.0,0.0,0.0,0.0,insufficient_recent_history,2026-04-01,6_calendar_months,
300200445_,22,insufficient_history,2.0,24317.5,0.0,0.0,0.0,insufficient_recent_history,2026-07-01,3_calendar_months,
300200446_,23,insufficient_history,4.0,24317.0,0.0,0.0,0.0,insufficient_recent_history,2026-06-01,3_calendar_months,
300200447_,1,insufficient_history,,,0.0,0.0,0.0,insufficient_history,2026-01-01,none,
300200448_,11,insufficient_history,1.0,24317.0,0.0,0.0,0.0,insufficient_recent_history,2026-06-01,3_calendar_months,
300200449_,21,insufficient_history,4.0,24317.0,0.0,0.0,0.0,insufficient_recent_history,2026-06-01,3_calendar_months,
300200450_,8,insufficient_history,1.0,24315.0,0.0,0.0,0.0,insufficient_recent_history,2026-04-01,6_calendar_months,
300200451_,5,insufficient_history,6.4,24296.6,0.0,0.0,0.0,insufficient_recent_history,2025-09-01,all_known_history_stale,
300200452_,9,insufficient_history,1.0,24317.0,0.0,0.0,0.0,insufficient_recent_history,2026-06-01,3_calendar_months,
300200454_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200456_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200458_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200459_,31,estimated_from_past,34.05388619957437,24318.0,-5.77771807731868,-7.725950215419855,-3.4053886199574372,stable_capped,2026-08-01,3_calendar_months,1.0
300200460_,32,estimated_from_past,28.86156486289509,24318.0,-5.816945986176268,-3.6324877837456433,-2.8861564862895093,stable_capped,2026-08-01,3_calendar_months,1.0
300200461_,31,estimated_from_past,18.091834099874628,24318.0,-0.6396196343753642,-1.0749068675129219,-0.6396196343753642,stable,2026-08-01,3_calendar_months,1.0
300200462_,32,estimated_from_past,50.84868926374162,24318.0,-3.475555543010491,-1.8762074219486151,-3.475555543010491,stable,2026-08-01,3_calendar_months,1.0
300200463_,32,estimated_from_past,649.3307021296484,24318.0,-26.160096649828226,6.740274837587243,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200464_,32,estimated_from_past,340.26651786923685,24318.0,-12.482159269132492,-17.36383782273224,-12.482159269132492,stable,2026-08-01,3_calendar_months,1.0
300200465_,32,estimated_from_past,166.27290193341318,24318.0,-2.297571624903295,-4.2167938746998725,-2.297571624903295,stable,2026-08-01,3_calendar_months,1.0
300200466_,32,estimated_from_past,127.41589492544249,24318.0,3.1439249213613594,24.001068903863494,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
300200467_,31,estimated_from_past,22.67270638633147,24318.0,0.9805017113358715,0.7997322104035934,0.9805017113358715,stable,2026-08-01,3_calendar_months,1.0
300200468_,31,estimated_from_past,60.28788017316261,24318.0,-0.5517078279149532,6.821128083075073,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.75
300200469_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200470_,11,insufficient_history,7.636363636363637,24298.636363636364,0.0,0.0,0.0,insufficient_recent_history,2026-01-01,all_known_history_stale,
300200471_,30,estimated_from_past,10.744865702517355,24318.5,0.03026858422875053,1.7857229203654668,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.5
300200472_,32,estimated_from_past,62.556320162204855,24318.0,0.45668244611900655,-5.045920770212769,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.75
300200473_,3,insufficient_history,2.6666666666666665,24298.333333333332,0.0,0.0,0.0,insufficient_recent_history,2025-01-01,all_known_history_stale,
300200474_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200495_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200496_,16,insufficient_history,25.333333333333332,24318.0,1.6820365033621518,-7.0285714285714285,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200497_,1,insufficient_history,,,0.0,0.0,0.0,insufficient_history,2026-08-01,none,
300200498_,32,estimated_from_past,106.8499239285281,24318.0,-3.927321383809526,5.6195197534553065,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200511_,12,insufficient_history,4.0,24319.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200515_,31,estimated_from_past,86.95232895423317,24318.0,-1.8481558379580234,-3.3966526415562472,-1.8481558379580234,stable,2026-08-01,3_calendar_months,1.0
300200516_,32,estimated_from_past,35.292104450574406,24318.0,-3.0413158563177767,0.5922759673944963,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200517_,7,insufficient_history,7.857142857142857,24299.285714285714,0.0,0.0,0.0,insufficient_recent_history,2025-10-01,all_known_history_stale,
300200518_,30,insufficient_history,16.666666666666668,24318.0,-0.7202797202797203,-6.7714285714285705,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
300200519_,32,estimated_from_past,43.40942414942173,24318.0,-2.6127755227850513,-2.206856995830189,-2.6127755227850513,stable,2026-08-01,3_calendar_months,1.0
300200520_,30,estimated_from_past,76.58012959146905,24318.0,-15.255702080736164,-3.7717874949547197,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200521_,26,insufficient_history,7.0,24317.5,-0.5037878787878788,-2.1142857142857143,0.0,unstable_trend_disabled,2026-07-01,3_calendar_months,0.8
300200522_,2,insufficient_history,,,0.0,0.0,0.0,insufficient_history,2025-10-01,none,
300200523_,32,estimated_from_past,5.861572440121829,24318.0,-0.5363393587548658,-0.7773877323236241,-0.5363393587548658,stable,2026-08-01,3_calendar_months,1.0
300200524_,8,insufficient_history,3.0,24319.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200525_,16,insufficient_history,1.5,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200526_,29,estimated_from_past,9.466619323865887,24318.0,-0.5058827872879942,-0.5179183239507547,-0.5058827872879942,stable,2026-08-01,3_calendar_months,1.0
300200527_,21,insufficient_history,3.0,24318.5,-1.6745098039215687,0.4,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200528_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200529_,12,insufficient_history,1.0,24314.0,0.0,0.0,0.0,insufficient_recent_history,2026-03-01,6_calendar_months,
300200530_,15,insufficient_history,5.0,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-07-01,3_calendar_months,
300200531_,24,insufficient_history,2.0,24318.0,-1.893939393939394,-1.9428571428571428,-0.2,stable_capped,2026-08-01,3_calendar_months,1.0
300200532_,11,insufficient_history,1.0,24318.5,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200533_,13,insufficient_history,1.0,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-07-01,3_calendar_months,
300200534_,17,insufficient_history,3.0,24319.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200535_,4,insufficient_history,4.75,24300.5,0.0,0.0,0.0,insufficient_recent_history,2025-09-01,all_known_history_stale,
300200536_,30,estimated_from_past,58.19800689003281,24318.0,-6.030975304644931,1.7618669568687055,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200537_,30,estimated_from_past,21.673004990883044,24318.0,-1.5673730464914293,-1.0475099883672983,-1.5673730464914293,stable,2026-08-01,3_calendar_months,1.0
300200538_,31,estimated_from_past,8.976556343812026,24318.0,-0.44669321301376924,-0.0568899138329414,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200539_,28,estimated_from_past,6.870456887545842,24318.5,-0.08330596906361847,-1.602072594084608,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.5
300200540_,18,insufficient_history,2.5,24318.5,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200541_,16,insufficient_history,1.0,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-07-01,3_calendar_months,
300200542_,32,estimated_from_past,626.5203154366383,24318.0,2.798129939662279,54.3533072196205,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.8333333333333334
300200543_,32,estimated_from_past,62.4636308039857,24318.0,1.4463960734690628,0.39655142870692606,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200544_,20,insufficient_history,12.0,24317.5,0.0,0.0,0.0,insufficient_recent_history,2026-07-01,3_calendar_months,
300200545_,31,estimated_from_past,20.955395993116387,24318.0,-0.6060243907499251,2.6235096611701465,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200546_,19,insufficient_history,2.5,24317.5,0.0,0.0,0.0,insufficient_recent_history,2026-07-01,3_calendar_months,
300200547_,31,estimated_from_past,9.272871723630766,24318.0,0.5265776443934228,2.0103458532424963,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200548_,32,estimated_from_past,26.0853179478291,24318.0,0.28266180267572155,-5.3036100228662475,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.8333333333333334
300200549_,32,estimated_from_past,24.75741384703538,24318.0,-0.2975871565378012,-0.6920235715746834,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.8333333333333334
300200550_,4,insufficient_history,2.0,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200551_,28,insufficient_history,5.0,24318.0,-0.8603202846975089,0.2571428571428571,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200552_,30,insufficient_history,24.666666666666668,24318.0,1.8809831824062102,3.6285714285714286,1.8809831824062102,stable,2026-08-01,3_calendar_months,1.0
300200553_,32,estimated_from_past,41.09304699353569,24318.0,0.9402568484586392,1.7394791274248336,0.9402568484586392,stable,2026-08-01,3_calendar_months,1.0
300200554_,19,insufficient_history,2.5,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200555_,25,insufficient_history,21.5,24318.0,1.9929435483870965,1.0000000000000002,1.9929435483870965,stable,2026-08-01,3_calendar_months,1.0
300200556_,27,estimated_from_past,3.8003299097638585,24318.0,-0.046030705678186026,0.533225587321885,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.8888888888888888
300200557_,10,insufficient_history,1.5,24315.5,0.0,0.0,0.0,insufficient_recent_history,2026-05-01,6_calendar_months,
300200558_,32,estimated_from_past,339.5647806635921,24318.0,1.0953156064378344,9.604573306555965,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.6666666666666666
300200559_,32,estimated_from_past,179.09186749715104,24318.0,-2.270970145232654,3.2094937604396403,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
300200560_,32,estimated_from_past,61.52716574658405,24318.0,-1.7705065528791928,3.3519126742310554,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200561_,31,estimated_from_past,20.769570733900466,24318.0,-0.9914891586933613,1.595117326907691,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200562_,27,insufficient_history,4.0,24318.0,-0.14469453376205785,1.8,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.7777777777777778
300200563_,32,estimated_from_past,36.106702936600804,24318.0,1.5982284614342441,4.290412759151744,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200564_,32,estimated_from_past,59.40724306877937,24318.0,-7.682047582285255,6.099750980990106,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200565_,29,insufficient_history,13.333333333333334,24318.0,0.5979020979020979,2.1714285714285717,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
300200566_,11,insufficient_history,5.636363636363637,24294.454545454544,0.0,0.0,0.0,insufficient_recent_history,2025-08-01,all_known_history_stale,
300200567_,26,insufficient_history,8.0,24318.5,-0.13802083333333334,0.34883720930232553,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.8888888888888888
300200568_,8,insufficient_history,7.25,24295.0,0.0,0.0,0.0,insufficient_recent_history,2025-12-01,all_known_history_stale,
300200569_,14,insufficient_history,2.0,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-07-01,3_calendar_months,
300200570_,29,insufficient_history,1.5,24318.0,0.09999999999999999,-0.054054054054054085,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.7272727272727273
300200571_,25,insufficient_history,7.0,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-07-01,3_calendar_months,
300200572_,2,insufficient_history,,,0.0,0.0,0.0,insufficient_history,2026-07-01,none,
300200573_,9,insufficient_history,1.0,24319.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200574_,19,insufficient_history,5.0,24319.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200575_,22,insufficient_history,5.0,24317.0,-0.4257095158597663,-8.1,0.0,unstable_trend_disabled,2026-06-01,3_calendar_months,0.75
300200576_,26,insufficient_history,20.0,24318.0,0.6471861471861474,-1.0540540540540542,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9
300200577_,11,insufficient_history,3.6363636363636362,24297.090909090908,0.0,0.0,0.0,insufficient_recent_history,2025-11-01,all_known_history_stale,
300200578_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200579_,31,estimated_from_past,36.944111134043546,24318.0,-3.8659833415742986,7.799221395843719,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200580_,30,estimated_from_past,18.31716277598959,24318.0,-0.9402157526820201,-6.38820258004084,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9
300200581_,31,estimated_from_past,5.411867321379784,24317.5,-0.2532120940882466,-2.8804481105947364,0.0,unstable_trend_disabled,2026-07-01,3_calendar_months,0.9090909090909091
300200582_,28,insufficient_history,1.0,24318.0,-0.6977443609022557,-0.5270270270270271,-0.1,stable_capped,2026-08-01,3_calendar_months,1.0
300200583_,17,insufficient_history,2.0,24317.0,0.0,0.0,0.0,insufficient_recent_history,2026-06-01,3_calendar_months,
300200584_,20,insufficient_history,2.0,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200586_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200588_,30,estimated_from_past,66.90077957874364,24317.5,-4.838600289710447,4.763898948553861,0.0,unstable_trend_disabled,2026-07-01,3_calendar_months,1.0
300200589_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200590_,27,insufficient_history,13.0,24318.0,-2.0602928509905256,-4.244186046511628,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200591_,29,insufficient_history,5.333333333333333,24318.0,-0.8199233716475097,-0.4418604651162792,-0.5333333333333333,stable_capped,2026-08-01,3_calendar_months,1.0
300200592_,30,estimated_from_past,69.17735944056439,24318.0,-2.550786377533995,-10.894767053106543,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200593_,28,estimated_from_past,71.72620876208207,24318.0,0.973840807890523,0.8563124232049883,0.973840807890523,stable,2026-08-01,3_calendar_months,0.9166666666666666
300200594_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200595_,23,insufficient_history,12.5,24318.5,-1.6627634660421546,2.4418604651162785,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200622_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200623_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200624_,23,insufficient_history,67.0,24319.0,1.2788461538461537,9.214285714285714,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.8888888888888888
300200627_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200632_,29,insufficient_history,68.5,24318.0,2.4583333333333335,15.142857142857142,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9
300200635_,0,insufficient_history,,,0.0,0.0,0.0,insufficient_history,,none,
300200700_,31,estimated_from_past,84.2433070349369,24318.0,-1.9217047302616586,4.190028836363151,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
300200704_,24,insufficient_history,7.0,24318.0,-1.5313807531380754,-18.9,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200718_,31,estimated_from_past,279.71367516696574,24318.0,-1.1933870493410523,-13.746523337365991,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.75
300200719_,21,insufficient_history,18.0,24317.0,0.0,0.0,0.0,insufficient_recent_history,2026-06-01,3_calendar_months,
300200720_,29,estimated_from_past,41.617940630485144,24318.0,0.32732742894248895,7.209220287442695,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.7
300200721_,15,insufficient_history,3.5,24318.0,-0.48148148148148145,-1.3918918918918919,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200722_,28,insufficient_history,26.666666666666668,24318.0,0.849731663685152,9.885714285714286,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.8888888888888888
300200723_,9,insufficient_history,3.5,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200724_,24,insufficient_history,4.0,24318.0,0.3348783314020857,0.0540540540540541,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200725_,31,insufficient_history,17.0,24318.0,1.2987377279102383,2.285714285714286,1.2987377279102383,stable,2026-08-01,3_calendar_months,1.0
300200726_,31,estimated_from_past,32.8199720340521,24318.0,1.0428876195642327,5.66581150580109,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9090909090909091
300200727_,1,insufficient_history,,,0.0,0.0,0.0,insufficient_history,2025-06-01,none,
300200728_,22,insufficient_history,5.666666666666667,24318.0,0.14163498098859315,0.6,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200729_,29,insufficient_history,26.0,24318.0,-1.013986013986014,1.5142857142857142,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
300200730_,30,estimated_from_past,19.162131747783903,24318.0,0.10540735758643247,0.7280117454306242,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.8333333333333334
300200731_,15,insufficient_history,2.0,24319.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200732_,22,insufficient_history,9.333333333333334,24318.0,-0.31909547738693467,-0.3953488372093023,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.75
300200733_,21,insufficient_history,1.5,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200734_,7,insufficient_history,1.0,24317.0,0.0,0.0,0.0,insufficient_recent_history,2026-06-01,3_calendar_months,
300200735_,32,estimated_from_past,208.36252918671752,24318.0,4.618978095516019,11.199057146668428,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
300200736_,32,estimated_from_past,70.44386823386576,24318.0,-2.343157506132341,-4.562625706130618,-2.343157506132341,stable,2026-08-01,3_calendar_months,1.0
300200737_,31,estimated_from_past,36.53040363832943,24318.0,0.8879529578574293,-1.238881753516078,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200738_,31,insufficient_history,17.333333333333332,24318.0,0.9431977559607292,1.3142857142857143,0.9431977559607292,stable,2026-08-01,3_calendar_months,1.0
300200739_,25,insufficient_history,1.0,24318.0,0.0,0.0,0.0,insufficient_recent_history,2026-07-01,3_calendar_months,
300200740_,30,estimated_from_past,11.728307626425575,24318.0,-0.06907786031979056,0.24250610011227092,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.8333333333333334
300200741_,30,estimated_from_past,42.03167550050764,24318.0,-0.7944308183348547,0.1720062839158946,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
300200742_,32,estimated_from_past,107.41451320631062,24318.0,-0.012133819908966588,16.1636888160925,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.4166666666666667
300200743_,29,estimated_from_past,22.55353028971688,24318.0,0.18227250356714525,1.9466746068533,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.75
300200744_,32,estimated_from_past,118.3368347307782,24318.0,4.854781288971544,0.6696173625148528,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200745_,32,estimated_from_past,67.778454463894,24318.0,-1.426053193579267,-1.2519262933659796,-1.426053193579267,stable,2026-08-01,3_calendar_months,0.9166666666666666
300200746_,32,estimated_from_past,120.26470892618126,24318.0,3.4661578969063935,1.5170253141313375,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200747_,19,insufficient_history,1.0,24319.0,0.0,0.0,0.0,insufficient_recent_history,2026-08-01,3_calendar_months,
300200748_,28,insufficient_history,4.0,24318.0,-0.34734799482535583,0.0,0.0,flat_or_unstable,2026-08-01,3_calendar_months,
300200749_,32,estimated_from_past,46.16063199126986,24318.0,-0.7713558881772248,1.2155648716596799,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
300200750_,32,estimated_from_past,14.351085168276649,24318.0,-0.6626521204769699,-0.3094073199143935,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200751_,32,estimated_from_past,125.28090342707566,24318.0,4.6387121182712825,8.455135125096092,4.6387121182712825,stable,2026-08-01,3_calendar_months,1.0
300200752_,32,estimated_from_past,69.10088869579745,24318.0,-1.3147899117663973,3.5847415578476687,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,1.0
300200753_,32,estimated_from_past,30.5270128369967,24318.0,-0.3615795573942319,0.3879107261523046,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9166666666666666
300200754_,27,insufficient_history,4.666666666666667,24318.0,-0.2771929824561403,0.8,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.9
300200755_,30,estimated_from_past,7.131702377836381,24318.0,-0.03506485451216254,-0.06763736034173878,0.0,unstable_trend_disabled,2026-08-01,3_calendar_months,0.75
