sku,unit,target_month,predicted_qty,level_qty,seasonal_factor,trend_per_month,months_from_level_anchor,trend_contribution_qty,deseasonalized_forecast,damping,status,warnings,model,supplier_id
300200551_,шт,2026-09-01,5.0,5.0,1.0,0.0,2.0,0.0,5.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200552_,шт,2026-09-01,24.666666666666668,24.666666666666668,1.0,0.0,2.0,0.0,24.666666666666668,0.0,forecast,neutral_seasonality_insufficient_evidence,decomposition,SYSTEME
300200553_,шт,2026-09-01,42.886978166067834,41.09304699353569,1.0436553457039666,0.0,2.0,0.0,41.09304699353569,0.0,forecast,,decomposition,SYSTEME
300200554_,шт,2026-09-01,2.5,2.5,1.0,0.0,2.0,0.0,2.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200555_,шт,2026-09-01,21.5,21.5,1.0,0.0,2.0,0.0,21.5,0.0,forecast,neutral_seasonality_insufficient_evidence,decomposition,SYSTEME
300200556_,шт,2026-09-01,3.5867422741838597,3.8003299097638585,0.9437976068784854,0.0,2.0,0.0,3.8003299097638585,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200557_,шт,2026-09-01,1.5,1.5,1.0,0.0,4.5,0.0,1.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;6_calendar_months,decomposition,SYSTEME
300200558_,шт,2026-09-01,346.4050713151636,339.5647806635921,1.0201442877503488,0.0,2.0,0.0,339.5647806635921,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200559_,шт,2026-09-01,203.49910777070028,179.09186749715104,1.1362833534243955,0.0,2.0,0.0,179.09186749715104,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200560_,шт,2026-09-01,73.60048197778399,61.52716574658405,1.196227407596298,0.0,2.0,0.0,61.52716574658405,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200561_,шт,2026-09-01,27.260855470266293,20.769570733900466,1.3125382233235392,0.0,2.0,0.0,20.769570733900466,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200562_,шт,2026-09-01,4.0,4.0,1.0,0.0,2.0,0.0,4.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200563_,шт,2026-09-01,34.925714279760065,36.106702936600804,0.9672917059496012,0.0,2.0,0.0,36.106702936600804,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200564_,шт,2026-09-01,64.5313235550032,59.40724306877937,1.0862534637450079,0.0,2.0,0.0,59.40724306877937,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200565_,шт,2026-09-01,13.333333333333334,13.333333333333334,1.0,0.0,2.0,0.0,13.333333333333334,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200566_,шт,2026-09-01,5.636363636363637,5.636363636363637,1.0,0.0,25.54545454545587,0.0,5.636363636363637,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200567_,шт,2026-09-01,8.0,8.0,1.0,0.0,1.5,0.0,8.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200568_,шт,2026-09-01,7.25,7.25,1.0,0.0,25.0,0.0,7.25,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200569_,шт,2026-09-01,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200570_,шт,2026-09-01,1.5,1.5,1.0,0.0,2.0,0.0,1.5,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200571_,шт,2026-09-01,7.0,7.0,1.0,0.0,2.0,0.0,7.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200572_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200573_,шт,2026-09-01,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200574_,шт,2026-09-01,5.0,5.0,1.0,0.0,1.0,0.0,5.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200575_,шт,2026-09-01,5.0,5.0,1.0,0.0,3.0,0.0,5.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200576_,шт,2026-09-01,20.0,20.0,1.0,0.0,2.0,0.0,20.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200577_,шт,2026-09-01,3.6363636363636362,3.6363636363636362,1.0,0.0,22.9090909090919,0.0,3.6363636363636362,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200578_,,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200579_,шт,2026-09-01,44.512543144809726,36.944111134043546,1.2048616620739852,0.0,2.0,0.0,36.944111134043546,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200580_,шт,2026-09-01,19.483220860855457,18.31716277598959,1.0636593177189184,0.0,2.0,0.0,18.31716277598959,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200581_,шт,2026-09-01,5.206704483776599,5.411867321379784,0.9620901944893065,0.0,2.5,0.0,5.411867321379784,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200582_,шт,2026-09-01,1.0,1.0,1.0,-0.0,2.0,-0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence,decomposition,SYSTEME
300200583_,шт,2026-09-01,2.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200584_,шт,2026-09-01,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200586_,,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200588_,шт,2026-09-01,70.07608936390159,66.90077957874364,1.0474629713607528,0.0,2.5,0.0,66.90077957874364,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200589_,,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200590_,шт,2026-09-01,13.0,13.0,1.0,0.0,2.0,0.0,13.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200591_,шт,2026-09-01,5.333333333333333,5.333333333333333,1.0,-0.0,2.0,-0.0,5.333333333333333,0.0,forecast,neutral_seasonality_insufficient_evidence,decomposition,SYSTEME
300200592_,шт,2026-09-01,78.53768980631921,69.17735944056439,1.1353091595494766,0.0,2.0,0.0,69.17735944056439,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200593_,шт,2026-09-01,86.26701871076955,71.72620876208207,1.2027265932445945,0.0,2.0,0.0,71.72620876208207,0.0,forecast,,decomposition,SYSTEME
300200594_,,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200595_,шт,2026-09-01,12.5,12.5,1.0,0.0,1.5,0.0,12.5,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200622_,,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200623_,,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200624_,шт,2026-09-01,67.0,67.0,1.0,0.0,1.0,0.0,67.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200627_,,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200632_,шт,2026-09-01,68.5,68.5,1.0,0.0,2.0,0.0,68.5,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200635_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200700_,шт,2026-09-01,78.76918043515447,84.2433070349369,0.9350200414436218,0.0,2.0,0.0,84.2433070349369,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200704_,шт,2026-09-01,7.0,7.0,1.0,0.0,2.0,0.0,7.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200718_,шт,2026-09-01,272.5717664957247,279.71367516696574,0.9744670736352883,0.0,2.0,0.0,279.71367516696574,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200719_,шт,2026-09-01,18.0,18.0,1.0,0.0,3.0,0.0,18.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200720_,шт,2026-09-01,33.0595190555847,41.617940630485144,0.7943573986303542,0.0,2.0,0.0,41.617940630485144,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200721_,шт,2026-09-01,3.5,3.5,1.0,0.0,2.0,0.0,3.5,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200722_,шт,2026-09-01,26.666666666666668,26.666666666666668,1.0,0.0,2.0,0.0,26.666666666666668,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200723_,шт,2026-09-01,3.5,3.5,1.0,0.0,2.0,0.0,3.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200724_,шт,2026-09-01,4.0,4.0,1.0,0.0,2.0,0.0,4.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200725_,шт,2026-09-01,17.0,17.0,1.0,0.0,2.0,0.0,17.0,0.0,forecast,neutral_seasonality_insufficient_evidence,decomposition,SYSTEME
300200726_,шт,2026-09-01,41.07559574978566,32.8199720340521,1.2515426797794955,0.0,2.0,0.0,32.8199720340521,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200727_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200728_,шт,2026-09-01,5.666666666666667,5.666666666666667,1.0,0.0,2.0,0.0,5.666666666666667,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200729_,шт,2026-09-01,26.0,26.0,1.0,0.0,2.0,0.0,26.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200730_,шт,2026-09-01,17.991104935351927,19.162131747783903,0.9388884896604781,0.0,2.0,0.0,19.162131747783903,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200731_,шт,2026-09-01,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200732_,шт,2026-09-01,9.333333333333334,9.333333333333334,1.0,0.0,2.0,0.0,9.333333333333334,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200733_,шт,2026-09-01,1.5,1.5,1.0,0.0,2.0,0.0,1.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200734_,шт,2026-09-01,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200735_,шт,2026-09-01,204.92754350253566,208.36252918671752,0.9835143790124389,0.0,2.0,0.0,208.36252918671752,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200736_,шт,2026-09-01,65.54531584493196,70.44386823386576,0.9304616212631717,-0.0,2.0,-0.0,70.44386823386576,0.0,forecast,,decomposition,SYSTEME
300200737_,шт,2026-09-01,37.615235108669786,36.53040363832943,1.029696673518332,0.0,2.0,0.0,36.53040363832943,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200738_,шт,2026-09-01,17.333333333333332,17.333333333333332,1.0,0.0,2.0,0.0,17.333333333333332,0.0,forecast,neutral_seasonality_insufficient_evidence,decomposition,SYSTEME
300200739_,шт,2026-09-01,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200740_,шт,2026-09-01,8.615287119223119,11.728307626425575,0.7345720621969046,0.0,2.0,0.0,11.728307626425575,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200741_,шт,2026-09-01,49.64776840573893,42.03167550050764,1.1811988890411782,0.0,2.0,0.0,42.03167550050764,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200742_,шт,2026-09-01,127.34366334584467,107.41451320631062,1.1855349854004944,0.0,2.0,0.0,107.41451320631062,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200743_,шт,2026-09-01,36.102889957404976,22.55353028971688,1.6007644698473584,0.0,2.0,0.0,22.55353028971688,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200744_,шт,2026-09-01,145.29779494924807,118.3368347307782,1.2278323590436344,0.0,2.0,0.0,118.3368347307782,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200745_,шт,2026-09-01,93.29512095989718,67.778454463894,1.3764716486652269,-0.0,2.0,-0.0,67.778454463894,0.0,forecast,,decomposition,SYSTEME
300200746_,шт,2026-09-01,110.2513868122889,120.26470892618126,0.916739314439795,0.0,2.0,0.0,120.26470892618126,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200747_,шт,2026-09-01,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200748_,шт,2026-09-01,4.0,4.0,1.0,0.0,2.0,0.0,4.0,0.0,forecast,neutral_seasonality_insufficient_evidence;flat_or_unstable,decomposition,SYSTEME
300200749_,шт,2026-09-01,43.203865028265824,46.16063199126986,0.9359461334159542,0.0,2.0,0.0,46.16063199126986,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200750_,шт,2026-09-01,16.311734098324585,14.351085168276649,1.1366202560334593,0.0,2.0,0.0,14.351085168276649,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200751_,шт,2026-09-01,122.11513512736619,125.28090342707566,0.9747306396018112,0.0,2.0,0.0,125.28090342707566,0.0,forecast,,decomposition,SYSTEME
300200752_,шт,2026-09-01,99.12584087101496,69.10088869579745,1.4345089150357564,0.0,2.0,0.0,69.10088869579745,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200753_,шт,2026-09-01,37.17384276279276,30.5270128369967,1.2177360084751085,0.0,2.0,0.0,30.5270128369967,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200754_,шт,2026-09-01,4.666666666666667,4.666666666666667,1.0,0.0,2.0,0.0,4.666666666666667,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200755_,шт,2026-09-01,10.172591005528323,7.131702377836381,1.4263902875619565,0.0,2.0,0.0,7.131702377836381,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200767_,шт,2026-09-01,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200771_,шт,2026-09-01,34.4508337794448,23.321283029673765,1.4772272063938294,0.0,2.0,0.0,23.321283029673765,0.0,forecast,,decomposition,SYSTEME
300200772_,шт,2026-09-01,7.0,7.0,1.0,0.0,2.0,0.0,7.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200773_,шт,2026-09-01,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200774_,шт,2026-09-01,1.5,1.5,1.0,0.0,2.0,0.0,1.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200775_,шт,2026-09-01,5.615384615384615,5.615384615384615,1.0,0.0,19.923076923078042,0.0,5.615384615384615,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200776_,шт,2026-09-01,5.0,5.0,1.0,0.0,1.0,0.0,5.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200777_,шт,2026-09-01,22.631552443949207,26.55589865694085,0.852223181610691,0.0,2.0,0.0,26.55589865694085,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200778_,шт,2026-09-01,9.333333333333334,9.333333333333334,1.0,0.0,2.0,0.0,9.333333333333334,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200779_,шт,2026-09-01,12.87395184370968,13.267943203097518,0.9703050161312224,-0.0,2.0,-0.0,13.267943203097518,0.0,forecast,,decomposition,SYSTEME
300200780_,,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200781_,шт,2026-09-01,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200782_,шт,2026-09-01,4.333333333333333,4.333333333333333,1.0,0.0,2.0,0.0,4.333333333333333,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200783_,шт,2026-09-01,5.0,5.0,1.0,0.0,1.0,0.0,5.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200784_,шт,2026-09-01,64.66666666666667,64.66666666666667,1.0,0.0,2.0,0.0,64.66666666666667,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200785_,шт,2026-09-01,6.0,6.0,1.0,0.0,1.5,0.0,6.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200786_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200787_,шт,2026-09-01,11.5,11.5,1.0,0.0,2.5,0.0,11.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200788_,шт,2026-09-01,10.0,10.0,1.0,0.0,1.0,0.0,10.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200789_,шт,2026-09-01,36.0,36.0,1.0,0.0,2.0,0.0,36.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200790_,шт,2026-09-01,6.0,6.0,1.0,0.0,1.5,0.0,6.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200791_,шт,2026-09-01,5.75,5.75,1.0,0.0,19.0,0.0,5.75,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200792_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200793_,шт,2026-09-01,8.6,8.6,1.0,0.0,21.599999999998545,0.0,8.6,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200794_,шт,2026-09-01,5.875,5.875,1.0,0.0,18.625,0.0,5.875,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200795_,шт,2026-09-01,34.0,34.0,1.0,0.0,1.5,0.0,34.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200796_,шт,2026-09-01,20.0,20.0,1.0,0.0,1.5,0.0,20.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200797_,шт,2026-09-01,5.0,5.0,1.0,0.0,2.0,0.0,5.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200798_,шт,2026-09-01,4.0,4.0,1.0,0.0,1.5,0.0,4.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200799_,шт,2026-09-01,2.0,2.0,1.0,0.0,1.5,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200800_,шт,2026-09-01,8.6,8.6,1.0,0.0,18.400000000001455,0.0,8.6,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200801_,шт,2026-09-01,10.0,10.0,1.0,0.0,2.0,0.0,10.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200802_,шт,2026-09-01,20.0,20.0,1.0,0.0,1.0,0.0,20.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200803_,шт,2026-09-01,5.5,5.5,1.0,0.0,2.5,0.0,5.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200804_,шт,2026-09-01,7.0,7.0,1.0,0.0,23.0,0.0,7.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200805_,шт,2026-09-01,7.0,7.0,1.0,0.0,2.0,0.0,7.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200806_,шт,2026-09-01,4.4,4.4,1.0,0.0,16.599999999998545,0.0,4.4,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200807_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200808_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200809_,шт,2026-09-01,1.75,1.75,1.0,0.0,19.0,0.0,1.75,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200810_,шт,2026-09-01,158.13563907897498,165.0610949866397,0.9580430754550291,0.0,2.0,0.0,165.0610949866397,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200811_,шт,2026-09-01,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200812_,шт,2026-09-01,36.0,36.0,1.0,0.0,2.0,0.0,36.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200813_,шт,2026-09-01,12.0,12.0,1.0,0.0,1.0,0.0,12.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200814_,шт,2026-09-01,22.580690160913942,23.91499344009083,0.9442064124951807,0.0,2.0,0.0,23.91499344009083,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200815_,шт,2026-09-01,11.666666666666666,11.666666666666666,1.0,0.0,19.0,0.0,11.666666666666666,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200816_,шт,2026-09-01,4.0,4.0,1.0,0.0,2.0,0.0,4.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200817_,шт,2026-09-01,10.5,10.5,1.0,0.0,1.5,0.0,10.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200818_,шт,2026-09-01,2.3333333333333335,2.3333333333333335,1.0,0.0,2.0,0.0,2.3333333333333335,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200819_,шт,2026-09-01,1.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;6_calendar_months,decomposition,SYSTEME
300200820_,шт,2026-09-01,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200821_,шт,2026-09-01,83.08720365939573,80.72867395982797,1.0292155139416932,0.0,2.0,0.0,80.72867395982797,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200822_,шт,2026-09-01,60.12844157017928,54.013099179375835,1.1132196167913746,0.0,2.0,0.0,54.013099179375835,0.0,forecast,unstable_trend_disabled,decomposition,SYSTEME
300200823_,шт,2026-09-01,15.0,15.0,1.0,0.0,2.0,0.0,15.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200824_,шт,2026-09-01,13.0,13.0,1.0,0.0,1.5,0.0,13.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200825_,шт,2026-09-01,1.5,1.5,1.0,0.0,1.5,0.0,1.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200826_,шт,2026-09-01,12.5,12.5,1.0,0.0,1.5,0.0,12.5,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200827_,шт,2026-09-01,5.2,5.2,1.0,0.0,18.599999999998545,0.0,5.2,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,decomposition,SYSTEME
300200828_,шт,2026-09-01,1.5,1.5,1.0,0.0,2.0,0.0,1.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200829_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200830_,шт,2026-09-01,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200831_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
300200832_,шт,2026-09-01,11.5,11.5,1.0,0.0,2.0,0.0,11.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200833_,шт,2026-09-01,17.666666666666668,17.666666666666668,1.0,0.0,2.0,0.0,17.666666666666668,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200834_,шт,2026-09-01,2.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;6_calendar_months,decomposition,SYSTEME
300200835_,шт,2026-09-01,15.666666666666666,15.666666666666666,1.0,0.0,2.0,0.0,15.666666666666666,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,decomposition,SYSTEME
300200836_,шт,2026-09-01,3.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,decomposition,SYSTEME
300200837_,шт,2026-09-01,,,1.0,0.0,,,,0.0,insufficient_history,,decomposition,SYSTEME
