sku,month_number,seasonal_factor,status,trained_before
020100158_,4,1.0183762231829605,estimated_from_past,2026-09-01
020100158_,5,1.0367235959902281,estimated_from_past,2026-09-01
020100158_,6,1.0656748108985363,estimated_from_past,2026-09-01
020100158_,7,0.9230991634896735,estimated_from_past,2026-09-01
020100158_,8,1.1580682445347121,estimated_from_past,2026-09-01
020100158_,9,1.2578606739659077,estimated_from_past,2026-09-01
020100158_,10,0.9139708062327903,estimated_from_past,2026-09-01
020100158_,11,0.99967950066422,estimated_from_past,2026-09-01
020100158_,12,1.0918127649130052,estimated_from_past,2026-09-01
020100159_,1,1.0,insufficient_history,2026-09-01
020100159_,2,1.0,insufficient_history,2026-09-01
020100159_,3,1.0,insufficient_history,2026-09-01
020100159_,4,1.0,insufficient_history,2026-09-01
020100159_,5,1.0,insufficient_history,2026-09-01
020100159_,6,1.0,insufficient_history,2026-09-01
020100159_,7,1.0,insufficient_history,2026-09-01
020100159_,8,1.0,insufficient_history,2026-09-01
020100159_,9,1.0,insufficient_history,2026-09-01
020100159_,10,1.0,insufficient_history,2026-09-01
020100159_,11,1.0,insufficient_history,2026-09-01
020100159_,12,1.0,insufficient_history,2026-09-01
020100160_,1,0.8775620580452596,estimated_from_past,2026-09-01
020100160_,2,0.881331945489566,estimated_from_past,2026-09-01
020100160_,3,0.9000920933751071,estimated_from_past,2026-09-01
020100160_,4,0.9493936010471445,estimated_from_past,2026-09-01
020100160_,5,0.9921613743356221,estimated_from_past,2026-09-01
020100160_,6,0.8807767717402875,estimated_from_past,2026-09-01
020100160_,7,1.2486767088646715,estimated_from_past,2026-09-01
020100160_,8,1.2985608660802015,estimated_from_past,2026-09-01
020100160_,9,0.9766714844323985,estimated_from_past,2026-09-01
020100160_,10,1.0212616567348478,estimated_from_past,2026-09-01
020100160_,11,0.9686173603440666,estimated_from_past,2026-09-01
020100160_,12,1.004894079510829,estimated_from_past,2026-09-01
020100161_,1,1.0,insufficient_history,2026-09-01
020100161_,2,1.0,insufficient_history,2026-09-01
020100161_,3,1.0,insufficient_history,2026-09-01
020100161_,4,1.0,insufficient_history,2026-09-01
020100161_,5,1.0,insufficient_history,2026-09-01
020100161_,6,1.0,insufficient_history,2026-09-01
020100161_,7,1.0,insufficient_history,2026-09-01
020100161_,8,1.0,insufficient_history,2026-09-01
020100161_,9,1.0,insufficient_history,2026-09-01
020100161_,10,1.0,insufficient_history,2026-09-01
020100161_,11,1.0,insufficient_history,2026-09-01
020100161_,12,1.0,insufficient_history,2026-09-01
020100162_,1,0.9706747974161916,estimated_from_past,2026-09-01
020100162_,2,0.9367383179149457,estimated_from_past,2026-09-01
020100162_,3,1.0287877096299796,estimated_from_past,2026-09-01
020100162_,4,0.8901091987974897,estimated_from_past,2026-09-01
020100162_,5,1.5197444964891205,estimated_from_past,2026-09-01
020100162_,6,0.8659434353230636,estimated_from_past,2026-09-01
020100162_,7,0.6890711606151827,estimated_from_past,2026-09-01
020100162_,8,1.5201369047613007,estimated_from_past,2026-09-01
020100162_,9,0.7220339700997878,estimated_from_past,2026-09-01
020100162_,10,0.9457428037003766,estimated_from_past,2026-09-01
020100162_,11,1.0503846306898152,estimated_from_past,2026-09-01
020100162_,12,0.8606325745627447,estimated_from_past,2026-09-01
020100163_,1,0.642779766931857,estimated_from_past,2026-09-01
020100163_,2,0.7959773587659034,estimated_from_past,2026-09-01
020100163_,3,0.9219498070603118,estimated_from_past,2026-09-01
020100163_,4,1.025560791938912,estimated_from_past,2026-09-01
020100163_,5,0.5257181268826167,estimated_from_past,2026-09-01
020100163_,6,0.9932121029732207,estimated_from_past,2026-09-01
020100163_,7,1.7285965312140332,estimated_from_past,2026-09-01
020100163_,8,1.682139582909454,estimated_from_past,2026-09-01
020100163_,9,1.0147752353011223,estimated_from_past,2026-09-01
020100163_,10,1.0257926273677516,estimated_from_past,2026-09-01
020100163_,11,0.857691374073426,estimated_from_past,2026-09-01
020100163_,12,0.7858066945813919,estimated_from_past,2026-09-01
030200002_,1,1.0,insufficient_history,2026-09-01
030200002_,2,1.0,insufficient_history,2026-09-01
030200002_,3,1.0,insufficient_history,2026-09-01
030200002_,4,1.0,insufficient_history,2026-09-01
030200002_,5,1.0,insufficient_history,2026-09-01
030200002_,6,1.0,insufficient_history,2026-09-01
030200002_,7,1.0,insufficient_history,2026-09-01
030200002_,8,1.0,insufficient_history,2026-09-01
030200002_,9,1.0,insufficient_history,2026-09-01
030200002_,10,1.0,insufficient_history,2026-09-01
030200002_,11,1.0,insufficient_history,2026-09-01
030200002_,12,1.0,insufficient_history,2026-09-01
030200003_,1,1.0,insufficient_history,2026-09-01
030200003_,2,1.0,insufficient_history,2026-09-01
030200003_,3,1.0,insufficient_history,2026-09-01
030200003_,4,1.0,insufficient_history,2026-09-01
030200003_,5,1.0,insufficient_history,2026-09-01
030200003_,6,1.0,insufficient_history,2026-09-01
030200003_,7,1.0,insufficient_history,2026-09-01
030200003_,8,1.0,insufficient_history,2026-09-01
030200003_,9,1.0,insufficient_history,2026-09-01
030200003_,10,1.0,insufficient_history,2026-09-01
030200003_,11,1.0,insufficient_history,2026-09-01
030200003_,12,1.0,insufficient_history,2026-09-01
030200005_,1,1.0,insufficient_history,2026-09-01
030200005_,2,1.0,insufficient_history,2026-09-01
030200005_,3,1.0,insufficient_history,2026-09-01
030200005_,4,1.0,insufficient_history,2026-09-01
030200005_,5,1.0,insufficient_history,2026-09-01
030200005_,6,1.0,insufficient_history,2026-09-01
030200005_,7,1.0,insufficient_history,2026-09-01
030200005_,8,1.0,insufficient_history,2026-09-01
030200005_,9,1.0,insufficient_history,2026-09-01
030200005_,10,1.0,insufficient_history,2026-09-01
030200005_,11,1.0,insufficient_history,2026-09-01
030200005_,12,1.0,insufficient_history,2026-09-01
030200006_,1,1.0,insufficient_history,2026-09-01
030200006_,2,1.0,insufficient_history,2026-09-01
030200006_,3,1.0,insufficient_history,2026-09-01
030200006_,4,1.0,insufficient_history,2026-09-01
030200006_,5,1.0,insufficient_history,2026-09-01
030200006_,6,1.0,insufficient_history,2026-09-01
030200006_,7,1.0,insufficient_history,2026-09-01
030200006_,8,1.0,insufficient_history,2026-09-01
030200006_,9,1.0,insufficient_history,2026-09-01
030200006_,10,1.0,insufficient_history,2026-09-01
030200006_,11,1.0,insufficient_history,2026-09-01
030200006_,12,1.0,insufficient_history,2026-09-01
030200007_,1,1.0,insufficient_history,2026-09-01
030200007_,2,1.0,insufficient_history,2026-09-01
030200007_,3,1.0,insufficient_history,2026-09-01
030200007_,4,1.0,insufficient_history,2026-09-01
030200007_,5,1.0,insufficient_history,2026-09-01
030200007_,6,1.0,insufficient_history,2026-09-01
030200007_,7,1.0,insufficient_history,2026-09-01
030200007_,8,1.0,insufficient_history,2026-09-01
030200007_,9,1.0,insufficient_history,2026-09-01
030200007_,10,1.0,insufficient_history,2026-09-01
030200007_,11,1.0,insufficient_history,2026-09-01
030200007_,12,1.0,insufficient_history,2026-09-01
030200008_,1,1.0,insufficient_history,2026-09-01
030200008_,2,1.0,insufficient_history,2026-09-01
030200008_,3,1.0,insufficient_history,2026-09-01
030200008_,4,1.0,insufficient_history,2026-09-01
030200008_,5,1.0,insufficient_history,2026-09-01
030200008_,6,1.0,insufficient_history,2026-09-01
030200008_,7,1.0,insufficient_history,2026-09-01
030200008_,8,1.0,insufficient_history,2026-09-01
030200008_,9,1.0,insufficient_history,2026-09-01
030200008_,10,1.0,insufficient_history,2026-09-01
030200008_,11,1.0,insufficient_history,2026-09-01
030200008_,12,1.0,insufficient_history,2026-09-01
030200009_,1,1.0,insufficient_history,2026-09-01
030200009_,2,1.0,insufficient_history,2026-09-01
030200009_,3,1.0,insufficient_history,2026-09-01
030200009_,4,1.0,insufficient_history,2026-09-01
030200009_,5,1.0,insufficient_history,2026-09-01
030200009_,6,1.0,insufficient_history,2026-09-01
030200009_,7,1.0,insufficient_history,2026-09-01
030200009_,8,1.0,insufficient_history,2026-09-01
030200009_,9,1.0,insufficient_history,2026-09-01
030200009_,10,1.0,insufficient_history,2026-09-01
030200009_,11,1.0,insufficient_history,2026-09-01
030200009_,12,1.0,insufficient_history,2026-09-01
030200010_,1,1.0,insufficient_history,2026-09-01
030200010_,2,1.0,insufficient_history,2026-09-01
030200010_,3,1.0,insufficient_history,2026-09-01
030200010_,4,1.0,insufficient_history,2026-09-01
030200010_,5,1.0,insufficient_history,2026-09-01
030200010_,6,1.0,insufficient_history,2026-09-01
030200010_,7,1.0,insufficient_history,2026-09-01
030200010_,8,1.0,insufficient_history,2026-09-01
030200010_,9,1.0,insufficient_history,2026-09-01
030200010_,10,1.0,insufficient_history,2026-09-01
030200010_,11,1.0,insufficient_history,2026-09-01
030200010_,12,1.0,insufficient_history,2026-09-01
030200011_,1,1.0,insufficient_history,2026-09-01
030200011_,2,1.0,insufficient_history,2026-09-01
030200011_,3,1.0,insufficient_history,2026-09-01
030200011_,4,1.0,insufficient_history,2026-09-01
030200011_,5,1.0,insufficient_history,2026-09-01
030200011_,6,1.0,insufficient_history,2026-09-01
030200011_,7,1.0,insufficient_history,2026-09-01
030200011_,8,1.0,insufficient_history,2026-09-01
030200011_,9,1.0,insufficient_history,2026-09-01
030200011_,10,1.0,insufficient_history,2026-09-01
030200011_,11,1.0,insufficient_history,2026-09-01
030200011_,12,1.0,insufficient_history,2026-09-01
030200012_,1,1.0,insufficient_history,2026-09-01
030200012_,2,1.0,insufficient_history,2026-09-01
030200012_,3,1.0,insufficient_history,2026-09-01
030200012_,4,1.0,insufficient_history,2026-09-01
030200012_,5,1.0,insufficient_history,2026-09-01
030200012_,6,1.0,insufficient_history,2026-09-01
030200012_,7,1.0,insufficient_history,2026-09-01
030200012_,8,1.0,insufficient_history,2026-09-01
030200012_,9,1.0,insufficient_history,2026-09-01
030200012_,10,1.0,insufficient_history,2026-09-01
030200012_,11,1.0,insufficient_history,2026-09-01
030200012_,12,1.0,insufficient_history,2026-09-01
030200013_,1,1.0,insufficient_history,2026-09-01
030200013_,2,1.0,insufficient_history,2026-09-01
030200013_,3,1.0,insufficient_history,2026-09-01
030200013_,4,1.0,insufficient_history,2026-09-01
030200013_,5,1.0,insufficient_history,2026-09-01
030200013_,6,1.0,insufficient_history,2026-09-01
030200013_,7,1.0,insufficient_history,2026-09-01
030200013_,8,1.0,insufficient_history,2026-09-01
030200013_,9,1.0,insufficient_history,2026-09-01
030200013_,10,1.0,insufficient_history,2026-09-01
030200013_,11,1.0,insufficient_history,2026-09-01
030200013_,12,1.0,insufficient_history,2026-09-01
030200015_,1,1.0,insufficient_history,2026-09-01
030200015_,2,1.0,insufficient_history,2026-09-01
030200015_,3,1.0,insufficient_history,2026-09-01
030200015_,4,1.0,insufficient_history,2026-09-01
030200015_,5,1.0,insufficient_history,2026-09-01
030200015_,6,1.0,insufficient_history,2026-09-01
030200015_,7,1.0,insufficient_history,2026-09-01
030200015_,8,1.0,insufficient_history,2026-09-01
030200015_,9,1.0,insufficient_history,2026-09-01
030200015_,10,1.0,insufficient_history,2026-09-01
030200015_,11,1.0,insufficient_history,2026-09-01
030200015_,12,1.0,insufficient_history,2026-09-01
030200016_,1,1.0,insufficient_history,2026-09-01
030200016_,2,1.0,insufficient_history,2026-09-01
030200016_,3,1.0,insufficient_history,2026-09-01
030200016_,4,1.0,insufficient_history,2026-09-01
030200016_,5,1.0,insufficient_history,2026-09-01
030200016_,6,1.0,insufficient_history,2026-09-01
030200016_,7,1.0,insufficient_history,2026-09-01
030200016_,8,1.0,insufficient_history,2026-09-01
030200016_,9,1.0,insufficient_history,2026-09-01
030200016_,10,1.0,insufficient_history,2026-09-01
030200016_,11,1.0,insufficient_history,2026-09-01
030200016_,12,1.0,insufficient_history,2026-09-01
030200025_,1,1.0,insufficient_history,2026-09-01
030200025_,2,1.0,insufficient_history,2026-09-01
030200025_,3,1.0,insufficient_history,2026-09-01
030200025_,4,1.0,insufficient_history,2026-09-01
030200025_,5,1.0,insufficient_history,2026-09-01
030200025_,6,1.0,insufficient_history,2026-09-01
030200025_,7,1.0,insufficient_history,2026-09-01
030200025_,8,1.0,insufficient_history,2026-09-01
030200025_,9,1.0,insufficient_history,2026-09-01
030200025_,10,1.0,insufficient_history,2026-09-01
030200025_,11,1.0,insufficient_history,2026-09-01
030200025_,12,1.0,insufficient_history,2026-09-01
030200026_,1,1.0,insufficient_history,2026-09-01
030200026_,2,1.0,insufficient_history,2026-09-01
030200026_,3,1.0,insufficient_history,2026-09-01
030200026_,4,1.0,insufficient_history,2026-09-01
030200026_,5,1.0,insufficient_history,2026-09-01
030200026_,6,1.0,insufficient_history,2026-09-01
030200026_,7,1.0,insufficient_history,2026-09-01
030200026_,8,1.0,insufficient_history,2026-09-01
030200026_,9,1.0,insufficient_history,2026-09-01
030200026_,10,1.0,insufficient_history,2026-09-01
030200026_,11,1.0,insufficient_history,2026-09-01
030200026_,12,1.0,insufficient_history,2026-09-01
030200027_,1,1.0,insufficient_history,2026-09-01
030200027_,2,1.0,insufficient_history,2026-09-01
030200027_,3,1.0,insufficient_history,2026-09-01
030200027_,4,1.0,insufficient_history,2026-09-01
030200027_,5,1.0,insufficient_history,2026-09-01
030200027_,6,1.0,insufficient_history,2026-09-01
030200027_,7,1.0,insufficient_history,2026-09-01
030200027_,8,1.0,insufficient_history,2026-09-01
030200027_,9,1.0,insufficient_history,2026-09-01
030200027_,10,1.0,insufficient_history,2026-09-01
030200027_,11,1.0,insufficient_history,2026-09-01
030200027_,12,1.0,insufficient_history,2026-09-01
030200028_,1,1.0,insufficient_history,2026-09-01
030200028_,2,1.0,insufficient_history,2026-09-01
030200028_,3,1.0,insufficient_history,2026-09-01
030200028_,4,1.0,insufficient_history,2026-09-01
030200028_,5,1.0,insufficient_history,2026-09-01
030200028_,6,1.0,insufficient_history,2026-09-01
030200028_,7,1.0,insufficient_history,2026-09-01
030200028_,8,1.0,insufficient_history,2026-09-01
030200028_,9,1.0,insufficient_history,2026-09-01
030200028_,10,1.0,insufficient_history,2026-09-01
030200028_,11,1.0,insufficient_history,2026-09-01
030200028_,12,1.0,insufficient_history,2026-09-01
030200029_,1,1.0,insufficient_history,2026-09-01
030200029_,2,1.0,insufficient_history,2026-09-01
030200029_,3,1.0,insufficient_history,2026-09-01
030200029_,4,1.0,insufficient_history,2026-09-01
030200029_,5,1.0,insufficient_history,2026-09-01
030200029_,6,1.0,insufficient_history,2026-09-01
030200029_,7,1.0,insufficient_history,2026-09-01
030200029_,8,1.0,insufficient_history,2026-09-01
030200029_,9,1.0,insufficient_history,2026-09-01
030200029_,10,1.0,insufficient_history,2026-09-01
030200029_,11,1.0,insufficient_history,2026-09-01
030200029_,12,1.0,insufficient_history,2026-09-01
030200030_,1,1.0,insufficient_history,2026-09-01
030200030_,2,1.0,insufficient_history,2026-09-01
030200030_,3,1.0,insufficient_history,2026-09-01
030200030_,4,1.0,insufficient_history,2026-09-01
030200030_,5,1.0,insufficient_history,2026-09-01
030200030_,6,1.0,insufficient_history,2026-09-01
030200030_,7,1.0,insufficient_history,2026-09-01
030200030_,8,1.0,insufficient_history,2026-09-01
030200030_,9,1.0,insufficient_history,2026-09-01
030200030_,10,1.0,insufficient_history,2026-09-01
030200030_,11,1.0,insufficient_history,2026-09-01
030200030_,12,1.0,insufficient_history,2026-09-01
030200031_,1,1.0,insufficient_history,2026-09-01
030200031_,2,1.0,insufficient_history,2026-09-01
030200031_,3,1.0,insufficient_history,2026-09-01
030200031_,4,1.0,insufficient_history,2026-09-01
030200031_,5,1.0,insufficient_history,2026-09-01
030200031_,6,1.0,insufficient_history,2026-09-01
030200031_,7,1.0,insufficient_history,2026-09-01
030200031_,8,1.0,insufficient_history,2026-09-01
030200031_,9,1.0,insufficient_history,2026-09-01
030200031_,10,1.0,insufficient_history,2026-09-01
030200031_,11,1.0,insufficient_history,2026-09-01
030200031_,12,1.0,insufficient_history,2026-09-01
030200032_,1,1.0,insufficient_history,2026-09-01
030200032_,2,1.0,insufficient_history,2026-09-01
030200032_,3,1.0,insufficient_history,2026-09-01
030200032_,4,1.0,insufficient_history,2026-09-01
030200032_,5,1.0,insufficient_history,2026-09-01
030200032_,6,1.0,insufficient_history,2026-09-01
030200032_,7,1.0,insufficient_history,2026-09-01
030200032_,8,1.0,insufficient_history,2026-09-01
030200032_,9,1.0,insufficient_history,2026-09-01
030200032_,10,1.0,insufficient_history,2026-09-01
030200032_,11,1.0,insufficient_history,2026-09-01
030200032_,12,1.0,insufficient_history,2026-09-01
030200034_,1,1.0,insufficient_history,2026-09-01
030200034_,2,1.0,insufficient_history,2026-09-01
030200034_,3,1.0,insufficient_history,2026-09-01
030200034_,4,1.0,insufficient_history,2026-09-01
030200034_,5,1.0,insufficient_history,2026-09-01
030200034_,6,1.0,insufficient_history,2026-09-01
030200034_,7,1.0,insufficient_history,2026-09-01
030200034_,8,1.0,insufficient_history,2026-09-01
030200034_,9,1.0,insufficient_history,2026-09-01
030200034_,10,1.0,insufficient_history,2026-09-01
030200034_,11,1.0,insufficient_history,2026-09-01
030200034_,12,1.0,insufficient_history,2026-09-01
030200036_,1,1.0,insufficient_history,2026-09-01
030200036_,2,1.0,insufficient_history,2026-09-01
030200036_,3,1.0,insufficient_history,2026-09-01
030200036_,4,1.0,insufficient_history,2026-09-01
030200036_,5,1.0,insufficient_history,2026-09-01
030200036_,6,1.0,insufficient_history,2026-09-01
030200036_,7,1.0,insufficient_history,2026-09-01
030200036_,8,1.0,insufficient_history,2026-09-01
030200036_,9,1.0,insufficient_history,2026-09-01
030200036_,10,1.0,insufficient_history,2026-09-01
030200036_,11,1.0,insufficient_history,2026-09-01
030200036_,12,1.0,insufficient_history,2026-09-01
030200037_,1,1.0,insufficient_history,2026-09-01
030200037_,2,1.0,insufficient_history,2026-09-01
030200037_,3,1.0,insufficient_history,2026-09-01
030200037_,4,1.0,insufficient_history,2026-09-01
030200037_,5,1.0,insufficient_history,2026-09-01
030200037_,6,1.0,insufficient_history,2026-09-01
030200037_,7,1.0,insufficient_history,2026-09-01
030200037_,8,1.0,insufficient_history,2026-09-01
030200037_,9,1.0,insufficient_history,2026-09-01
030200037_,10,1.0,insufficient_history,2026-09-01
030200037_,11,1.0,insufficient_history,2026-09-01
030200037_,12,1.0,insufficient_history,2026-09-01
030200038_,1,1.0,insufficient_history,2026-09-01
030200038_,2,1.0,insufficient_history,2026-09-01
030200038_,3,1.0,insufficient_history,2026-09-01
030200038_,4,1.0,insufficient_history,2026-09-01
030200038_,5,1.0,insufficient_history,2026-09-01
030200038_,6,1.0,insufficient_history,2026-09-01
030200038_,7,1.0,insufficient_history,2026-09-01
030200038_,8,1.0,insufficient_history,2026-09-01
030200038_,9,1.0,insufficient_history,2026-09-01
030200038_,10,1.0,insufficient_history,2026-09-01
030200038_,11,1.0,insufficient_history,2026-09-01
030200038_,12,1.0,insufficient_history,2026-09-01
030200039_,1,1.0,insufficient_history,2026-09-01
030200039_,2,1.0,insufficient_history,2026-09-01
030200039_,3,1.0,insufficient_history,2026-09-01
030200039_,4,1.0,insufficient_history,2026-09-01
030200039_,5,1.0,insufficient_history,2026-09-01
030200039_,6,1.0,insufficient_history,2026-09-01
030200039_,7,1.0,insufficient_history,2026-09-01
030200039_,8,1.0,insufficient_history,2026-09-01
030200039_,9,1.0,insufficient_history,2026-09-01
030200039_,10,1.0,insufficient_history,2026-09-01
030200039_,11,1.0,insufficient_history,2026-09-01
030200039_,12,1.0,insufficient_history,2026-09-01
030200042_,1,1.0,insufficient_history,2026-09-01
030200042_,2,1.0,insufficient_history,2026-09-01
030200042_,3,1.0,insufficient_history,2026-09-01
030200042_,4,1.0,insufficient_history,2026-09-01
030200042_,5,1.0,insufficient_history,2026-09-01
030200042_,6,1.0,insufficient_history,2026-09-01
030200042_,7,1.0,insufficient_history,2026-09-01
030200042_,8,1.0,insufficient_history,2026-09-01
030200042_,9,1.0,insufficient_history,2026-09-01
030200042_,10,1.0,insufficient_history,2026-09-01
030200042_,11,1.0,insufficient_history,2026-09-01
030200042_,12,1.0,insufficient_history,2026-09-01
030200045_,1,1.0,insufficient_history,2026-09-01
030200045_,2,1.0,insufficient_history,2026-09-01
030200045_,3,1.0,insufficient_history,2026-09-01
030200045_,4,1.0,insufficient_history,2026-09-01
030200045_,5,1.0,insufficient_history,2026-09-01
