sku,month_number,seasonal_factor,status,trained_before
030200221_,1,1.0846460010266747,estimated_from_past,2026-09-01
030200221_,2,1.1570226314928922,estimated_from_past,2026-09-01
030200221_,3,1.1565046372091545,estimated_from_past,2026-09-01
030200221_,4,1.0017313090533226,estimated_from_past,2026-09-01
030200221_,5,1.1260549215758713,estimated_from_past,2026-09-01
030200221_,6,1.1313272095224045,estimated_from_past,2026-09-01
030200221_,7,0.7167816565081591,estimated_from_past,2026-09-01
030200221_,8,0.9966840181300732,estimated_from_past,2026-09-01
030200221_,9,0.8369100166252582,estimated_from_past,2026-09-01
030200221_,10,1.2361940964133822,estimated_from_past,2026-09-01
030200221_,11,0.8159261398503042,estimated_from_past,2026-09-01
030200221_,12,0.7402173625925028,estimated_from_past,2026-09-01
030200222_,1,0.8194818819388415,estimated_from_past,2026-09-01
030200222_,2,0.9860720475490965,estimated_from_past,2026-09-01
030200222_,3,0.8262109720410786,estimated_from_past,2026-09-01
030200222_,4,1.0371783853802719,estimated_from_past,2026-09-01
030200222_,5,0.739124103997137,estimated_from_past,2026-09-01
030200222_,6,1.245638638037259,estimated_from_past,2026-09-01
030200222_,7,1.1035957424192657,estimated_from_past,2026-09-01
030200222_,8,0.7723050404489143,estimated_from_past,2026-09-01
030200222_,9,1.2468257802024252,estimated_from_past,2026-09-01
030200222_,10,1.244986094692218,estimated_from_past,2026-09-01
030200222_,11,0.8808975324268813,estimated_from_past,2026-09-01
030200222_,12,1.0976837808666102,estimated_from_past,2026-09-01
030200223_,1,0.9037536531836594,estimated_from_past,2026-09-01
030200223_,2,1.0213182555996008,estimated_from_past,2026-09-01
030200223_,3,0.7565988035753878,estimated_from_past,2026-09-01
030200223_,4,1.0669261526078395,estimated_from_past,2026-09-01
030200223_,5,1.0617034780906258,estimated_from_past,2026-09-01
030200223_,6,0.744207787454727,estimated_from_past,2026-09-01
030200223_,7,1.0497646105528526,estimated_from_past,2026-09-01
030200223_,8,1.0324309049152958,estimated_from_past,2026-09-01
030200223_,9,1.2878465412334559,estimated_from_past,2026-09-01
030200223_,10,1.2346730611464707,estimated_from_past,2026-09-01
030200223_,11,1.131405848079845,estimated_from_past,2026-09-01
030200223_,12,0.7093709035602397,estimated_from_past,2026-09-01
030200224_,1,1.0221409817374254,estimated_from_past,2026-09-01
030200224_,2,0.8974280720230661,estimated_from_past,2026-09-01
030200224_,3,0.8377341499709859,estimated_from_past,2026-09-01
030200224_,4,1.0006089082786422,estimated_from_past,2026-09-01
030200224_,5,0.9006634630512089,estimated_from_past,2026-09-01
030200224_,6,1.069727472109153,estimated_from_past,2026-09-01
030200224_,7,1.1090560248400951,estimated_from_past,2026-09-01
030200224_,8,0.8928573533940121,estimated_from_past,2026-09-01
030200224_,9,1.1289350310101374,estimated_from_past,2026-09-01
030200224_,10,1.3263985922065682,estimated_from_past,2026-09-01
030200224_,11,0.9525449554001904,estimated_from_past,2026-09-01
030200224_,12,0.8619049959785177,estimated_from_past,2026-09-01
030200225_,1,0.8298607444365489,estimated_from_past,2026-09-01
030200225_,2,0.4646758055933245,estimated_from_past,2026-09-01
030200225_,3,0.6026819345176205,estimated_from_past,2026-09-01
030200225_,4,1.0362045293920739,estimated_from_past,2026-09-01
030200225_,5,0.9936123870437673,estimated_from_past,2026-09-01
030200225_,6,1.0329298443815904,estimated_from_past,2026-09-01
030200225_,7,1.0253922301865788,estimated_from_past,2026-09-01
030200225_,8,1.0347838723459273,estimated_from_past,2026-09-01
030200225_,9,1.4063010130673874,estimated_from_past,2026-09-01
030200225_,10,1.0820212540023804,estimated_from_past,2026-09-01
030200225_,11,1.5969498056628189,estimated_from_past,2026-09-01
030200225_,12,0.894586579369981,estimated_from_past,2026-09-01
030200226_,1,1.1879572080167575,estimated_from_past,2026-09-01
030200226_,2,1.175880842506287,estimated_from_past,2026-09-01
030200226_,3,0.8845850097176903,estimated_from_past,2026-09-01
030200226_,4,1.0313245184327837,estimated_from_past,2026-09-01
030200226_,5,0.6115389701934659,estimated_from_past,2026-09-01
030200226_,6,0.5609848445994978,estimated_from_past,2026-09-01
030200226_,7,0.5109127446491507,estimated_from_past,2026-09-01
030200226_,8,1.459055536520624,estimated_from_past,2026-09-01
030200226_,9,1.0120860809677665,estimated_from_past,2026-09-01
030200226_,10,1.581400839114371,estimated_from_past,2026-09-01
030200226_,11,0.7558973561305563,estimated_from_past,2026-09-01
030200226_,12,1.2283760491510471,estimated_from_past,2026-09-01
030200227_,1,1.1205244427352157,estimated_from_past,2026-09-01
030200227_,2,0.7134754603190404,estimated_from_past,2026-09-01
030200227_,3,0.7495979307443696,estimated_from_past,2026-09-01
030200227_,4,0.7765931447377009,estimated_from_past,2026-09-01
030200227_,5,0.7551720028358284,estimated_from_past,2026-09-01
030200227_,6,0.7554616194527735,estimated_from_past,2026-09-01
030200227_,7,1.9432707187338714,estimated_from_past,2026-09-01
030200227_,8,1.1538463909791632,estimated_from_past,2026-09-01
030200227_,9,0.644682135074803,estimated_from_past,2026-09-01
030200227_,10,1.1628819900003895,estimated_from_past,2026-09-01
030200227_,11,0.8764410637328073,estimated_from_past,2026-09-01
030200227_,12,1.3480531006540375,estimated_from_past,2026-09-01
030200239_,1,1.0,insufficient_history,2026-09-01
030200239_,2,1.0,insufficient_history,2026-09-01
030200239_,3,1.0,insufficient_history,2026-09-01
030200239_,4,1.0,insufficient_history,2026-09-01
030200239_,5,1.0,insufficient_history,2026-09-01
030200239_,6,1.0,insufficient_history,2026-09-01
030200239_,7,1.0,insufficient_history,2026-09-01
030200239_,8,1.0,insufficient_history,2026-09-01
030200239_,9,1.0,insufficient_history,2026-09-01
030200239_,10,1.0,insufficient_history,2026-09-01
030200239_,11,1.0,insufficient_history,2026-09-01
030200239_,12,1.0,insufficient_history,2026-09-01
030200240_,1,1.0,insufficient_history,2026-09-01
030200240_,2,1.0,insufficient_history,2026-09-01
030200240_,3,1.0,insufficient_history,2026-09-01
030200240_,4,1.0,insufficient_history,2026-09-01
030200240_,5,1.0,insufficient_history,2026-09-01
030200240_,6,1.0,insufficient_history,2026-09-01
030200240_,7,1.0,insufficient_history,2026-09-01
030200240_,8,1.0,insufficient_history,2026-09-01
030200240_,9,1.0,insufficient_history,2026-09-01
030200240_,10,1.0,insufficient_history,2026-09-01
030200240_,11,1.0,insufficient_history,2026-09-01
030200240_,12,1.0,insufficient_history,2026-09-01
030200243_,1,1.0,insufficient_history,2026-09-01
030200243_,2,1.0,insufficient_history,2026-09-01
030200243_,3,1.0,insufficient_history,2026-09-01
030200243_,4,1.0,insufficient_history,2026-09-01
030200243_,5,1.0,insufficient_history,2026-09-01
030200243_,6,1.0,insufficient_history,2026-09-01
030200243_,7,1.0,insufficient_history,2026-09-01
030200243_,8,1.0,insufficient_history,2026-09-01
030200243_,9,1.0,insufficient_history,2026-09-01
030200243_,10,1.0,insufficient_history,2026-09-01
030200243_,11,1.0,insufficient_history,2026-09-01
030200243_,12,1.0,insufficient_history,2026-09-01
030200244_,1,1.0,insufficient_history,2026-09-01
030200244_,2,1.0,insufficient_history,2026-09-01
030200244_,3,1.0,insufficient_history,2026-09-01
030200244_,4,1.0,insufficient_history,2026-09-01
030200244_,5,1.0,insufficient_history,2026-09-01
030200244_,6,1.0,insufficient_history,2026-09-01
030200244_,7,1.0,insufficient_history,2026-09-01
030200244_,8,1.0,insufficient_history,2026-09-01
030200244_,9,1.0,insufficient_history,2026-09-01
030200244_,10,1.0,insufficient_history,2026-09-01
030200244_,11,1.0,insufficient_history,2026-09-01
030200244_,12,1.0,insufficient_history,2026-09-01
030200245_,1,1.0,insufficient_history,2026-09-01
030200245_,2,1.0,insufficient_history,2026-09-01
030200245_,3,1.0,insufficient_history,2026-09-01
030200245_,4,1.0,insufficient_history,2026-09-01
030200245_,5,1.0,insufficient_history,2026-09-01
030200245_,6,1.0,insufficient_history,2026-09-01
030200245_,7,1.0,insufficient_history,2026-09-01
030200245_,8,1.0,insufficient_history,2026-09-01
030200245_,9,1.0,insufficient_history,2026-09-01
030200245_,10,1.0,insufficient_history,2026-09-01
030200245_,11,1.0,insufficient_history,2026-09-01
030200245_,12,1.0,insufficient_history,2026-09-01
030200246_,1,1.0,insufficient_history,2026-09-01
030200246_,2,1.0,insufficient_history,2026-09-01
030200246_,3,1.0,insufficient_history,2026-09-01
030200246_,4,1.0,insufficient_history,2026-09-01
030200246_,5,1.0,insufficient_history,2026-09-01
030200246_,6,1.0,insufficient_history,2026-09-01
030200246_,7,1.0,insufficient_history,2026-09-01
030200246_,8,1.0,insufficient_history,2026-09-01
030200246_,9,1.0,insufficient_history,2026-09-01
030200246_,10,1.0,insufficient_history,2026-09-01
030200246_,11,1.0,insufficient_history,2026-09-01
030200246_,12,1.0,insufficient_history,2026-09-01
030200247_,1,1.0,insufficient_history,2026-09-01
030200247_,2,1.0,insufficient_history,2026-09-01
030200247_,3,1.0,insufficient_history,2026-09-01
030200247_,4,1.0,insufficient_history,2026-09-01
030200247_,5,1.0,insufficient_history,2026-09-01
030200247_,6,1.0,insufficient_history,2026-09-01
030200247_,7,1.0,insufficient_history,2026-09-01
030200247_,8,1.0,insufficient_history,2026-09-01
030200247_,9,1.0,insufficient_history,2026-09-01
030200247_,10,1.0,insufficient_history,2026-09-01
030200247_,11,1.0,insufficient_history,2026-09-01
030200247_,12,1.0,insufficient_history,2026-09-01
030200248_,1,1.0,insufficient_history,2026-09-01
030200248_,2,1.0,insufficient_history,2026-09-01
030200248_,3,1.0,insufficient_history,2026-09-01
030200248_,4,1.0,insufficient_history,2026-09-01
030200248_,5,1.0,insufficient_history,2026-09-01
030200248_,6,1.0,insufficient_history,2026-09-01
030200248_,7,1.0,insufficient_history,2026-09-01
030200248_,8,1.0,insufficient_history,2026-09-01
030200248_,9,1.0,insufficient_history,2026-09-01
030200248_,10,1.0,insufficient_history,2026-09-01
030200248_,11,1.0,insufficient_history,2026-09-01
030200248_,12,1.0,insufficient_history,2026-09-01
030200249_,1,1.0,insufficient_history,2026-09-01
030200249_,2,1.0,insufficient_history,2026-09-01
030200249_,3,1.0,insufficient_history,2026-09-01
030200249_,4,1.0,insufficient_history,2026-09-01
030200249_,5,1.0,insufficient_history,2026-09-01
030200249_,6,1.0,insufficient_history,2026-09-01
030200249_,7,1.0,insufficient_history,2026-09-01
030200249_,8,1.0,insufficient_history,2026-09-01
030200249_,9,1.0,insufficient_history,2026-09-01
030200249_,10,1.0,insufficient_history,2026-09-01
030200249_,11,1.0,insufficient_history,2026-09-01
030200249_,12,1.0,insufficient_history,2026-09-01
030200250_,1,1.0,insufficient_history,2026-09-01
030200250_,2,1.0,insufficient_history,2026-09-01
030200250_,3,1.0,insufficient_history,2026-09-01
030200250_,4,1.0,insufficient_history,2026-09-01
030200250_,5,1.0,insufficient_history,2026-09-01
030200250_,6,1.0,insufficient_history,2026-09-01
030200250_,7,1.0,insufficient_history,2026-09-01
030200250_,8,1.0,insufficient_history,2026-09-01
030200250_,9,1.0,insufficient_history,2026-09-01
030200250_,10,1.0,insufficient_history,2026-09-01
030200250_,11,1.0,insufficient_history,2026-09-01
030200250_,12,1.0,insufficient_history,2026-09-01
030200251_,1,1.0,insufficient_history,2026-09-01
030200251_,2,1.0,insufficient_history,2026-09-01
030200251_,3,1.0,insufficient_history,2026-09-01
030200251_,4,1.0,insufficient_history,2026-09-01
030200251_,5,1.0,insufficient_history,2026-09-01
030200251_,6,1.0,insufficient_history,2026-09-01
030200251_,7,1.0,insufficient_history,2026-09-01
030200251_,8,1.0,insufficient_history,2026-09-01
030200251_,9,1.0,insufficient_history,2026-09-01
030200251_,10,1.0,insufficient_history,2026-09-01
030200251_,11,1.0,insufficient_history,2026-09-01
030200251_,12,1.0,insufficient_history,2026-09-01
030200252_,1,1.0,insufficient_history,2026-09-01
030200252_,2,1.0,insufficient_history,2026-09-01
030200252_,3,1.0,insufficient_history,2026-09-01
030200252_,4,1.0,insufficient_history,2026-09-01
030200252_,5,1.0,insufficient_history,2026-09-01
030200252_,6,1.0,insufficient_history,2026-09-01
030200252_,7,1.0,insufficient_history,2026-09-01
030200252_,8,1.0,insufficient_history,2026-09-01
030200252_,9,1.0,insufficient_history,2026-09-01
030200252_,10,1.0,insufficient_history,2026-09-01
030200252_,11,1.0,insufficient_history,2026-09-01
030200252_,12,1.0,insufficient_history,2026-09-01
030200253_,1,1.0,insufficient_history,2026-09-01
030200253_,2,1.0,insufficient_history,2026-09-01
030200253_,3,1.0,insufficient_history,2026-09-01
030200253_,4,1.0,insufficient_history,2026-09-01
030200253_,5,1.0,insufficient_history,2026-09-01
030200253_,6,1.0,insufficient_history,2026-09-01
030200253_,7,1.0,insufficient_history,2026-09-01
030200253_,8,1.0,insufficient_history,2026-09-01
030200253_,9,1.0,insufficient_history,2026-09-01
030200253_,10,1.0,insufficient_history,2026-09-01
030200253_,11,1.0,insufficient_history,2026-09-01
030200253_,12,1.0,insufficient_history,2026-09-01
030200254_,1,1.0,insufficient_history,2026-09-01
030200254_,2,1.0,insufficient_history,2026-09-01
030200254_,3,1.0,insufficient_history,2026-09-01
030200254_,4,1.0,insufficient_history,2026-09-01
030200254_,5,1.0,insufficient_history,2026-09-01
030200254_,6,1.0,insufficient_history,2026-09-01
030200254_,7,1.0,insufficient_history,2026-09-01
030200254_,8,1.0,insufficient_history,2026-09-01
030200254_,9,1.0,insufficient_history,2026-09-01
030200254_,10,1.0,insufficient_history,2026-09-01
030200254_,11,1.0,insufficient_history,2026-09-01
030200254_,12,1.0,insufficient_history,2026-09-01
030200256_,1,1.0,insufficient_history,2026-09-01
030200256_,2,1.0,insufficient_history,2026-09-01
030200256_,3,1.0,insufficient_history,2026-09-01
030200256_,4,1.0,insufficient_history,2026-09-01
030200256_,5,1.0,insufficient_history,2026-09-01
030200256_,6,1.0,insufficient_history,2026-09-01
030200256_,7,1.0,insufficient_history,2026-09-01
030200256_,8,1.0,insufficient_history,2026-09-01
030200256_,9,1.0,insufficient_history,2026-09-01
030200256_,10,1.0,insufficient_history,2026-09-01
030200256_,11,1.0,insufficient_history,2026-09-01
030200256_,12,1.0,insufficient_history,2026-09-01
030200257_,1,1.0,insufficient_history,2026-09-01
030200257_,2,1.0,insufficient_history,2026-09-01
030200257_,3,1.0,insufficient_history,2026-09-01
030200257_,4,1.0,insufficient_history,2026-09-01
030200257_,5,1.0,insufficient_history,2026-09-01
030200257_,6,1.0,insufficient_history,2026-09-01
030200257_,7,1.0,insufficient_history,2026-09-01
030200257_,8,1.0,insufficient_history,2026-09-01
030200257_,9,1.0,insufficient_history,2026-09-01
030200257_,10,1.0,insufficient_history,2026-09-01
030200257_,11,1.0,insufficient_history,2026-09-01
030200257_,12,1.0,insufficient_history,2026-09-01
030200258_,1,1.0,insufficient_history,2026-09-01
030200258_,2,1.0,insufficient_history,2026-09-01
030200258_,3,1.0,insufficient_history,2026-09-01
030200258_,4,1.0,insufficient_history,2026-09-01
030200258_,5,1.0,insufficient_history,2026-09-01
030200258_,6,1.0,insufficient_history,2026-09-01
030200258_,7,1.0,insufficient_history,2026-09-01
030200258_,8,1.0,insufficient_history,2026-09-01
030200258_,9,1.0,insufficient_history,2026-09-01
030200258_,10,1.0,insufficient_history,2026-09-01
030200258_,11,1.0,insufficient_history,2026-09-01
030200258_,12,1.0,insufficient_history,2026-09-01
030200259_,1,1.0,insufficient_history,2026-09-01
030200259_,2,1.0,insufficient_history,2026-09-01
030200259_,3,1.0,insufficient_history,2026-09-01
030200259_,4,1.0,insufficient_history,2026-09-01
030200259_,5,1.0,insufficient_history,2026-09-01
030200259_,6,1.0,insufficient_history,2026-09-01
030200259_,7,1.0,insufficient_history,2026-09-01
030200259_,8,1.0,insufficient_history,2026-09-01
030200259_,9,1.0,insufficient_history,2026-09-01
030200259_,10,1.0,insufficient_history,2026-09-01
030200259_,11,1.0,insufficient_history,2026-09-01
030200259_,12,1.0,insufficient_history,2026-09-01
030200260_,1,1.0,insufficient_history,2026-09-01
030200260_,2,1.0,insufficient_history,2026-09-01
030200260_,3,1.0,insufficient_history,2026-09-01
030200260_,4,1.0,insufficient_history,2026-09-01
030200260_,5,1.0,insufficient_history,2026-09-01
030200260_,6,1.0,insufficient_history,2026-09-01
030200260_,7,1.0,insufficient_history,2026-09-01
030200260_,8,1.0,insufficient_history,2026-09-01
030200260_,9,1.0,insufficient_history,2026-09-01
030200260_,10,1.0,insufficient_history,2026-09-01
030200260_,11,1.0,insufficient_history,2026-09-01
030200260_,12,1.0,insufficient_history,2026-09-01
030200261_,1,1.0,insufficient_history,2026-09-01
030200261_,2,1.0,insufficient_history,2026-09-01
030200261_,3,1.0,insufficient_history,2026-09-01
030200261_,4,1.0,insufficient_history,2026-09-01
030200261_,5,1.0,insufficient_history,2026-09-01
030200261_,6,1.0,insufficient_history,2026-09-01
030200261_,7,1.0,insufficient_history,2026-09-01
030200261_,8,1.0,insufficient_history,2026-09-01
030200261_,9,1.0,insufficient_history,2026-09-01
030200261_,10,1.0,insufficient_history,2026-09-01
030200261_,11,1.0,insufficient_history,2026-09-01
030200261_,12,1.0,insufficient_history,2026-09-01
030200262_,1,1.0,insufficient_history,2026-09-01
030200262_,2,1.0,insufficient_history,2026-09-01
030200262_,3,1.0,insufficient_history,2026-09-01
030200262_,4,1.0,insufficient_history,2026-09-01
030200262_,5,1.0,insufficient_history,2026-09-01
030200262_,6,1.0,insufficient_history,2026-09-01
030200262_,7,1.0,insufficient_history,2026-09-01
030200262_,8,1.0,insufficient_history,2026-09-01
030200262_,9,1.0,insufficient_history,2026-09-01
030200262_,10,1.0,insufficient_history,2026-09-01
030200262_,11,1.0,insufficient_history,2026-09-01
030200262_,12,1.0,insufficient_history,2026-09-01
030200263_,1,1.0,insufficient_history,2026-09-01
030200263_,2,1.0,insufficient_history,2026-09-01
030200263_,3,1.0,insufficient_history,2026-09-01
030200263_,4,1.0,insufficient_history,2026-09-01
030200263_,5,1.0,insufficient_history,2026-09-01
030200263_,6,1.0,insufficient_history,2026-09-01
030200263_,7,1.0,insufficient_history,2026-09-01
030200263_,8,1.0,insufficient_history,2026-09-01
030200263_,9,1.0,insufficient_history,2026-09-01
030200263_,10,1.0,insufficient_history,2026-09-01
030200263_,11,1.0,insufficient_history,2026-09-01
030200263_,12,1.0,insufficient_history,2026-09-01
030200264_,1,1.0,insufficient_history,2026-09-01
030200264_,2,1.0,insufficient_history,2026-09-01
030200264_,3,1.0,insufficient_history,2026-09-01
030200264_,4,1.0,insufficient_history,2026-09-01
030200264_,5,1.0,insufficient_history,2026-09-01
030200264_,6,1.0,insufficient_history,2026-09-01
030200264_,7,1.0,insufficient_history,2026-09-01
030200264_,8,1.0,insufficient_history,2026-09-01
030200264_,9,1.0,insufficient_history,2026-09-01
030200264_,10,1.0,insufficient_history,2026-09-01
030200264_,11,1.0,insufficient_history,2026-09-01
030200264_,12,1.0,insufficient_history,2026-09-01
030200265_,1,1.0,insufficient_history,2026-09-01
030200265_,2,1.0,insufficient_history,2026-09-01
030200265_,3,1.0,insufficient_history,2026-09-01
030200265_,4,1.0,insufficient_history,2026-09-01
030200265_,5,1.0,insufficient_history,2026-09-01
030200265_,6,1.0,insufficient_history,2026-09-01
030200265_,7,1.0,insufficient_history,2026-09-01
030200265_,8,1.0,insufficient_history,2026-09-01
030200265_,9,1.0,insufficient_history,2026-09-01
030200265_,10,1.0,insufficient_history,2026-09-01
030200265_,11,1.0,insufficient_history,2026-09-01
030200265_,12,1.0,insufficient_history,2026-09-01
030200266_,1,1.0,insufficient_history,2026-09-01
030200266_,2,1.0,insufficient_history,2026-09-01
030200266_,3,1.0,insufficient_history,2026-09-01
030200266_,4,1.0,insufficient_history,2026-09-01
030200266_,5,1.0,insufficient_history,2026-09-01
030200266_,6,1.0,insufficient_history,2026-09-01
030200266_,7,1.0,insufficient_history,2026-09-01
030200266_,8,1.0,insufficient_history,2026-09-01
030200266_,9,1.0,insufficient_history,2026-09-01
030200266_,10,1.0,insufficient_history,2026-09-01
030200266_,11,1.0,insufficient_history,2026-09-01
030200266_,12,1.0,insufficient_history,2026-09-01
030200292_,1,1.0,insufficient_history,2026-09-01
030200292_,2,1.0,insufficient_history,2026-09-01
030200292_,3,1.0,insufficient_history,2026-09-01
030200292_,4,1.0,insufficient_history,2026-09-01
030200292_,5,1.0,insufficient_history,2026-09-01
030200292_,6,1.0,insufficient_history,2026-09-01
030200292_,7,1.0,insufficient_history,2026-09-01
030200292_,8,1.0,insufficient_history,2026-09-01
030200292_,9,1.0,insufficient_history,2026-09-01
030200292_,10,1.0,insufficient_history,2026-09-01
030200292_,11,1.0,insufficient_history,2026-09-01
030200292_,12,1.0,insufficient_history,2026-09-01
030200295_,1,1.0,insufficient_history,2026-09-01
030200295_,2,1.0,insufficient_history,2026-09-01
030200295_,3,1.0,insufficient_history,2026-09-01
030200295_,4,1.0,insufficient_history,2026-09-01
030200295_,5,1.0,insufficient_history,2026-09-01
030200295_,6,1.0,insufficient_history,2026-09-01
030200295_,7,1.0,insufficient_history,2026-09-01
030200295_,8,1.0,insufficient_history,2026-09-01
030200295_,9,1.0,insufficient_history,2026-09-01
030200295_,10,1.0,insufficient_history,2026-09-01
030200295_,11,1.0,insufficient_history,2026-09-01
030200295_,12,1.0,insufficient_history,2026-09-01
030200296_,1,1.0,insufficient_history,2026-09-01
030200296_,2,1.0,insufficient_history,2026-09-01
030200296_,3,1.0,insufficient_history,2026-09-01
030200296_,4,1.0,insufficient_history,2026-09-01
030200296_,5,1.0,insufficient_history,2026-09-01
030200296_,6,1.0,insufficient_history,2026-09-01
030200296_,7,1.0,insufficient_history,2026-09-01
030200296_,8,1.0,insufficient_history,2026-09-01
030200296_,9,1.0,insufficient_history,2026-09-01
030200296_,10,1.0,insufficient_history,2026-09-01
030200296_,11,1.0,insufficient_history,2026-09-01
030200296_,12,1.0,insufficient_history,2026-09-01
030200297_,1,1.0,insufficient_history,2026-09-01
030200297_,2,1.0,insufficient_history,2026-09-01
030200297_,3,1.0,insufficient_history,2026-09-01
030200297_,4,1.0,insufficient_history,2026-09-01
030200297_,5,1.0,insufficient_history,2026-09-01
030200297_,6,1.0,insufficient_history,2026-09-01
030200297_,7,1.0,insufficient_history,2026-09-01
030200297_,8,1.0,insufficient_history,2026-09-01
030200297_,9,1.0,insufficient_history,2026-09-01
030200297_,10,1.0,insufficient_history,2026-09-01
030200297_,11,1.0,insufficient_history,2026-09-01
030200297_,12,1.0,insufficient_history,2026-09-01
030200298_,1,1.0,insufficient_history,2026-09-01
030200298_,2,1.0,insufficient_history,2026-09-01
030200298_,3,1.0,insufficient_history,2026-09-01
030200298_,4,1.0,insufficient_history,2026-09-01
030200298_,5,1.0,insufficient_history,2026-09-01
030200298_,6,1.0,insufficient_history,2026-09-01
030200298_,7,1.0,insufficient_history,2026-09-01
030200298_,8,1.0,insufficient_history,2026-09-01
030200298_,9,1.0,insufficient_history,2026-09-01
030200298_,10,1.0,insufficient_history,2026-09-01
030200298_,11,1.0,insufficient_history,2026-09-01
030200298_,12,1.0,insufficient_history,2026-09-01
030200322_,1,1.0,insufficient_history,2026-09-01
030200322_,2,1.0,insufficient_history,2026-09-01
030200322_,3,1.0,insufficient_history,2026-09-01
030200322_,4,1.0,insufficient_history,2026-09-01
030200322_,5,1.0,insufficient_history,2026-09-01
030200322_,6,1.0,insufficient_history,2026-09-01
030200322_,7,1.0,insufficient_history,2026-09-01
030200322_,8,1.0,insufficient_history,2026-09-01
030200322_,9,1.0,insufficient_history,2026-09-01
030200322_,10,1.0,insufficient_history,2026-09-01
030200322_,11,1.0,insufficient_history,2026-09-01
030200322_,12,1.0,insufficient_history,2026-09-01
030200323_,1,1.0,insufficient_history,2026-09-01
030200323_,2,1.0,insufficient_history,2026-09-01
030200323_,3,1.0,insufficient_history,2026-09-01
030200323_,4,1.0,insufficient_history,2026-09-01
030200323_,5,1.0,insufficient_history,2026-09-01
030200323_,6,1.0,insufficient_history,2026-09-01
030200323_,7,1.0,insufficient_history,2026-09-01
030200323_,8,1.0,insufficient_history,2026-09-01
030200323_,9,1.0,insufficient_history,2026-09-01
030200323_,10,1.0,insufficient_history,2026-09-01
030200323_,11,1.0,insufficient_history,2026-09-01
030200323_,12,1.0,insufficient_history,2026-09-01
030200330_,1,1.0,insufficient_history,2026-09-01
030200330_,2,1.0,insufficient_history,2026-09-01
030200330_,3,1.0,insufficient_history,2026-09-01
030200330_,4,1.0,insufficient_history,2026-09-01
030200330_,5,1.0,insufficient_history,2026-09-01
030200330_,6,1.0,insufficient_history,2026-09-01
030200330_,7,1.0,insufficient_history,2026-09-01
030200330_,8,1.0,insufficient_history,2026-09-01
030200330_,9,1.0,insufficient_history,2026-09-01
030200330_,10,1.0,insufficient_history,2026-09-01
030200330_,11,1.0,insufficient_history,2026-09-01
030200330_,12,1.0,insufficient_history,2026-09-01
030200331_,1,1.0,insufficient_history,2026-09-01
030200331_,2,1.0,insufficient_history,2026-09-01
030200331_,3,1.0,insufficient_history,2026-09-01
030200331_,4,1.0,insufficient_history,2026-09-01
030200331_,5,1.0,insufficient_history,2026-09-01
030200331_,6,1.0,insufficient_history,2026-09-01
030200331_,7,1.0,insufficient_history,2026-09-01
030200331_,8,1.0,insufficient_history,2026-09-01
030200331_,9,1.0,insufficient_history,2026-09-01
030200331_,10,1.0,insufficient_history,2026-09-01
030200331_,11,1.0,insufficient_history,2026-09-01
030200331_,12,1.0,insufficient_history,2026-09-01
030200345,1,1.0,insufficient_history,2026-09-01
030200345,2,1.0,insufficient_history,2026-09-01
030200345,3,1.0,insufficient_history,2026-09-01
030200345,4,1.0,insufficient_history,2026-09-01
030200345,5,1.0,insufficient_history,2026-09-01
030200345,6,1.0,insufficient_history,2026-09-01
030200345,7,1.0,insufficient_history,2026-09-01
030200345,8,1.0,insufficient_history,2026-09-01
030200345,9,1.0,insufficient_history,2026-09-01
030200345,10,1.0,insufficient_history,2026-09-01
030200345,11,1.0,insufficient_history,2026-09-01
030200345,12,1.0,insufficient_history,2026-09-01
030200372_,1,1.0,insufficient_history,2026-09-01
030200372_,2,1.0,insufficient_history,2026-09-01
030200372_,3,1.0,insufficient_history,2026-09-01
030200372_,4,1.0,insufficient_history,2026-09-01
030200372_,5,1.0,insufficient_history,2026-09-01
030200372_,6,1.0,insufficient_history,2026-09-01
030200372_,7,1.0,insufficient_history,2026-09-01
030200372_,8,1.0,insufficient_history,2026-09-01
030200372_,9,1.0,insufficient_history,2026-09-01
030200372_,10,1.0,insufficient_history,2026-09-01
030200372_,11,1.0,insufficient_history,2026-09-01
030200372_,12,1.0,insufficient_history,2026-09-01
030200375_,1,1.0,insufficient_history,2026-09-01
030200375_,2,1.0,insufficient_history,2026-09-01
030200375_,3,1.0,insufficient_history,2026-09-01
030200375_,4,1.0,insufficient_history,2026-09-01
030200375_,5,1.0,insufficient_history,2026-09-01
030200375_,6,1.0,insufficient_history,2026-09-01
030200375_,7,1.0,insufficient_history,2026-09-01
030200375_,8,1.0,insufficient_history,2026-09-01
030200375_,9,1.0,insufficient_history,2026-09-01
030200375_,10,1.0,insufficient_history,2026-09-01
030200375_,11,1.0,insufficient_history,2026-09-01
030200375_,12,1.0,insufficient_history,2026-09-01
030200379_,1,1.0,insufficient_history,2026-09-01
030200379_,2,1.0,insufficient_history,2026-09-01
030200379_,3,1.0,insufficient_history,2026-09-01
030200379_,4,1.0,insufficient_history,2026-09-01
030200379_,5,1.0,insufficient_history,2026-09-01
030200379_,6,1.0,insufficient_history,2026-09-01
030200379_,7,1.0,insufficient_history,2026-09-01
030200379_,8,1.0,insufficient_history,2026-09-01
030200379_,9,1.0,insufficient_history,2026-09-01
030200379_,10,1.0,insufficient_history,2026-09-01
030200379_,11,1.0,insufficient_history,2026-09-01
