sku,month,sales_qty_raw,sales_status,unit,is_complete_month,target_qty,stock_qty_model,lag_1,lag_2,lag_3,lag_6,lag_12,opening_stock_lag_1,history_calendar_months,history_observed_months,mean_3,observations_3,mean_6,observations_6,std_6,missing_share_6,zero_share_6,month_number,days_in_month,history_sufficient,stock_qty_raw,stock_status
130300028_,2026-06-01,,blank,шт,True,,,30.0,182.0,95.0,524.0,94.0,,29,25,102.33333333333333,3.0,207.75,4.0,219.83687133872724,0.33333333333333337,0.0,6,30,True,996.0,observed
130300028_,2026-07-01,134.0,observed,шт,True,134.0,,,30.0,182.0,,183.0,,30,25,106.0,2.0,102.33333333333333,3.0,76.26488925667933,0.5,0.0,7,31,True,996.0,observed
130300028_,2026-08-01,388.0,observed,шт,True,388.0,,134.0,,30.0,,170.0,,31,26,82.0,2.0,110.25,4.0,64.25145912740152,0.33333333333333337,0.0,8,31,True,864.0,observed
130300028_,2026-09-01,187.0,observed,шт,False,,,388.0,134.0,,95.0,202.0,,32,27,261.0,2.0,165.8,5.0,136.10731060453767,0.16666666666666663,0.0,9,30,True,196.0,observed
280300174_,2024-01-01,596.0,observed,шт,True,596.0,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,1891.0,observed
280300174_,2024-02-01,229.0,observed,шт,True,229.0,,596.0,,,,,,1,1,596.0,1.0,596.0,1.0,,0.0,0.0,2,29,False,1095.0,observed
280300174_,2024-03-01,347.0,observed,шт,True,347.0,,229.0,596.0,,,,,2,2,412.5,2.0,412.5,2.0,259.50818869546293,0.0,0.0,3,31,False,866.0,observed
280300174_,2024-04-01,824.0,observed,шт,True,824.0,,347.0,229.0,596.0,,,,3,3,390.6666666666667,3.0,390.6666666666667,3.0,187.35616705444562,0.0,0.0,4,30,True,1918.0,observed
280300174_,2024-05-01,1433.0,observed,шт,True,1433.0,,824.0,347.0,229.0,,,,4,4,466.6666666666667,3.0,499.0,4.0,265.228203628498,0.0,0.0,5,31,True,8619.0,observed
280300174_,2024-06-01,1162.0,observed,шт,True,1162.0,,1433.0,824.0,347.0,,,,5,5,868.0,3.0,685.8,5.0,476.68721400935436,0.0,0.0,6,30,True,7186.0,observed
280300174_,2024-07-01,843.0,observed,шт,True,843.0,,1162.0,1433.0,824.0,596.0,,,6,6,1139.6666666666667,3.0,765.1666666666666,6.0,468.59253799721,0.0,0.0,7,31,True,5849.0,observed
280300174_,2024-08-01,237.0,observed,шт,True,237.0,,843.0,1162.0,1433.0,229.0,,,7,7,1146.0,3.0,806.3333333333334,6.0,461.55548601080096,0.0,0.0,8,31,True,6581.0,observed
280300174_,2024-09-01,776.0,observed,шт,True,776.0,,237.0,843.0,1162.0,347.0,,,8,8,747.3333333333334,3.0,807.6666666666666,6.0,459.5613850909002,0.0,0.0,9,30,True,6344.0,observed
280300174_,2024-10-01,1211.0,observed,шт,True,1211.0,,776.0,237.0,843.0,824.0,,,9,9,618.6666666666666,3.0,879.1666666666666,6.0,403.5093142254174,0.0,0.0,10,31,True,6093.0,observed
280300174_,2024-11-01,1005.0,observed,шт,True,1005.0,,1211.0,776.0,237.0,1433.0,,,10,10,741.3333333333334,3.0,943.6666666666666,6.0,423.36918483359966,0.0,0.0,11,30,True,4005.0,observed
280300174_,2024-12-01,373.0,observed,шт,True,373.0,,1005.0,1211.0,776.0,1162.0,,,11,11,997.3333333333334,3.0,872.3333333333334,6.0,354.96234542084414,0.0,0.0,12,31,True,3030.0,observed
280300174_,2025-01-01,579.0,observed,шт,True,579.0,,373.0,1005.0,1211.0,843.0,596.0,,12,12,863.0,3.0,740.8333333333334,6.0,371.9314004849103,0.0,0.0,1,31,True,4066.0,observed
280300174_,2025-02-01,383.0,observed,шт,True,383.0,,579.0,373.0,1005.0,237.0,229.0,,13,13,652.3333333333334,3.0,696.8333333333334,6.0,373.041776034088,0.0,0.0,2,28,True,3438.0,observed
280300174_,2025-03-01,944.0,observed,шт,True,944.0,,383.0,579.0,373.0,776.0,347.0,,14,14,445.0,3.0,721.1666666666666,6.0,340.3800327085399,0.0,0.0,3,31,True,4135.0,observed
280300174_,2025-04-01,614.0,observed,шт,True,614.0,,944.0,383.0,579.0,1211.0,824.0,,15,15,635.3333333333334,3.0,749.1666666666666,6.0,352.48739930197036,0.0,0.0,4,30,True,5466.0,observed
280300174_,2025-05-01,480.0,observed,шт,True,480.0,,614.0,944.0,383.0,1005.0,1433.0,,16,16,647.0,3.0,649.6666666666666,6.0,270.8561733958942,0.0,0.0,5,31,True,4852.0,observed
280300174_,2025-06-01,764.0,observed,шт,True,764.0,,480.0,614.0,944.0,373.0,1162.0,,17,17,679.3333333333334,3.0,562.1666666666666,6.0,211.37778186618084,0.0,0.0,6,30,True,4372.0,observed
280300174_,2025-07-01,581.0,observed,шт,True,581.0,,764.0,480.0,614.0,579.0,843.0,,18,18,619.3333333333334,3.0,627.3333333333334,6.0,201.43253626628126,0.0,0.0,7,31,True,3610.0,observed
280300174_,2025-08-01,621.0,observed,шт,True,621.0,,581.0,764.0,480.0,383.0,237.0,,19,19,608.3333333333334,3.0,627.6666666666666,6.0,201.33818978690238,0.0,0.0,8,31,True,3204.0,observed
280300174_,2025-09-01,959.0,observed,шт,True,959.0,,621.0,581.0,764.0,944.0,776.0,,20,20,655.3333333333334,3.0,667.3333333333334,6.0,163.35686905259507,0.0,0.0,9,30,True,2585.0,observed
280300174_,2025-10-01,164.0,observed,шт,True,164.0,,959.0,621.0,581.0,614.0,1211.0,,21,21,720.3333333333334,3.0,669.8333333333334,6.0,168.47245076470722,0.0,0.0,10,31,True,2151.0,observed
280300174_,2025-11-01,265.0,observed,шт,True,265.0,,164.0,959.0,621.0,480.0,1005.0,,22,22,581.3333333333334,3.0,594.8333333333334,6.0,268.66887922993004,0.0,0.0,11,30,True,3562.0,observed
280300174_,2025-12-01,227.0,observed,шт,True,227.0,,265.0,164.0,959.0,764.0,373.0,,23,23,462.6666666666667,3.0,559.0,6.0,299.60440584210386,0.0,0.0,12,31,True,3501.0,observed
280300174_,2026-01-01,878.0,observed,шт,True,878.0,,227.0,265.0,164.0,581.0,579.0,,24,24,218.66666666666666,3.0,469.5,6.0,306.2520204014989,0.0,0.0,1,31,True,2924.0,observed
280300174_,2026-02-01,1411.0,observed,шт,True,1411.0,,878.0,227.0,265.0,621.0,383.0,,25,25,456.6666666666667,3.0,519.0,6.0,348.9097304461429,0.0,0.0,2,28,True,2047.0,observed
280300174_,2026-03-01,1586.0,observed,шт,True,1586.0,,1411.0,878.0,227.0,959.0,944.0,,26,26,838.6666666666666,3.0,650.6666666666666,6.0,507.92387881125137,0.0,0.0,3,31,True,986.0,observed
280300174_,2026-04-01,106.0,observed,шт,True,106.0,,1586.0,1411.0,878.0,164.0,614.0,,27,27,1291.6666666666667,3.0,755.1666666666666,6.0,633.1178142073296,0.0,0.0,4,30,True,1154.0,observed
280300174_,2026-05-01,535.0,observed,шт,True,535.0,,106.0,1586.0,1411.0,265.0,480.0,,28,28,1034.3333333333333,3.0,745.5,6.0,644.2933338162053,0.0,0.0,5,31,True,2802.0,observed
280300174_,2026-06-01,227.0,observed,шт,True,227.0,,535.0,106.0,1586.0,227.0,764.0,,29,29,742.3333333333334,3.0,790.5,6.0,612.6743833391438,0.0,0.0,6,30,True,2447.0,observed
280300174_,2026-07-01,1232.0,observed,шт,True,1232.0,,227.0,535.0,106.0,878.0,581.0,,30,30,289.3333333333333,3.0,790.5,6.0,612.6743833391438,0.0,0.0,7,31,True,2570.0,observed
280300174_,2026-08-01,1701.0,observed,шт,True,1701.0,,1232.0,227.0,535.0,1411.0,621.0,,31,31,664.6666666666666,3.0,849.5,6.0,639.2541748006031,0.0,0.0,8,31,True,1690.0,observed
280300174_,2026-09-01,398.0,observed,шт,False,,,1701.0,1232.0,227.0,1586.0,959.0,,32,32,1053.3333333333333,3.0,897.8333333333334,6.0,698.4243457001386,0.0,0.0,9,30,True,1758.0,observed
300100003_,2024-01-01,3.0,observed,шт,True,3.0,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,241.0,observed
300100003_,2024-02-01,,blank,шт,True,,,3.0,,,,,,1,1,3.0,1.0,3.0,1.0,,0.0,0.0,2,29,False,238.0,observed
300100003_,2024-03-01,1.0,observed,шт,True,1.0,,,3.0,,,,,2,1,3.0,1.0,3.0,1.0,,0.5,0.0,3,31,False,238.0,observed
300100003_,2024-04-01,,blank,шт,True,,,1.0,,3.0,,,,3,2,2.0,2.0,2.0,2.0,1.4142135623730951,0.33333333333333337,0.0,4,30,False,237.0,observed
300100003_,2024-05-01,9.0,observed,шт,True,9.0,,,1.0,,,,,4,2,1.0,1.0,2.0,2.0,1.4142135623730951,0.5,0.0,5,31,False,237.0,observed
300100003_,2024-06-01,26.0,observed,шт,True,26.0,,9.0,,1.0,,,,5,3,5.0,2.0,4.333333333333333,3.0,4.163331998932265,0.4,0.0,6,30,True,228.0,observed
300100003_,2024-07-01,,blank,шт,True,,,26.0,9.0,,3.0,,,6,4,17.5,2.0,9.75,4.0,11.354147553500733,0.33333333333333337,0.0,7,31,True,202.0,observed
300100003_,2024-08-01,,blank,шт,True,,,,26.0,9.0,,,,7,4,17.5,2.0,12.0,3.0,12.767145334803704,0.5,0.0,8,31,True,203.0,observed
300100003_,2024-09-01,2.0,observed,шт,True,2.0,,,,26.0,1.0,,,8,4,26.0,1.0,12.0,3.0,12.767145334803704,0.5,0.0,9,30,True,203.0,observed
300100003_,2024-10-01,,blank,шт,True,,,2.0,,,,,,9,5,2.0,1.0,12.333333333333334,3.0,12.34233905438241,0.5,0.0,10,31,True,201.0,observed
300100003_,2024-11-01,,blank,шт,True,,,,2.0,,9.0,,,10,5,2.0,1.0,12.333333333333334,3.0,12.34233905438241,0.5,0.0,11,30,True,201.0,observed
300100003_,2024-12-01,,blank,шт,True,,,,,2.0,26.0,,,11,5,2.0,1.0,14.0,2.0,16.97056274847714,0.6666666666666667,0.0,12,31,True,201.0,observed
300100003_,2025-01-01,,blank,шт,True,,,,,,,3.0,,12,5,,0.0,2.0,1.0,,0.8333333333333334,0.0,1,31,True,201.0,observed
300100003_,2025-02-01,1.0,observed,шт,True,1.0,,,,,,,,13,5,,0.0,2.0,1.0,,0.8333333333333334,0.0,2,28,True,201.0,observed
300100003_,2025-03-01,,blank,шт,True,,,1.0,,,2.0,1.0,,14,6,1.0,1.0,1.5,2.0,0.7071067811864646,0.6666666666666667,0.0,3,31,True,200.0,observed
300100003_,2025-04-01,,blank,шт,True,,,,1.0,,,,,15,6,1.0,1.0,1.0,1.0,,0.8333333333333334,0.0,4,30,True,200.0,observed
300100003_,2025-05-01,,blank,шт,True,,,,,1.0,,9.0,,16,6,1.0,1.0,1.0,1.0,,0.8333333333333334,0.0,5,31,True,200.0,observed
300100003_,2025-06-01,1.0,observed,шт,True,1.0,,,,,,26.0,,17,6,,0.0,1.0,1.0,,0.8333333333333334,0.0,6,30,True,276.0,observed
300100003_,2025-07-01,,blank,шт,True,,,1.0,,,,,,18,7,1.0,1.0,1.0,2.0,0.0,0.6666666666666667,0.0,7,31,True,275.0,observed
300100003_,2025-08-01,,blank,шт,True,,,,1.0,,1.0,,,19,7,1.0,1.0,1.0,2.0,0.0,0.6666666666666667,0.0,8,31,True,352.0,observed
300100003_,2025-09-01,,blank,шт,True,,,,,1.0,,2.0,,20,7,1.0,1.0,1.0,1.0,,0.8333333333333334,0.0,9,30,True,352.0,observed
300100003_,2025-10-01,,blank,шт,True,,,,,,,,,21,7,,0.0,1.0,1.0,,0.8333333333333334,0.0,10,31,True,352.0,observed
300100003_,2025-11-01,2.0,observed,шт,True,2.0,,,,,,,,22,7,,0.0,1.0,1.0,,0.8333333333333334,0.0,11,30,True,352.0,observed
300100003_,2025-12-01,,blank,шт,True,,,2.0,,,1.0,,,23,8,2.0,1.0,1.5,2.0,0.7071067811864646,0.6666666666666667,0.0,12,31,True,,blank
300100003_,2026-01-01,,blank,шт,True,,,,2.0,,,,,24,8,2.0,1.0,2.0,1.0,,0.8333333333333334,0.0,1,31,True,,blank
300100003_,2026-02-01,,blank,шт,True,,,,,2.0,,1.0,,25,8,2.0,1.0,2.0,1.0,,0.8333333333333334,0.0,2,28,True,,blank
300100003_,2026-03-01,,blank,шт,True,,,,,,,,,26,8,,0.0,2.0,1.0,,0.8333333333333334,0.0,3,31,True,,blank
300100003_,2026-04-01,,blank,шт,True,,,,,,,,,27,8,,0.0,2.0,1.0,,0.8333333333333334,0.0,4,30,True,,blank
300100003_,2026-05-01,,blank,шт,True,,,,,,2.0,,,28,8,,0.0,2.0,1.0,,0.8333333333333334,0.0,5,31,True,,blank
300100003_,2026-06-01,,blank,шт,True,,,,,,,1.0,,29,8,,0.0,,0.0,,1.0,,6,30,True,,blank
300100003_,2026-07-01,,blank,шт,True,,,,,,,,,30,8,,0.0,,0.0,,1.0,,7,31,True,,blank
300100003_,2026-08-01,,blank,шт,True,,,,,,,,,31,8,,0.0,,0.0,,1.0,,8,31,True,,blank
300100003_,2026-09-01,,blank,шт,False,,,,,,,,,32,8,,0.0,,0.0,,1.0,,9,30,True,,blank
300100004_,2024-01-01,,not_in_source,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,1.0,observed
300100004_,2024-02-01,,not_in_source,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,1.0,observed
300100004_,2024-03-01,,not_in_source,шт,True,,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,1.0,observed
300100004_,2024-04-01,,not_in_source,шт,True,,,,,,,,,3,0,,0.0,,0.0,,1.0,,4,30,False,1.0,observed
300100004_,2024-05-01,,not_in_source,шт,True,,,,,,,,,4,0,,0.0,,0.0,,1.0,,5,31,False,1.0,observed
300100004_,2024-06-01,,not_in_source,шт,True,,,,,,,,,5,0,,0.0,,0.0,,1.0,,6,30,False,1.0,observed
300100004_,2024-07-01,,not_in_source,шт,True,,,,,,,,,6,0,,0.0,,0.0,,1.0,,7,31,False,1.0,observed
300100004_,2024-08-01,,not_in_source,шт,True,,,,,,,,,7,0,,0.0,,0.0,,1.0,,8,31,False,9.0,observed
300100004_,2024-09-01,,not_in_source,шт,True,,,,,,,,,8,0,,0.0,,0.0,,1.0,,9,30,False,9.0,observed
300100004_,2024-10-01,,not_in_source,шт,True,,,,,,,,,9,0,,0.0,,0.0,,1.0,,10,31,False,9.0,observed
300100004_,2024-11-01,,not_in_source,шт,True,,,,,,,,,10,0,,0.0,,0.0,,1.0,,11,30,False,9.0,observed
300100004_,2024-12-01,,not_in_source,шт,True,,,,,,,,,11,0,,0.0,,0.0,,1.0,,12,31,False,9.0,observed
300100004_,2025-01-01,,not_in_source,шт,True,,,,,,,,,12,0,,0.0,,0.0,,1.0,,1,31,False,5.0,observed
300100004_,2025-02-01,,not_in_source,шт,True,,,,,,,,,13,0,,0.0,,0.0,,1.0,,2,28,False,1.0,observed
300100004_,2025-03-01,,not_in_source,шт,True,,,,,,,,,14,0,,0.0,,0.0,,1.0,,3,31,False,1.0,observed
300100004_,2025-04-01,,not_in_source,шт,True,,,,,,,,,15,0,,0.0,,0.0,,1.0,,4,30,False,1.0,observed
300100004_,2025-05-01,,not_in_source,шт,True,,,,,,,,,16,0,,0.0,,0.0,,1.0,,5,31,False,1.0,observed
300100004_,2025-06-01,,not_in_source,шт,True,,,,,,,,,17,0,,0.0,,0.0,,1.0,,6,30,False,1.0,observed
300100004_,2025-07-01,,not_in_source,шт,True,,,,,,,,,18,0,,0.0,,0.0,,1.0,,7,31,False,1.0,observed
300100004_,2025-08-01,,not_in_source,шт,True,,,,,,,,,19,0,,0.0,,0.0,,1.0,,8,31,False,1.0,observed
300100004_,2025-09-01,,not_in_source,шт,True,,,,,,,,,20,0,,0.0,,0.0,,1.0,,9,30,False,1.0,observed
300100004_,2025-10-01,,not_in_source,шт,True,,,,,,,,,21,0,,0.0,,0.0,,1.0,,10,31,False,1.0,observed
300100004_,2025-11-01,,not_in_source,шт,True,,,,,,,,,22,0,,0.0,,0.0,,1.0,,11,30,False,1.0,observed
300100004_,2025-12-01,,not_in_source,шт,True,,,,,,,,,23,0,,0.0,,0.0,,1.0,,12,31,False,,blank
300100004_,2026-01-01,,not_in_source,шт,True,,,,,,,,,24,0,,0.0,,0.0,,1.0,,1,31,False,4.0,observed
300100004_,2026-02-01,,not_in_source,шт,True,,,,,,,,,25,0,,0.0,,0.0,,1.0,,2,28,False,4.0,observed
300100004_,2026-03-01,,not_in_source,шт,True,,,,,,,,,26,0,,0.0,,0.0,,1.0,,3,31,False,4.0,observed
300100004_,2026-04-01,,not_in_source,шт,True,,,,,,,,,27,0,,0.0,,0.0,,1.0,,4,30,False,4.0,observed
300100004_,2026-05-01,,not_in_source,шт,True,,,,,,,,,28,0,,0.0,,0.0,,1.0,,5,31,False,4.0,observed
300100004_,2026-06-01,,not_in_source,шт,True,,,,,,,,,29,0,,0.0,,0.0,,1.0,,6,30,False,4.0,observed
300100004_,2026-07-01,,not_in_source,шт,True,,,,,,,,,30,0,,0.0,,0.0,,1.0,,7,31,False,4.0,observed
300100004_,2026-08-01,,not_in_source,шт,True,,,,,,,,,31,0,,0.0,,0.0,,1.0,,8,31,False,4.0,observed
300100004_,2026-09-01,,not_in_source,шт,False,,,,,,,,,32,0,,0.0,,0.0,,1.0,,9,30,False,4.0,observed
300100006_,2024-01-01,1.0,observed,шт,True,1.0,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,165.0,observed
300100006_,2024-02-01,,blank,шт,True,,,1.0,,,,,,1,1,1.0,1.0,1.0,1.0,,0.0,0.0,2,29,False,164.0,observed
300100006_,2024-03-01,4.0,observed,шт,True,4.0,,,1.0,,,,,2,1,1.0,1.0,1.0,1.0,,0.5,0.0,3,31,False,164.0,observed
300100006_,2024-04-01,,blank,шт,True,,,4.0,,1.0,,,,3,2,2.5,2.0,2.5,2.0,2.1213203435596424,0.33333333333333337,0.0,4,30,False,160.0,observed
300100006_,2024-05-01,3.0,observed,шт,True,3.0,,,4.0,,,,,4,2,4.0,1.0,2.5,2.0,2.1213203435596424,0.5,0.0,5,31,False,160.0,observed
300100006_,2024-06-01,2.0,observed,шт,True,2.0,,3.0,,4.0,,,,5,3,3.5,2.0,2.6666666666666665,3.0,1.5275252316519468,0.4,0.0,6,30,True,157.0,observed
300100006_,2024-07-01,,blank,шт,True,,,2.0,3.0,,1.0,,,6,4,2.5,2.0,2.5,4.0,1.2909944487358056,0.33333333333333337,0.0,7,31,True,155.0,observed
300100006_,2024-08-01,,blank,шт,True,,,,2.0,3.0,,,,7,4,2.5,2.0,3.0,3.0,1.0,0.5,0.0,8,31,True,313.0,observed
300100006_,2024-09-01,3.0,observed,шт,True,3.0,,,,2.0,4.0,,,8,4,2.0,1.0,3.0,3.0,1.0,0.5,0.0,9,30,True,313.0,observed
300100006_,2024-10-01,1.0,observed,шт,True,1.0,,3.0,,,,,,9,5,3.0,1.0,2.6666666666666665,3.0,0.5773502691896258,0.5,0.0,10,31,True,310.0,observed
300100006_,2024-11-01,,blank,шт,True,,,1.0,3.0,,3.0,,,10,6,2.0,2.0,2.25,4.0,0.9574271077563381,0.33333333333333337,0.0,11,30,True,309.0,observed
300100006_,2024-12-01,,blank,шт,True,,,,1.0,3.0,2.0,,,11,6,2.0,2.0,2.0,3.0,1.0,0.5,0.0,12,31,True,309.0,observed
300100006_,2025-01-01,,blank,шт,True,,,,,1.0,,1.0,,12,6,1.0,1.0,2.0,2.0,1.4142135623730951,0.6666666666666667,0.0,1,31,True,309.0,observed
300100006_,2025-02-01,,blank,шт,True,,,,,,,,,13,6,,0.0,2.0,2.0,1.4142135623730951,0.6666666666666667,0.0,2,28,True,309.0,observed
300100006_,2025-03-01,,blank,шт,True,,,,,,3.0,4.0,,14,6,,0.0,2.0,2.0,1.4142135623730951,0.6666666666666667,0.0,3,31,True,309.0,observed
300100006_,2025-04-01,,blank,шт,True,,,,,,1.0,,,15,6,,0.0,1.0,1.0,,0.8333333333333334,0.0,4,30,True,309.0,observed
300100006_,2025-05-01,,blank,шт,True,,,,,,,3.0,,16,6,,0.0,,0.0,,1.0,,5,31,True,309.0,observed
300100006_,2025-06-01,2.0,observed,шт,True,2.0,,,,,,2.0,,17,6,,0.0,,0.0,,1.0,,6,30,True,425.0,observed
300100006_,2025-07-01,,blank,шт,True,,,2.0,,,,,,18,7,2.0,1.0,2.0,1.0,,0.8333333333333334,0.0,7,31,True,423.0,observed
300100006_,2025-08-01,,blank,шт,True,,,,2.0,,,,,19,7,2.0,1.0,2.0,1.0,,0.8333333333333334,0.0,8,31,True,474.0,observed
300100006_,2025-09-01,,blank,шт,True,,,,,2.0,,3.0,,20,7,2.0,1.0,2.0,1.0,,0.8333333333333334,0.0,9,30,True,474.0,observed
300100006_,2025-10-01,6.0,observed,шт,True,6.0,,,,,,1.0,,21,7,,0.0,2.0,1.0,,0.8333333333333334,0.0,10,31,True,474.0,observed
300100006_,2025-11-01,2.0,observed,шт,True,2.0,,6.0,,,,,,22,8,6.0,1.0,4.0,2.0,2.8284271247461903,0.6666666666666667,0.0,11,30,True,468.0,observed
300100006_,2025-12-01,,blank,шт,True,,,2.0,6.0,,2.0,,,23,9,4.0,2.0,3.3333333333333335,3.0,2.3094010767585034,0.5,0.0,12,31,True,,blank
300100006_,2026-01-01,,blank,шт,True,,,,2.0,6.0,,,,24,9,4.0,2.0,4.0,2.0,2.8284271247461903,0.6666666666666667,0.0,1,31,True,,blank
300100006_,2026-02-01,,blank,шт,True,,,,,2.0,,,,25,9,2.0,1.0,4.0,2.0,2.8284271247461903,0.6666666666666667,0.0,2,28,True,,blank
300100006_,2026-03-01,,blank,шт,True,,,,,,,,,26,9,,0.0,4.0,2.0,2.8284271247461903,0.6666666666666667,0.0,3,31,True,,blank
300100006_,2026-04-01,,blank,шт,True,,,,,,6.0,,,27,9,,0.0,4.0,2.0,2.8284271247461903,0.6666666666666667,0.0,4,30,True,,blank
300100006_,2026-05-01,,blank,шт,True,,,,,,2.0,,,28,9,,0.0,2.0,1.0,,0.8333333333333334,0.0,5,31,True,,blank
300100006_,2026-06-01,,blank,шт,True,,,,,,,2.0,,29,9,,0.0,,0.0,,1.0,,6,30,True,,blank
300100006_,2026-07-01,,blank,шт,True,,,,,,,,,30,9,,0.0,,0.0,,1.0,,7,31,True,,blank
300100006_,2026-08-01,,blank,шт,True,,,,,,,,,31,9,,0.0,,0.0,,1.0,,8,31,True,,blank
300100006_,2026-09-01,,blank,шт,False,,,,,,,,,32,9,,0.0,,0.0,,1.0,,9,30,True,,blank
300100012_,2024-01-01,3.0,observed,шт,True,3.0,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,10.0,observed
300100012_,2024-02-01,,blank,шт,True,,,3.0,,,,,,1,1,3.0,1.0,3.0,1.0,,0.0,0.0,2,29,False,7.0,observed
300100012_,2024-03-01,,blank,шт,True,,,,3.0,,,,,2,1,3.0,1.0,3.0,1.0,,0.5,0.0,3,31,False,7.0,observed
300100012_,2024-04-01,,blank,шт,True,,,,,3.0,,,,3,1,3.0,1.0,3.0,1.0,,0.6666666666666667,0.0,4,30,False,7.0,observed
300100012_,2024-05-01,,blank,шт,True,,,,,,,,,4,1,,0.0,3.0,1.0,,0.75,0.0,5,31,False,7.0,observed
300100012_,2024-06-01,,blank,шт,True,,,,,,,,,5,1,,0.0,3.0,1.0,,0.8,0.0,6,30,False,7.0,observed
300100012_,2024-07-01,,blank,шт,True,,,,,,3.0,,,6,1,,0.0,3.0,1.0,,0.8333333333333334,0.0,7,31,False,7.0,observed
300100012_,2024-08-01,,blank,шт,True,,,,,,,,,7,1,,0.0,,0.0,,1.0,,8,31,False,8.0,observed
300100012_,2024-09-01,,blank,шт,True,,,,,,,,,8,1,,0.0,,0.0,,1.0,,9,30,False,8.0,observed
300100012_,2024-10-01,,blank,шт,True,,,,,,,,,9,1,,0.0,,0.0,,1.0,,10,31,False,8.0,observed
300100012_,2024-11-01,,blank,шт,True,,,,,,,,,10,1,,0.0,,0.0,,1.0,,11,30,False,8.0,observed
300100012_,2024-12-01,,blank,шт,True,,,,,,,,,11,1,,0.0,,0.0,,1.0,,12,31,False,8.0,observed
300100012_,2025-01-01,,blank,шт,True,,,,,,,3.0,,12,1,,0.0,,0.0,,1.0,,1,31,False,8.0,observed
300100012_,2025-02-01,,blank,шт,True,,,,,,,,,13,1,,0.0,,0.0,,1.0,,2,28,False,8.0,observed
300100012_,2025-03-01,,blank,шт,True,,,,,,,,,14,1,,0.0,,0.0,,1.0,,3,31,False,8.0,observed
300100012_,2025-04-01,,blank,шт,True,,,,,,,,,15,1,,0.0,,0.0,,1.0,,4,30,False,8.0,observed
300100012_,2025-05-01,,blank,шт,True,,,,,,,,,16,1,,0.0,,0.0,,1.0,,5,31,False,8.0,observed
300100012_,2025-06-01,,blank,шт,True,,,,,,,,,17,1,,0.0,,0.0,,1.0,,6,30,False,8.0,observed
300100012_,2025-07-01,,blank,шт,True,,,,,,,,,18,1,,0.0,,0.0,,1.0,,7,31,False,8.0,observed
300100012_,2025-08-01,,blank,шт,True,,,,,,,,,19,1,,0.0,,0.0,,1.0,,8,31,False,18.0,observed
300100012_,2025-09-01,,blank,шт,True,,,,,,,,,20,1,,0.0,,0.0,,1.0,,9,30,False,18.0,observed
300100012_,2025-10-01,,blank,шт,True,,,,,,,,,21,1,,0.0,,0.0,,1.0,,10,31,False,18.0,observed
300100012_,2025-11-01,,blank,шт,True,,,,,,,,,22,1,,0.0,,0.0,,1.0,,11,30,False,18.0,observed
300100012_,2025-12-01,,blank,шт,True,,,,,,,,,23,1,,0.0,,0.0,,1.0,,12,31,False,,blank
300100012_,2026-01-01,,blank,шт,True,,,,,,,,,24,1,,0.0,,0.0,,1.0,,1,31,False,,blank
300100012_,2026-02-01,,blank,шт,True,,,,,,,,,25,1,,0.0,,0.0,,1.0,,2,28,False,,blank
300100012_,2026-03-01,,blank,шт,True,,,,,,,,,26,1,,0.0,,0.0,,1.0,,3,31,False,,blank
300100012_,2026-04-01,,blank,шт,True,,,,,,,,,27,1,,0.0,,0.0,,1.0,,4,30,False,,blank
300100012_,2026-05-01,,blank,шт,True,,,,,,,,,28,1,,0.0,,0.0,,1.0,,5,31,False,,blank
300100012_,2026-06-01,,blank,шт,True,,,,,,,,,29,1,,0.0,,0.0,,1.0,,6,30,False,,blank
300100012_,2026-07-01,,blank,шт,True,,,,,,,,,30,1,,0.0,,0.0,,1.0,,7,31,False,,blank
300100012_,2026-08-01,,blank,шт,True,,,,,,,,,31,1,,0.0,,0.0,,1.0,,8,31,False,,blank
300100012_,2026-09-01,,blank,шт,False,,,,,,,,,32,1,,0.0,,0.0,,1.0,,9,30,False,,blank
300100015_,2024-01-01,,blank,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,108.0,observed
300100015_,2024-02-01,,blank,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,108.0,observed
300100015_,2024-03-01,30.0,observed,шт,True,30.0,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,108.0,observed
300100015_,2024-04-01,4.0,observed,шт,True,4.0,,30.0,,,,,,3,1,30.0,1.0,30.0,1.0,,0.6666666666666667,0.0,4,30,False,78.0,observed
300100015_,2024-05-01,,blank,шт,True,,,4.0,30.0,,,,,4,2,17.0,2.0,17.0,2.0,18.384776310850235,0.5,0.0,5,31,False,74.0,observed
300100015_,2024-06-01,,blank,шт,True,,,,4.0,30.0,,,,5,2,17.0,2.0,17.0,2.0,18.384776310850235,0.6,0.0,6,30,False,74.0,observed
300100015_,2024-07-01,,blank,шт,True,,,,,4.0,,,,6,2,4.0,1.0,17.0,2.0,18.384776310850235,0.6666666666666667,0.0,7,31,False,74.0,observed
