target_month,sku,unit,month_number,days_in_month,lag_1,lag_2,lag_3,lag_6,lag_12,mean_3,mean_6,std_6,observations_3,observations_6,missing_share_6,zero_share_6,history_observed_months,history_calendar_months,opening_stock_lag_1,target_qty,split
2025-11-01,010400432_,шт,11,30,12.0,1.0,18.0,8.0,15.0,10.333333333333334,8.5,5.890670590009271,3.0,6.0,0.0,0.0,22,22,,5.0,train
2025-12-01,010400432_,шт,12,31,5.0,12.0,1.0,7.0,12.0,6.0,8.0,6.066300355241253,3.0,6.0,0.0,0.0,23,23,,2.0,train
2026-01-01,010400432_,шт,1,31,2.0,5.0,12.0,5.0,15.0,6.333333333333333,7.166666666666667,6.554896388705685,3.0,6.0,0.0,0.0,24,24,,5.0,validation
2026-02-01,010400432_,шт,2,28,5.0,2.0,5.0,18.0,3.0,4.0,7.166666666666667,6.554896388705685,3.0,6.0,0.0,0.0,25,25,,1.0,validation
2026-03-01,010400432_,шт,3,31,1.0,5.0,2.0,1.0,10.0,2.6666666666666665,4.333333333333333,4.179314138308677,3.0,6.0,0.0,0.0,26,26,,6.0,validation
2026-04-01,010400432_,шт,4,30,6.0,1.0,5.0,12.0,13.0,4.0,5.166666666666667,3.868677637987793,3.0,6.0,0.0,0.0,27,27,,8.0,validation
2026-05-01,010400432_,шт,5,31,8.0,6.0,1.0,5.0,8.0,5.0,4.5,2.588435821108984,3.0,6.0,0.0,0.0,28,28,,2.0,validation
2026-06-01,010400432_,шт,6,30,2.0,8.0,6.0,2.0,7.0,5.333333333333333,4.0,2.756809750418069,3.0,6.0,0.0,0.0,29,29,,9.0,validation
2026-07-01,010400432_,шт,7,31,9.0,2.0,8.0,5.0,5.0,6.333333333333333,5.166666666666667,3.1885210782848543,3.0,6.0,0.0,0.0,30,30,,6.0,test
2026-08-01,010400432_,шт,8,31,6.0,9.0,2.0,1.0,18.0,5.666666666666667,5.333333333333333,3.2041639575194667,3.0,6.0,0.0,0.0,31,31,,3.0,test
2024-04-01,010400433_,шт,4,30,3.0,2.0,3.0,,,2.6666666666666665,2.6666666666666665,0.5773502691896258,3.0,3.0,0.0,0.0,3,3,,30.0,train
2024-05-01,010400433_,шт,5,31,30.0,3.0,2.0,,,11.666666666666666,9.5,13.674794331177342,3.0,4.0,0.0,0.0,4,4,,42.0,train
2024-06-01,010400433_,шт,6,30,42.0,30.0,3.0,,,25.0,16.0,18.748333259252675,3.0,5.0,0.0,0.0,5,5,,16.0,train
2024-07-01,010400433_,шт,7,31,16.0,42.0,30.0,3.0,,29.333333333333332,16.0,16.769019053003667,3.0,6.0,0.0,0.0,6,6,,41.0,train
2024-08-01,010400433_,шт,8,31,41.0,16.0,42.0,2.0,,33.0,22.333333333333332,18.00740588387641,3.0,6.0,0.0,0.0,7,7,,51.0,train
2024-09-01,010400433_,шт,9,30,51.0,41.0,16.0,3.0,,36.0,30.5,18.052700628991772,3.0,6.0,0.0,0.0,8,8,,66.0,train
2024-10-01,010400433_,шт,10,31,66.0,51.0,41.0,30.0,,52.666666666666664,41.0,17.158088471621774,3.0,6.0,0.0,0.0,9,9,,72.0,train
2024-11-01,010400433_,шт,11,30,72.0,66.0,51.0,42.0,,63.0,48.0,20.08979840615629,3.0,6.0,0.0,0.0,10,10,,34.0,train
2024-12-01,010400433_,шт,12,31,34.0,72.0,66.0,16.0,,57.333333333333336,46.666666666666664,20.819862311424313,3.0,6.0,0.0,0.0,11,11,,59.0,train
2025-01-01,010400433_,шт,1,31,59.0,34.0,72.0,41.0,3.0,55.0,53.833333333333336,14.634434279010124,3.0,6.0,0.0,0.0,12,12,,30.0,train
2025-02-01,010400433_,шт,2,28,30.0,59.0,34.0,51.0,2.0,41.0,52.0,17.052858997833763,3.0,6.0,0.0,0.0,13,13,,26.0,train
2025-03-01,010400433_,шт,3,31,26.0,30.0,59.0,66.0,3.0,38.333333333333336,47.833333333333336,20.123783607131802,3.0,6.0,0.0,0.0,14,14,,2.0,train
2025-04-01,010400433_,шт,4,30,2.0,26.0,30.0,72.0,30.0,19.333333333333332,37.166666666666664,24.951285872008015,3.0,6.0,0.0,0.0,15,15,,12.0,train
2025-05-01,010400433_,шт,5,31,12.0,2.0,26.0,34.0,42.0,13.333333333333334,27.166666666666668,19.661298702442494,3.0,6.0,0.0,0.0,16,16,,5.0,train
2025-06-01,010400433_,шт,6,30,5.0,12.0,2.0,59.0,16.0,6.333333333333333,22.333333333333332,21.15340792086861,3.0,6.0,0.0,0.0,17,17,,11.0,train
2025-07-01,010400433_,шт,7,31,11.0,5.0,12.0,30.0,41.0,9.333333333333334,14.333333333333334,11.290113669342169,3.0,6.0,0.0,0.0,18,18,,18.0,train
2025-08-01,010400433_,шт,8,31,18.0,11.0,5.0,26.0,51.0,11.333333333333334,12.333333333333334,8.733078876700182,3.0,6.0,0.0,0.0,19,19,,68.0,train
2025-10-01,010400433_,шт,10,31,,68.0,18.0,12.0,72.0,43.0,22.8,25.6846257516048,2.0,5.0,0.16666666666666663,0.0,20,21,,9.0,train
2025-11-01,010400433_,шт,11,30,9.0,,68.0,5.0,34.0,38.5,22.2,26.03267177989997,2.0,5.0,0.16666666666666663,0.0,21,22,,6.0,train
2025-12-01,010400433_,шт,12,31,6.0,9.0,,11.0,59.0,7.5,22.4,25.870832997798896,2.0,5.0,0.16666666666666663,0.0,22,23,,12.0,train
2026-01-01,010400433_,шт,1,31,12.0,6.0,9.0,18.0,30.0,9.0,22.6,25.764316408552357,3.0,5.0,0.16666666666666663,0.0,23,24,,3.0,validation
2026-02-01,010400433_,шт,2,28,3.0,12.0,6.0,68.0,26.0,7.0,19.6,27.263528751795874,3.0,5.0,0.16666666666666663,0.0,24,25,,2.0,validation
2026-03-01,010400433_,шт,3,31,2.0,3.0,12.0,,2.0,5.666666666666667,6.4,4.159326868617141,3.0,5.0,0.16666666666666663,0.0,25,26,,4.0,validation
2026-04-01,010400433_,шт,4,30,4.0,2.0,3.0,9.0,12.0,3.0,6.0,3.8470768123343184,3.0,6.0,0.0,0.0,26,27,,13.0,validation
2026-05-01,010400433_,шт,5,31,13.0,4.0,2.0,6.0,5.0,6.333333333333333,6.666666666666667,4.718756898449743,3.0,6.0,0.0,0.0,27,28,,7.0,validation
2026-06-01,010400433_,шт,6,30,7.0,13.0,4.0,12.0,11.0,8.0,6.833333333333333,4.708148963941884,3.0,6.0,0.0,0.0,28,29,,8.0,validation
2026-07-01,010400433_,шт,7,31,8.0,7.0,13.0,3.0,18.0,9.333333333333334,6.166666666666667,4.070217029430623,3.0,6.0,0.0,0.0,29,30,,15.0,test
2026-08-01,010400433_,шт,8,31,15.0,8.0,7.0,2.0,68.0,10.0,8.166666666666666,5.036533199202307,3.0,6.0,0.0,0.0,30,31,,72.0,test
2024-04-01,010400436_,шт,4,30,21.0,3.0,20.0,,,14.666666666666666,14.666666666666666,10.115993936995679,3.0,3.0,0.0,0.0,3,3,,79.0,train
2024-05-01,010400436_,шт,5,31,79.0,21.0,3.0,,,34.333333333333336,30.75,33.21018919950121,3.0,4.0,0.0,0.0,4,4,,58.0,train
2024-06-01,010400436_,шт,6,30,58.0,79.0,21.0,,,52.666666666666664,36.2,31.23619695161368,3.0,5.0,0.0,0.0,5,5,,81.0,train
2024-07-01,010400436_,шт,7,31,81.0,58.0,79.0,20.0,,72.66666666666667,43.666666666666664,33.39261395378724,3.0,6.0,0.0,0.0,6,6,,100.0,train
2024-08-01,010400436_,шт,8,31,100.0,81.0,58.0,3.0,,79.66666666666667,57.0,37.74122414548844,3.0,6.0,0.0,0.0,7,7,,100.0,train
2024-09-01,010400436_,шт,9,30,100.0,100.0,81.0,21.0,,93.66666666666667,73.16666666666667,29.95607896014874,3.0,6.0,0.0,0.0,8,8,,69.0,train
2024-10-01,010400436_,шт,10,31,69.0,100.0,100.0,79.0,,89.66666666666667,81.16666666666667,16.7262269106534,3.0,6.0,0.0,0.0,9,9,,105.0,train
2024-11-01,010400436_,шт,11,30,105.0,69.0,100.0,58.0,,91.33333333333333,85.5,19.232784509789507,3.0,6.0,0.0,0.0,10,10,,114.0,train
2024-12-01,010400436_,шт,12,31,114.0,105.0,69.0,81.0,,96.0,94.83333333333333,16.630293643428725,3.0,6.0,0.0,0.0,11,11,,42.0,train
2025-01-01,010400436_,шт,1,31,42.0,114.0,105.0,100.0,20.0,87.0,88.33333333333333,27.31055961833565,3.0,6.0,0.0,0.0,12,12,,69.0,train
2025-02-01,010400436_,шт,2,28,69.0,42.0,114.0,100.0,3.0,75.0,83.16666666666667,27.592873476074683,3.0,6.0,0.0,0.0,13,13,,40.0,train
2025-03-01,010400436_,шт,3,31,40.0,69.0,42.0,69.0,21.0,50.333333333333336,73.16666666666667,30.941342353987586,3.0,6.0,0.0,0.0,14,14,,25.0,train
2025-04-01,010400436_,шт,4,30,25.0,40.0,69.0,105.0,79.0,44.666666666666664,65.83333333333333,36.788132144302544,3.0,6.0,0.0,0.0,15,15,,47.0,train
2025-05-01,010400436_,шт,5,31,47.0,25.0,40.0,114.0,58.0,37.333333333333336,56.166666666666664,31.707517510310797,3.0,6.0,0.0,0.0,16,16,,27.0,train
2025-06-01,010400436_,шт,6,30,27.0,47.0,25.0,42.0,81.0,33.0,41.666666666666664,15.945741333242104,3.0,6.0,0.0,0.0,17,17,,77.0,train
2025-07-01,010400436_,шт,7,31,77.0,27.0,47.0,69.0,100.0,50.333333333333336,47.5,21.51975836295564,3.0,6.0,0.0,0.0,18,18,,84.0,train
2025-08-01,010400436_,шт,8,31,84.0,77.0,27.0,40.0,100.0,62.666666666666664,50.0,25.091831340099496,3.0,6.0,0.0,0.0,19,19,,33.0,train
2025-09-01,010400436_,шт,9,30,33.0,84.0,77.0,25.0,69.0,64.66666666666667,48.833333333333336,25.80245466359094,3.0,6.0,0.0,0.0,20,20,,49.0,train
2025-10-01,010400436_,шт,10,31,49.0,33.0,84.0,47.0,105.0,55.333333333333336,52.833333333333336,23.086070836473365,3.0,6.0,0.0,0.0,21,21,,61.0,train
2025-11-01,010400436_,шт,11,30,61.0,49.0,33.0,27.0,114.0,47.666666666666664,55.166666666666664,23.086070836473365,3.0,6.0,0.0,0.0,22,22,,25.0,train
2025-12-01,010400436_,шт,12,31,25.0,61.0,49.0,77.0,42.0,45.0,54.833333333333336,23.583186100836038,3.0,6.0,0.0,0.0,23,23,,13.0,train
2026-01-01,010400436_,шт,1,31,13.0,25.0,61.0,84.0,69.0,33.0,44.166666666666664,25.91074423220348,3.0,6.0,0.0,0.0,24,24,,11.0,validation
2026-02-01,010400436_,шт,2,28,11.0,13.0,25.0,33.0,40.0,16.333333333333332,32.0,19.909796583591678,3.0,6.0,0.0,0.0,25,25,,6.0,validation
2026-03-01,010400436_,шт,3,31,6.0,11.0,13.0,49.0,25.0,10.0,27.5,22.518880966868643,3.0,6.0,0.0,0.0,26,26,,9.0,validation
2026-04-01,010400436_,шт,4,30,9.0,6.0,11.0,61.0,47.0,8.666666666666666,20.833333333333332,20.730814423622274,3.0,6.0,0.0,0.0,27,27,,30.0,validation
2026-05-01,010400436_,шт,5,31,30.0,9.0,6.0,25.0,27.0,15.0,15.666666666666666,9.58471004604027,3.0,6.0,0.0,0.0,28,28,,22.0,validation
2026-06-01,010400436_,шт,6,30,22.0,30.0,9.0,13.0,77.0,20.333333333333332,15.166666666666666,9.064583093924687,3.0,6.0,0.0,0.0,29,29,,20.0,validation
2026-07-01,010400436_,шт,7,31,20.0,22.0,30.0,11.0,84.0,24.0,16.333333333333332,9.179687721631128,3.0,6.0,0.0,0.0,30,30,,25.0,test
2026-08-01,010400436_,шт,8,31,25.0,20.0,22.0,6.0,33.0,22.333333333333332,18.666666666666668,9.330952077181905,3.0,6.0,0.0,0.0,31,31,,17.0,test
2024-05-01,010400437_,шт,5,31,59.0,9.0,,,,34.0,23.333333333333332,31.0859024854247,2.0,3.0,0.25,0.0,3,4,,56.0,train
2024-06-01,010400437_,шт,6,30,56.0,59.0,9.0,,,41.333333333333336,31.5,30.18277654557314,3.0,4.0,0.19999999999999996,0.0,4,5,,40.0,train
2024-07-01,010400437_,шт,7,31,40.0,56.0,59.0,2.0,,51.666666666666664,33.2,26.414011433328337,3.0,5.0,0.16666666666666663,0.0,5,6,,46.0,train
2024-08-01,010400437_,шт,8,31,46.0,40.0,56.0,,,47.333333333333336,42.0,19.96246477767713,3.0,5.0,0.16666666666666663,0.0,6,7,,91.0,train
2024-09-01,010400437_,шт,9,30,91.0,46.0,40.0,9.0,,59.0,50.166666666666664,26.813553786595815,3.0,6.0,0.0,0.0,7,8,,81.0,train
2024-10-01,010400437_,шт,10,31,81.0,91.0,46.0,59.0,,72.66666666666667,62.166666666666664,19.934057957843578,3.0,6.0,0.0,0.0,8,9,,99.0,train
2024-11-01,010400437_,шт,11,30,99.0,81.0,91.0,56.0,,90.33333333333333,68.83333333333333,24.766240462909725,3.0,6.0,0.0,0.0,9,10,,79.0,train
2024-12-01,010400437_,шт,12,31,79.0,99.0,81.0,40.0,,86.33333333333333,72.66666666666667,24.155054681508524,3.0,6.0,0.0,0.0,10,11,,18.0,train
2025-01-01,010400437_,шт,1,31,18.0,79.0,99.0,46.0,2.0,65.33333333333333,69.0,30.84801452281816,3.0,6.0,0.0,0.0,11,12,,36.0,train
2025-02-01,010400437_,шт,2,28,36.0,18.0,79.0,91.0,,44.333333333333336,67.33333333333333,32.56173623544461,3.0,6.0,0.0,0.0,12,13,,32.0,train
2025-03-01,010400437_,шт,3,31,32.0,36.0,18.0,81.0,9.0,28.666666666666668,57.5,32.89224832692347,3.0,6.0,0.0,0.0,13,14,,21.0,train
2025-04-01,010400437_,шт,4,30,21.0,32.0,36.0,99.0,59.0,29.666666666666668,47.5,33.43501158964955,3.0,6.0,0.0,0.0,14,15,,21.0,train
2025-05-01,010400437_,шт,5,31,21.0,21.0,32.0,79.0,56.0,24.666666666666668,34.5,22.915060549778154,3.0,6.0,0.0,0.0,15,16,,51.0,train
2025-06-01,010400437_,шт,6,30,51.0,21.0,21.0,18.0,40.0,31.0,29.833333333333332,12.544587146122645,3.0,6.0,0.0,0.0,16,17,,35.0,train
2025-07-01,010400437_,шт,7,31,35.0,51.0,21.0,36.0,46.0,35.666666666666664,32.666666666666664,11.183320914051675,3.0,6.0,0.0,0.0,17,18,,60.0,train
2025-08-01,010400437_,шт,8,31,60.0,35.0,51.0,32.0,91.0,48.666666666666664,36.666666666666664,15.908069231263287,3.0,6.0,0.0,0.0,18,19,,48.0,train
2025-09-01,010400437_,шт,9,30,48.0,60.0,35.0,21.0,81.0,47.666666666666664,39.333333333333336,16.30541832234505,3.0,6.0,0.0,0.0,19,20,,73.0,train
2025-10-01,010400437_,шт,10,31,73.0,48.0,60.0,21.0,99.0,60.333333333333336,48.0,18.308467986153275,3.0,6.0,0.0,0.0,20,21,,44.0,train
2025-11-01,010400437_,шт,11,30,44.0,73.0,48.0,51.0,79.0,55.0,51.833333333333336,13.227496613746162,3.0,6.0,0.0,0.0,21,22,,38.0,train
2025-12-01,010400437_,шт,12,31,38.0,44.0,73.0,35.0,18.0,51.666666666666664,49.666666666666664,14.403703227526805,3.0,6.0,0.0,0.0,22,23,,27.0,train
2026-01-01,010400437_,шт,1,31,27.0,38.0,44.0,60.0,36.0,36.333333333333336,48.333333333333336,16.280868117722285,3.0,6.0,0.0,0.0,23,24,,24.0,validation
2026-02-01,010400437_,шт,2,28,24.0,27.0,38.0,48.0,32.0,29.666666666666668,42.333333333333336,17.693690024035853,3.0,6.0,0.0,0.0,24,25,,13.0,validation
2026-03-01,010400437_,шт,3,31,13.0,24.0,27.0,73.0,21.0,21.333333333333332,36.5,20.926060307664198,3.0,6.0,0.0,0.0,25,26,,10.0,validation
2026-04-01,010400437_,шт,4,30,10.0,13.0,24.0,44.0,21.0,15.666666666666666,26.0,13.401492454200723,3.0,6.0,0.0,0.0,26,27,,11.0,validation
2026-05-01,010400437_,шт,5,31,11.0,10.0,13.0,38.0,51.0,11.333333333333334,20.5,11.113055385446382,3.0,6.0,0.0,0.0,27,28,,13.0,validation
2026-06-01,010400437_,шт,6,30,13.0,11.0,10.0,27.0,35.0,11.333333333333334,16.333333333333332,7.257180352358994,3.0,6.0,0.0,0.0,28,29,,34.0,validation
2026-07-01,010400437_,шт,7,31,34.0,13.0,11.0,24.0,60.0,19.333333333333332,17.5,9.523654760647236,3.0,6.0,0.0,0.0,29,30,,48.0,test
2026-08-01,010400437_,шт,8,31,48.0,34.0,13.0,13.0,48.0,31.666666666666668,21.5,15.782902141241287,3.0,6.0,0.0,0.0,30,31,,18.0,test
2024-04-01,010400440_,шт,4,30,5.0,3.0,8.0,,,5.333333333333333,5.333333333333333,2.516611478423583,3.0,3.0,0.0,0.0,3,3,,59.0,train
2024-05-01,010400440_,шт,5,31,59.0,5.0,3.0,,,22.333333333333332,18.75,26.911893281595777,3.0,4.0,0.0,0.0,4,4,,62.0,train
2024-06-01,010400440_,шт,6,30,62.0,59.0,5.0,,,42.0,27.4,30.286960890785988,3.0,5.0,0.0,0.0,5,5,,30.0,train
2024-07-01,010400440_,шт,7,31,30.0,62.0,59.0,8.0,,50.333333333333336,27.833333333333332,27.110268657220395,3.0,6.0,0.0,0.0,6,6,,39.0,train
2024-08-01,010400440_,шт,8,31,39.0,30.0,62.0,3.0,,43.666666666666664,33.0,25.47940344670573,3.0,6.0,0.0,0.0,7,7,,73.0,train
2024-09-01,010400440_,шт,9,30,73.0,39.0,30.0,5.0,,47.333333333333336,44.666666666666664,25.017327328607,3.0,6.0,0.0,0.0,8,8,,30.0,train
2024-10-01,010400440_,шт,10,31,30.0,73.0,39.0,59.0,,47.333333333333336,48.833333333333336,18.258331431614078,3.0,6.0,0.0,0.0,9,9,,58.0,train
2024-11-01,010400440_,шт,11,30,58.0,30.0,73.0,62.0,,53.666666666666664,48.666666666666664,18.151216671801,3.0,6.0,0.0,0.0,10,10,,44.0,train
2024-12-01,010400440_,шт,12,31,44.0,58.0,30.0,30.0,,44.0,45.666666666666664,16.95484198294595,3.0,6.0,0.0,0.0,11,11,,19.0,train
2025-01-01,010400440_,шт,1,31,19.0,44.0,58.0,39.0,8.0,40.333333333333336,43.833333333333336,19.405325729465776,3.0,6.0,0.0,0.0,12,12,,28.0,train
2025-02-01,010400440_,шт,2,28,28.0,19.0,44.0,73.0,3.0,30.333333333333332,42.0,20.44504830026087,3.0,6.0,0.0,0.0,13,13,,32.0,train
2025-03-01,010400440_,шт,3,31,32.0,28.0,19.0,30.0,5.0,26.333333333333332,35.166666666666664,13.775582262346171,3.0,6.0,0.0,0.0,14,14,,40.0,train
2025-04-01,010400440_,шт,4,30,40.0,32.0,28.0,58.0,59.0,33.333333333333336,36.833333333333336,13.629624597422575,3.0,6.0,0.0,0.0,15,15,,43.0,train
2025-05-01,010400440_,шт,5,31,43.0,40.0,32.0,44.0,62.0,38.333333333333336,34.333333333333336,9.811557810392113,3.0,6.0,0.0,0.0,16,16,,41.0,train
2025-06-01,010400440_,шт,6,30,41.0,43.0,40.0,19.0,30.0,41.333333333333336,33.833333333333336,9.282600210429536,3.0,6.0,0.0,0.0,17,17,,40.0,train
2025-07-01,010400440_,шт,7,31,40.0,41.0,43.0,28.0,39.0,41.333333333333336,37.333333333333336,5.921711464320641,3.0,6.0,0.0,0.0,18,18,,42.0,train
2025-08-01,010400440_,шт,8,31,42.0,40.0,41.0,32.0,73.0,41.0,39.666666666666664,3.932768321000682,3.0,6.0,0.0,0.0,19,19,,38.0,train
2025-09-01,010400440_,шт,9,30,38.0,42.0,40.0,40.0,30.0,40.0,40.666666666666664,1.7511900715417876,3.0,6.0,0.0,0.0,20,20,,28.0,train
2025-10-01,010400440_,шт,10,31,28.0,38.0,42.0,43.0,58.0,36.0,38.666666666666664,5.5015149428740555,3.0,6.0,0.0,0.0,21,21,,27.0,train
2025-11-01,010400440_,шт,11,30,27.0,28.0,38.0,41.0,44.0,31.0,36.0,6.723094525588633,3.0,6.0,0.0,0.0,22,22,,17.0,train
2025-12-01,010400440_,шт,12,31,17.0,27.0,28.0,40.0,19.0,24.0,32.0,9.654014708917728,3.0,6.0,0.0,0.0,23,23,,22.0,train
2026-01-01,010400440_,шт,1,31,22.0,17.0,27.0,42.0,28.0,22.0,29.0,9.465727652959377,3.0,6.0,0.0,0.0,24,24,,19.0,validation
2026-02-01,010400440_,шт,2,28,19.0,22.0,17.0,38.0,32.0,19.333333333333332,25.166666666666668,7.626707459098356,3.0,6.0,0.0,0.0,25,25,,18.0,validation
2026-03-01,010400440_,шт,3,31,18.0,19.0,22.0,28.0,40.0,19.666666666666668,21.833333333333332,4.7081489639418255,3.0,6.0,0.0,0.0,26,26,,6.0,validation
2026-04-01,010400440_,шт,4,30,6.0,18.0,19.0,27.0,43.0,14.333333333333334,18.166666666666668,6.968978882638867,3.0,6.0,0.0,0.0,27,27,,19.0,validation
2026-05-01,010400440_,шт,5,31,19.0,6.0,18.0,17.0,41.0,14.333333333333334,16.833333333333332,5.564770136013387,3.0,6.0,0.0,0.0,28,28,,17.0,validation
2026-06-01,010400440_,шт,6,30,17.0,19.0,6.0,22.0,40.0,14.0,16.833333333333332,5.564770136013387,3.0,6.0,0.0,0.0,29,29,,22.0,validation
2026-07-01,010400440_,шт,7,31,22.0,17.0,19.0,19.0,42.0,19.333333333333332,16.833333333333332,5.564770136013387,3.0,6.0,0.0,0.0,30,30,,17.0,test
2026-08-01,010400440_,шт,8,31,17.0,22.0,17.0,18.0,38.0,18.666666666666668,16.5,5.468089245796908,3.0,6.0,0.0,0.0,31,31,,9.0,test
2024-06-01,010400441_,шт,6,30,32.0,30.0,2.0,,,21.333333333333332,21.333333333333332,16.77299416721217,3.0,3.0,0.4,0.0,3,5,,23.0,train
2024-07-01,010400441_,шт,7,31,23.0,32.0,30.0,,,28.333333333333332,21.75,13.720422734012244,3.0,4.0,0.33333333333333337,0.0,4,6,,40.0,train
2024-08-01,010400441_,шт,8,31,40.0,23.0,32.0,,,31.666666666666668,25.4,14.415269681833914,3.0,5.0,0.16666666666666663,0.0,5,7,,41.0,train
2024-09-01,010400441_,шт,9,30,41.0,40.0,23.0,2.0,,34.666666666666664,28.0,14.380542409798041,3.0,6.0,0.0,0.0,6,8,,19.0,train
2024-10-01,010400441_,шт,10,31,19.0,41.0,40.0,30.0,,33.333333333333336,30.833333333333332,8.841191473249898,3.0,6.0,0.0,0.0,7,9,,120.0,train
2024-11-01,010400441_,шт,11,30,120.0,19.0,41.0,32.0,,60.0,45.833333333333336,37.392066894819635,3.0,6.0,0.0,0.0,8,10,,10.0,train
2024-12-01,010400441_,шт,12,31,10.0,120.0,19.0,23.0,,49.666666666666664,42.166666666666664,40.007082706274225,3.0,6.0,0.0,0.0,9,11,,59.0,train
2025-01-01,010400441_,шт,1,31,59.0,10.0,120.0,40.0,,63.0,48.166666666666664,39.25005307852037,3.0,6.0,0.0,0.0,10,12,,52.0,train
2025-02-01,010400441_,шт,2,28,52.0,59.0,10.0,41.0,,40.333333333333336,50.166666666666664,39.05594278297051,3.0,6.0,0.0,0.0,11,13,,19.0,train
2025-03-01,010400441_,шт,3,31,19.0,52.0,59.0,19.0,2.0,43.333333333333336,46.5,41.06945336865344,3.0,6.0,0.0,0.0,12,14,,16.0,train
2025-04-01,010400441_,шт,4,30,16.0,19.0,52.0,120.0,30.0,29.0,46.0,41.4873474688368,3.0,6.0,0.0,0.0,13,15,,22.0,train
2025-05-01,010400441_,шт,5,31,22.0,16.0,19.0,10.0,32.0,19.0,29.666666666666668,20.51990903163721,3.0,6.0,0.0,0.0,14,16,,13.0,train
2025-06-01,010400441_,шт,6,30,13.0,22.0,16.0,59.0,23.0,17.0,30.166666666666668,19.974149961053822,3.0,6.0,0.0,0.0,15,17,,18.0,train
2025-07-01,010400441_,шт,7,31,18.0,13.0,22.0,52.0,40.0,17.666666666666668,23.333333333333332,14.361986863476323,3.0,6.0,0.0,0.0,16,18,,17.0,train
2025-08-01,010400441_,шт,8,31,17.0,18.0,13.0,19.0,41.0,16.0,17.5,3.016620625799658,3.0,6.0,0.0,0.0,17,19,,34.0,train
2025-09-01,010400441_,шт,9,30,34.0,17.0,18.0,16.0,19.0,23.0,20.0,7.45654075292289,3.0,6.0,0.0,0.0,18,20,,16.0,train
