sku,month,sales_qty_raw,sales_status,transactions_signed_qty,transactions_positive_qty,transaction_unknown_qty_rows,comparable,matches_signed,matches_positive,difference_signed
130300026_,2026-08-01,479.0,observed,479.0,479.0,0.0,True,True,True,0.0
130300027_,2024-01-01,351.0,observed,,,,False,False,False,
130300027_,2024-02-01,276.0,observed,,,,False,False,False,
130300027_,2024-03-01,408.0,observed,,,,False,False,False,
130300027_,2024-04-01,773.0,observed,,,,False,False,False,
130300027_,2024-05-01,225.0,observed,,,,False,False,False,
130300027_,2024-06-01,1034.0,observed,,,,False,False,False,
130300027_,2024-07-01,2931.0,observed,,,,False,False,False,
130300027_,2024-08-01,626.0,observed,,,,False,False,False,
130300027_,2024-09-01,580.0,observed,,,,False,False,False,
130300027_,2024-10-01,661.0,observed,,,,False,False,False,
130300027_,2024-11-01,697.0,observed,,,,False,False,False,
130300027_,2024-12-01,61.0,observed,,,,False,False,False,
130300027_,2025-01-01,41.0,observed,41.0,41.0,0.0,True,True,True,0.0
130300027_,2025-02-01,1245.0,observed,3485.0,3485.0,0.0,True,False,False,2240.0
130300027_,2025-03-01,142.0,observed,542.0,542.0,0.0,True,False,False,400.0
130300027_,2025-04-01,305.0,observed,389.0,389.0,0.0,True,False,False,84.0
130300027_,2025-05-01,1024.0,observed,1224.0,1224.0,0.0,True,False,False,200.0
130300027_,2025-06-01,185.0,observed,185.0,185.0,0.0,True,True,True,0.0
130300027_,2025-07-01,494.0,observed,1354.0,1354.0,0.0,True,False,False,860.0
130300027_,2025-08-01,849.0,observed,3229.0,3229.0,0.0,True,False,False,2380.0
130300027_,2025-09-01,1344.0,observed,1586.0,1586.0,0.0,True,False,False,242.0
130300027_,2025-10-01,1479.0,observed,3638.0,3638.0,0.0,True,False,False,2159.0
130300027_,2025-11-01,420.0,observed,980.0,980.0,0.0,True,False,False,560.0
130300027_,2025-12-01,176.0,observed,76.0,76.0,0.0,True,False,False,-100.0
130300027_,2026-01-01,689.0,observed,654.0,654.0,0.0,True,False,False,-35.0
130300027_,2026-02-01,207.0,observed,240.0,240.0,0.0,True,False,False,33.0
130300027_,2026-03-01,65.0,observed,65.0,65.0,0.0,True,True,True,0.0
130300027_,2026-04-01,94.0,observed,94.0,94.0,0.0,True,True,True,0.0
130300027_,2026-05-01,105.0,observed,245.0,245.0,0.0,True,False,False,140.0
130300027_,2026-06-01,2233.0,observed,2233.0,2233.0,0.0,True,True,True,0.0
130300027_,2026-07-01,275.0,observed,415.0,415.0,0.0,True,False,False,140.0
130300027_,2026-08-01,9.0,observed,,,,False,False,False,
130300028_,2024-01-01,203.0,observed,,,,False,False,False,
130300028_,2024-02-01,591.0,observed,,,,False,False,False,
130300028_,2024-03-01,50.0,observed,,,,False,False,False,
130300028_,2024-04-01,186.0,observed,,,,False,False,False,
130300028_,2024-05-01,290.0,observed,,,,False,False,False,
130300028_,2024-06-01,1550.0,observed,,,,False,False,False,
130300028_,2024-07-01,-1310.0,negative,,,,False,False,False,
130300028_,2024-08-01,95.0,observed,,,,False,False,False,
130300028_,2024-09-01,656.0,observed,,,,False,False,False,
130300028_,2024-10-01,322.0,observed,,,,False,False,False,
130300028_,2024-11-01,15.0,observed,,,,False,False,False,
130300028_,2024-12-01,265.0,observed,,,,False,False,False,
130300028_,2025-01-01,84.0,observed,80.0,80.0,0.0,True,False,False,-4.0
130300028_,2025-02-01,295.0,observed,1695.0,1695.0,0.0,True,False,False,1400.0
130300028_,2025-03-01,32.0,observed,452.0,452.0,0.0,True,False,False,420.0
130300028_,2025-04-01,669.0,observed,665.0,665.0,0.0,True,False,False,-4.0
130300028_,2025-05-01,444.0,observed,680.0,680.0,0.0,True,False,False,236.0
130300028_,2025-06-01,94.0,observed,82.0,82.0,0.0,True,False,False,-12.0
130300028_,2025-07-01,183.0,observed,323.0,323.0,0.0,True,False,False,140.0
130300028_,2025-08-01,170.0,observed,1430.0,1430.0,0.0,True,False,False,1260.0
130300028_,2025-09-01,202.0,observed,458.0,458.0,0.0,True,False,False,256.0
130300028_,2025-10-01,,blank,140.0,140.0,0.0,False,False,False,
130300028_,2025-11-01,100.0,observed,520.0,520.0,0.0,True,False,False,420.0
130300028_,2025-12-01,524.0,observed,666.0,666.0,0.0,True,False,False,142.0
130300028_,2026-01-01,-253.0,negative,17.0,17.0,0.0,True,False,False,270.0
130300028_,2026-02-01,,blank,,,,False,False,False,
130300028_,2026-03-01,95.0,observed,95.0,95.0,0.0,True,True,True,0.0
130300028_,2026-04-01,182.0,observed,322.0,322.0,0.0,True,False,False,140.0
130300028_,2026-05-01,30.0,observed,190.0,190.0,0.0,True,False,False,160.0
130300028_,2026-06-01,,blank,,,,False,False,False,
130300028_,2026-07-01,134.0,observed,114.0,114.0,0.0,True,False,False,-20.0
130300028_,2026-08-01,388.0,observed,668.0,668.0,0.0,True,False,False,280.0
280300174_,2024-01-01,596.0,observed,,,,False,False,False,
280300174_,2024-02-01,229.0,observed,,,,False,False,False,
280300174_,2024-03-01,347.0,observed,,,,False,False,False,
280300174_,2024-04-01,824.0,observed,,,,False,False,False,
280300174_,2024-05-01,1433.0,observed,,,,False,False,False,
280300174_,2024-06-01,1162.0,observed,,,,False,False,False,
280300174_,2024-07-01,843.0,observed,,,,False,False,False,
280300174_,2024-08-01,237.0,observed,,,,False,False,False,
280300174_,2024-09-01,776.0,observed,,,,False,False,False,
280300174_,2024-10-01,1211.0,observed,,,,False,False,False,
280300174_,2024-11-01,1005.0,observed,,,,False,False,False,
280300174_,2024-12-01,373.0,observed,,,,False,False,False,
280300174_,2025-01-01,579.0,observed,436.0,436.0,0.0,True,False,False,-143.0
280300174_,2025-02-01,383.0,observed,352.0,352.0,0.0,True,False,False,-31.0
280300174_,2025-03-01,944.0,observed,1610.0,1610.0,0.0,True,False,False,666.0
280300174_,2025-04-01,614.0,observed,590.0,590.0,0.0,True,False,False,-24.0
280300174_,2025-05-01,480.0,observed,1505.0,1505.0,0.0,True,False,False,1025.0
280300174_,2025-06-01,764.0,observed,3317.0,3317.0,0.0,True,False,False,2553.0
280300174_,2025-07-01,581.0,observed,1040.0,1040.0,0.0,True,False,False,459.0
280300174_,2025-08-01,621.0,observed,2401.0,2401.0,0.0,True,False,False,1780.0
280300174_,2025-09-01,959.0,observed,4102.0,4102.0,0.0,True,False,False,3143.0
280300174_,2025-10-01,164.0,observed,164.0,164.0,0.0,True,True,True,0.0
280300174_,2025-11-01,265.0,observed,1109.0,1109.0,0.0,True,False,False,844.0
280300174_,2025-12-01,227.0,observed,1086.0,1086.0,0.0,True,False,False,859.0
280300174_,2026-01-01,878.0,observed,864.0,864.0,0.0,True,False,False,-14.0
280300174_,2026-02-01,1411.0,observed,1340.0,1340.0,0.0,True,False,False,-71.0
280300174_,2026-03-01,1586.0,observed,1581.0,1581.0,0.0,True,False,False,-5.0
280300174_,2026-04-01,106.0,observed,254.0,254.0,0.0,True,False,False,148.0
280300174_,2026-05-01,535.0,observed,2625.0,2625.0,0.0,True,False,False,2090.0
280300174_,2026-06-01,227.0,observed,2327.0,2327.0,0.0,True,False,False,2100.0
280300174_,2026-07-01,1232.0,observed,4207.0,4207.0,0.0,True,False,False,2975.0
280300174_,2026-08-01,1701.0,observed,2381.0,2381.0,0.0,True,False,False,680.0
300100003_,2024-01-01,3.0,observed,,,,False,False,False,
300100003_,2024-02-01,,blank,,,,False,False,False,
300100003_,2024-03-01,1.0,observed,,,,False,False,False,
300100003_,2024-04-01,,blank,,,,False,False,False,
300100003_,2024-05-01,9.0,observed,,,,False,False,False,
300100003_,2024-06-01,26.0,observed,,,,False,False,False,
300100003_,2024-07-01,,blank,,,,False,False,False,
300100003_,2024-08-01,,blank,,,,False,False,False,
300100003_,2024-09-01,2.0,observed,,,,False,False,False,
300100003_,2024-10-01,,blank,,,,False,False,False,
300100003_,2024-11-01,,blank,,,,False,False,False,
300100003_,2024-12-01,,blank,,,,False,False,False,
300100003_,2025-01-01,,blank,,,,False,False,False,
300100003_,2025-02-01,1.0,observed,,,,False,False,False,
300100003_,2025-03-01,,blank,,,,False,False,False,
300100003_,2025-04-01,,blank,,,,False,False,False,
300100003_,2025-05-01,,blank,,,,False,False,False,
300100003_,2025-06-01,1.0,observed,1.0,1.0,0.0,True,True,True,0.0
300100003_,2025-07-01,,blank,,,,False,False,False,
300100003_,2025-08-01,,blank,,,,False,False,False,
300100003_,2025-09-01,,blank,,,,False,False,False,
300100003_,2025-10-01,,blank,,,,False,False,False,
300100003_,2025-11-01,2.0,observed,2.0,2.0,0.0,True,True,True,0.0
300100003_,2025-12-01,,blank,,,,False,False,False,
300100003_,2026-01-01,,blank,,,,False,False,False,
300100003_,2026-02-01,,blank,,,,False,False,False,
300100003_,2026-03-01,,blank,,,,False,False,False,
300100003_,2026-04-01,,blank,,,,False,False,False,
300100003_,2026-05-01,,blank,,,,False,False,False,
300100003_,2026-06-01,,blank,,,,False,False,False,
300100003_,2026-07-01,,blank,,,,False,False,False,
300100003_,2026-08-01,,blank,,,,False,False,False,
300100006_,2024-01-01,1.0,observed,,,,False,False,False,
300100006_,2024-02-01,,blank,,,,False,False,False,
300100006_,2024-03-01,4.0,observed,,,,False,False,False,
300100006_,2024-04-01,,blank,,,,False,False,False,
300100006_,2024-05-01,3.0,observed,,,,False,False,False,
300100006_,2024-06-01,2.0,observed,,,,False,False,False,
300100006_,2024-07-01,,blank,,,,False,False,False,
300100006_,2024-08-01,,blank,,,,False,False,False,
300100006_,2024-09-01,3.0,observed,,,,False,False,False,
300100006_,2024-10-01,1.0,observed,,,,False,False,False,
300100006_,2024-11-01,,blank,,,,False,False,False,
300100006_,2024-12-01,,blank,,,,False,False,False,
300100006_,2025-01-01,,blank,,,,False,False,False,
300100006_,2025-02-01,,blank,,,,False,False,False,
300100006_,2025-03-01,,blank,,,,False,False,False,
300100006_,2025-04-01,,blank,,,,False,False,False,
300100006_,2025-05-01,,blank,,,,False,False,False,
300100006_,2025-06-01,2.0,observed,2.0,2.0,0.0,True,True,True,0.0
300100006_,2025-07-01,,blank,,,,False,False,False,
300100006_,2025-08-01,,blank,,,,False,False,False,
300100006_,2025-09-01,,blank,,,,False,False,False,
300100006_,2025-10-01,6.0,observed,6.0,6.0,0.0,True,True,True,0.0
300100006_,2025-11-01,2.0,observed,2.0,2.0,0.0,True,True,True,0.0
300100006_,2025-12-01,,blank,,,,False,False,False,
300100006_,2026-01-01,,blank,,,,False,False,False,
300100006_,2026-02-01,,blank,,,,False,False,False,
300100006_,2026-03-01,,blank,,,,False,False,False,
300100006_,2026-04-01,,blank,,,,False,False,False,
300100006_,2026-05-01,,blank,,,,False,False,False,
300100006_,2026-06-01,,blank,,,,False,False,False,
300100006_,2026-07-01,,blank,,,,False,False,False,
300100006_,2026-08-01,,blank,,,,False,False,False,
300100012_,2024-01-01,3.0,observed,,,,False,False,False,
300100012_,2024-02-01,,blank,,,,False,False,False,
300100012_,2024-03-01,,blank,,,,False,False,False,
300100012_,2024-04-01,,blank,,,,False,False,False,
300100012_,2024-05-01,,blank,,,,False,False,False,
300100012_,2024-06-01,,blank,,,,False,False,False,
300100012_,2024-07-01,,blank,,,,False,False,False,
300100012_,2024-08-01,,blank,,,,False,False,False,
300100012_,2024-09-01,,blank,,,,False,False,False,
300100012_,2024-10-01,,blank,,,,False,False,False,
300100012_,2024-11-01,,blank,,,,False,False,False,
300100012_,2024-12-01,,blank,,,,False,False,False,
300100012_,2025-01-01,,blank,,,,False,False,False,
300100012_,2025-02-01,,blank,,,,False,False,False,
300100012_,2025-03-01,,blank,,,,False,False,False,
300100012_,2025-04-01,,blank,,,,False,False,False,
300100012_,2025-05-01,,blank,2.0,2.0,0.0,False,False,False,
300100012_,2025-06-01,,blank,,,,False,False,False,
300100012_,2025-07-01,,blank,,,,False,False,False,
300100012_,2025-08-01,,blank,,,,False,False,False,
300100012_,2025-09-01,,blank,,,,False,False,False,
300100012_,2025-10-01,,blank,,,,False,False,False,
300100012_,2025-11-01,,blank,,,,False,False,False,
300100012_,2025-12-01,,blank,,,,False,False,False,
300100012_,2026-01-01,,blank,,,,False,False,False,
300100012_,2026-02-01,,blank,,,,False,False,False,
300100012_,2026-03-01,,blank,,,,False,False,False,
300100012_,2026-04-01,,blank,,,,False,False,False,
300100012_,2026-05-01,,blank,,,,False,False,False,
300100012_,2026-06-01,,blank,,,,False,False,False,
300100012_,2026-07-01,,blank,,,,False,False,False,
300100012_,2026-08-01,,blank,,,,False,False,False,
300100015_,2024-01-01,,blank,,,,False,False,False,
300100015_,2024-02-01,,blank,,,,False,False,False,
300100015_,2024-03-01,30.0,observed,,,,False,False,False,
300100015_,2024-04-01,4.0,observed,,,,False,False,False,
300100015_,2024-05-01,,blank,,,,False,False,False,
300100015_,2024-06-01,,blank,,,,False,False,False,
300100015_,2024-07-01,,blank,,,,False,False,False,
300100015_,2024-08-01,27.0,observed,,,,False,False,False,
300100015_,2024-09-01,,blank,,,,False,False,False,
300100015_,2024-10-01,,blank,,,,False,False,False,
300100015_,2024-11-01,,blank,,,,False,False,False,
300100015_,2024-12-01,,blank,,,,False,False,False,
300100015_,2025-01-01,,blank,,,,False,False,False,
300100015_,2025-02-01,,blank,,,,False,False,False,
300100015_,2025-03-01,,blank,,,,False,False,False,
300100015_,2025-04-01,,blank,,,,False,False,False,
300100015_,2025-05-01,,blank,,,,False,False,False,
300100015_,2025-06-01,,blank,,,,False,False,False,
300100015_,2025-07-01,20.0,observed,20.0,20.0,0.0,True,True,True,0.0
300100015_,2025-08-01,,blank,,,,False,False,False,
300100015_,2025-09-01,,blank,,,,False,False,False,
300100015_,2025-10-01,5.0,observed,5.0,5.0,0.0,True,True,True,0.0
300100015_,2025-11-01,,blank,,,,False,False,False,
300100015_,2025-12-01,,blank,,,,False,False,False,
300100015_,2026-01-01,,blank,,,,False,False,False,
300100015_,2026-02-01,,blank,,,,False,False,False,
300100015_,2026-03-01,,blank,,,,False,False,False,
300100015_,2026-04-01,,blank,,,,False,False,False,
300100015_,2026-05-01,,blank,,,,False,False,False,
300100015_,2026-06-01,,blank,,,,False,False,False,
300100015_,2026-07-01,,blank,,,,False,False,False,
300100015_,2026-08-01,,blank,,,,False,False,False,
300200283_,2024-01-01,,blank,,,,False,False,False,
300200283_,2024-02-01,27.0,observed,,,,False,False,False,
300200283_,2024-03-01,147.0,observed,-10.0,0.0,0.0,True,False,False,-157.0
300200283_,2024-04-01,143.0,observed,,,,False,False,False,
300200283_,2024-05-01,71.0,observed,,,,False,False,False,
300200283_,2024-06-01,89.0,observed,,,,False,False,False,
300200283_,2024-07-01,36.0,observed,,,,False,False,False,
300200283_,2024-08-01,73.0,observed,,,,False,False,False,
300200283_,2024-09-01,39.0,observed,,,,False,False,False,
300200283_,2024-10-01,25.0,observed,,,,False,False,False,
300200283_,2024-11-01,44.0,observed,,,,False,False,False,
300200283_,2024-12-01,36.0,observed,,,,False,False,False,
300200283_,2025-01-01,11.0,observed,31.0,31.0,0.0,True,False,False,20.0
300200283_,2025-02-01,111.0,observed,111.0,111.0,0.0,True,True,True,0.0
300200283_,2025-03-01,70.0,observed,73.0,73.0,0.0,True,False,False,3.0
300200283_,2025-04-01,72.0,observed,83.0,83.0,0.0,True,False,False,11.0
300200283_,2025-05-01,66.0,observed,59.0,59.0,0.0,True,False,False,-7.0
300200283_,2025-06-01,87.0,observed,87.0,87.0,0.0,True,True,True,0.0
300200283_,2025-07-01,21.0,observed,20.0,20.0,0.0,True,False,False,-1.0
300200283_,2025-08-01,299.0,observed,274.0,274.0,0.0,True,False,False,-25.0
300200283_,2025-09-01,45.0,observed,46.0,46.0,0.0,True,False,False,1.0
300200283_,2025-10-01,38.0,observed,38.0,38.0,0.0,True,True,True,0.0
300200283_,2025-11-01,63.0,observed,75.0,75.0,0.0,True,False,False,12.0
300200283_,2025-12-01,23.0,observed,103.0,103.0,0.0,True,False,False,80.0
300200283_,2026-01-01,84.0,observed,84.0,84.0,0.0,True,True,True,0.0
300200283_,2026-02-01,30.0,observed,50.0,50.0,0.0,True,False,False,20.0
300200283_,2026-03-01,50.0,observed,67.0,67.0,0.0,True,False,False,17.0
300200283_,2026-04-01,46.0,observed,37.0,37.0,0.0,True,False,False,-9.0
300200283_,2026-05-01,-12.0,negative,37.0,37.0,0.0,True,False,False,49.0
300200283_,2026-06-01,76.0,observed,76.0,76.0,0.0,True,True,True,0.0
300200283_,2026-07-01,41.0,observed,61.0,61.0,0.0,True,False,False,20.0
300200283_,2026-08-01,76.0,observed,65.0,65.0,0.0,True,False,False,-11.0
300200284_,2024-01-01,9.0,observed,,,,False,False,False,
300200284_,2024-02-01,27.0,observed,,,,False,False,False,
300200284_,2024-03-01,71.0,observed,,,,False,False,False,
300200284_,2024-04-01,80.0,observed,,,,False,False,False,
300200284_,2024-05-01,164.0,observed,,,,False,False,False,
300200284_,2024-06-01,85.0,observed,,,,False,False,False,
300200284_,2024-07-01,80.0,observed,,,,False,False,False,
300200284_,2024-08-01,418.0,observed,,,,False,False,False,
300200284_,2024-09-01,85.0,observed,,,,False,False,False,
300200284_,2024-10-01,77.0,observed,,,,False,False,False,
300200284_,2024-11-01,91.0,observed,,,,False,False,False,
300200284_,2024-12-01,102.0,observed,,,,False,False,False,
300200284_,2025-01-01,77.0,observed,70.0,70.0,0.0,True,False,False,-7.0
300200284_,2025-02-01,117.0,observed,188.0,188.0,0.0,True,False,False,71.0
300200284_,2025-03-01,139.0,observed,168.0,168.0,0.0,True,False,False,29.0
300200284_,2025-04-01,45.0,observed,38.0,38.0,0.0,True,False,False,-7.0
300200284_,2025-05-01,119.0,observed,218.0,218.0,0.0,True,False,False,99.0
300200284_,2025-06-01,65.0,observed,61.0,61.0,0.0,True,False,False,-4.0
300200284_,2025-07-01,68.0,observed,99.0,99.0,0.0,True,False,False,31.0
300200284_,2025-08-01,77.0,observed,72.0,72.0,0.0,True,False,False,-5.0
300200284_,2025-09-01,57.0,observed,75.0,75.0,0.0,True,False,False,18.0
300200284_,2025-10-01,23.0,observed,49.0,49.0,0.0,True,False,False,26.0
300200284_,2025-11-01,38.0,observed,74.0,74.0,0.0,True,False,False,36.0
300200284_,2025-12-01,73.0,observed,74.0,74.0,0.0,True,False,False,1.0
300200284_,2026-01-01,15.0,observed,67.0,67.0,0.0,True,False,False,52.0
300200284_,2026-02-01,28.0,observed,65.0,65.0,0.0,True,False,False,37.0
300200284_,2026-03-01,67.0,observed,84.0,84.0,0.0,True,False,False,17.0
300200284_,2026-04-01,41.0,observed,169.0,169.0,0.0,True,False,False,128.0
300200284_,2026-05-01,52.0,observed,51.0,51.0,0.0,True,False,False,-1.0
300200284_,2026-06-01,53.0,observed,73.0,73.0,0.0,True,False,False,20.0
300200284_,2026-07-01,45.0,observed,125.0,125.0,0.0,True,False,False,80.0
300200284_,2026-08-01,84.0,observed,81.0,81.0,0.0,True,False,False,-3.0
300200286_,2024-01-01,3270.0,observed,,,,False,False,False,
300200286_,2024-02-01,5029.0,observed,,,,False,False,False,
300200286_,2024-03-01,6663.0,observed,,,,False,False,False,
300200286_,2024-04-01,8357.0,observed,,,,False,False,False,
300200286_,2024-05-01,10349.0,observed,,,,False,False,False,
300200286_,2024-06-01,8637.0,observed,,,,False,False,False,
300200286_,2024-07-01,11455.0,observed,,,,False,False,False,
300200286_,2024-08-01,11997.0,observed,,,,False,False,False,
300200286_,2024-09-01,10402.0,observed,,,,False,False,False,
300200286_,2024-10-01,11409.0,observed,,,,False,False,False,
300200286_,2024-11-01,8757.0,observed,,,,False,False,False,
300200286_,2024-12-01,8682.0,observed,,,,False,False,False,
300200286_,2025-01-01,6557.0,observed,6059.0,6059.0,0.0,True,False,False,-498.0
300200286_,2025-02-01,6663.0,observed,8103.0,8103.0,0.0,True,False,False,1440.0
300200286_,2025-03-01,5776.0,observed,6125.0,6125.0,0.0,True,False,False,349.0
300200286_,2025-04-01,6383.0,observed,11718.0,11718.0,0.0,True,False,False,5335.0
300200286_,2025-05-01,7671.0,observed,8242.0,8242.0,0.0,True,False,False,571.0
300200286_,2025-06-01,7033.0,observed,7872.0,7872.0,0.0,True,False,False,839.0
300200286_,2025-07-01,5770.0,observed,6701.0,6701.0,0.0,True,False,False,931.0
300200286_,2025-08-01,7503.0,observed,8451.0,8451.0,0.0,True,False,False,948.0
300200286_,2025-09-01,6226.0,observed,6077.0,6077.0,0.0,True,False,False,-149.0
300200286_,2025-10-01,4152.0,observed,3722.0,3722.0,0.0,True,False,False,-430.0
300200286_,2025-11-01,5453.0,observed,5446.0,5446.0,0.0,True,False,False,-7.0
300200286_,2025-12-01,7214.0,observed,7542.0,7542.0,0.0,True,False,False,328.0
300200286_,2026-01-01,4211.0,observed,4312.0,4312.0,0.0,True,False,False,101.0
300200286_,2026-02-01,4627.0,observed,7674.0,7674.0,0.0,True,False,False,3047.0
300200286_,2026-03-01,4163.0,observed,5370.0,5370.0,0.0,True,False,False,1207.0
300200286_,2026-04-01,4744.0,observed,5240.0,5240.0,0.0,True,False,False,496.0
300200286_,2026-05-01,3421.0,observed,3157.0,3157.0,1.0,False,False,False,-264.0
300200286_,2026-06-01,4661.0,observed,6481.0,6481.0,0.0,True,False,False,1820.0
300200286_,2026-07-01,6295.0,observed,7547.0,7547.0,0.0,True,False,False,1252.0
300200286_,2026-08-01,5686.0,observed,7077.0,7077.0,0.0,True,False,False,1391.0
300200287_,2024-01-01,4.0,observed,,,,False,False,False,
300200287_,2024-02-01,8.0,observed,,,,False,False,False,
300200287_,2024-03-01,15.0,observed,,,,False,False,False,
300200287_,2024-04-01,3.0,observed,,,,False,False,False,
300200287_,2024-05-01,7.0,observed,,,,False,False,False,
300200287_,2024-06-01,5.0,observed,,,,False,False,False,
300200287_,2024-07-01,3.0,observed,,,,False,False,False,
300200287_,2024-08-01,94.0,observed,,,,False,False,False,
300200287_,2024-09-01,16.0,observed,,,,False,False,False,
300200287_,2024-10-01,20.0,observed,,,,False,False,False,
300200287_,2024-11-01,,blank,,,,False,False,False,
300200287_,2024-12-01,,blank,,,,False,False,False,
300200287_,2025-01-01,,blank,,,,False,False,False,
300200287_,2025-02-01,,blank,15.0,15.0,0.0,False,False,False,
300200287_,2025-03-01,38.0,observed,38.0,38.0,0.0,True,True,True,0.0
300200287_,2025-04-01,,blank,,,,False,False,False,
300200287_,2025-05-01,2.0,observed,2.0,2.0,0.0,True,True,True,0.0
300200287_,2025-06-01,5.0,observed,5.0,5.0,0.0,True,True,True,0.0
300200287_,2025-07-01,9.0,observed,9.0,9.0,0.0,True,True,True,0.0
300200287_,2025-08-01,,blank,,,,False,False,False,
300200287_,2025-09-01,,blank,,,,False,False,False,
300200287_,2025-10-01,4.0,observed,4.0,4.0,0.0,True,True,True,0.0
300200287_,2025-11-01,27.0,observed,27.0,27.0,0.0,True,True,True,0.0
300200287_,2025-12-01,28.0,observed,28.0,28.0,0.0,True,True,True,0.0
300200287_,2026-01-01,,blank,,,,False,False,False,
300200287_,2026-02-01,,blank,,,,False,False,False,
300200287_,2026-03-01,23.0,observed,7.0,7.0,0.0,True,False,False,-16.0
300200287_,2026-04-01,,blank,,,,False,False,False,
300200287_,2026-05-01,32.0,observed,32.0,32.0,0.0,True,True,True,0.0
300200287_,2026-06-01,,blank,,,,False,False,False,
300200287_,2026-07-01,5.0,observed,5.0,5.0,0.0,True,True,True,0.0
300200287_,2026-08-01,1.0,observed,1.0,1.0,0.0,True,True,True,0.0
300200288_,2024-01-01,,blank,,,,False,False,False,
300200288_,2024-02-01,6.0,observed,,,,False,False,False,
300200288_,2024-03-01,75.0,observed,,,,False,False,False,
300200288_,2024-04-01,96.0,observed,,,,False,False,False,
300200288_,2024-05-01,42.0,observed,,,,False,False,False,
300200288_,2024-06-01,65.0,observed,,,,False,False,False,
300200288_,2024-07-01,35.0,observed,,,,False,False,False,
300200288_,2024-08-01,48.0,observed,,,,False,False,False,
300200288_,2024-09-01,98.0,observed,,,,False,False,False,
300200288_,2024-10-01,6.0,observed,,,,False,False,False,
300200288_,2024-11-01,5.0,observed,,,,False,False,False,
300200288_,2024-12-01,14.0,observed,,,,False,False,False,
300200288_,2025-01-01,51.0,observed,49.0,49.0,0.0,True,False,False,-2.0
300200288_,2025-02-01,114.0,observed,112.0,112.0,0.0,True,False,False,-2.0
300200288_,2025-03-01,22.0,observed,42.0,42.0,0.0,True,False,False,20.0
300200288_,2025-04-01,102.0,observed,99.0,99.0,0.0,True,False,False,-3.0
300200288_,2025-05-01,45.0,observed,40.0,40.0,0.0,True,False,False,-5.0
300200288_,2025-06-01,45.0,observed,44.0,44.0,0.0,True,False,False,-1.0
300200288_,2025-07-01,7.0,observed,5.0,5.0,0.0,True,False,False,-2.0
300200288_,2025-08-01,26.0,observed,25.0,25.0,0.0,True,False,False,-1.0
300200288_,2025-09-01,65.0,observed,61.0,61.0,0.0,True,False,False,-4.0
300200288_,2025-10-01,14.0,observed,14.0,14.0,0.0,True,True,True,0.0
300200288_,2025-11-01,19.0,observed,75.0,75.0,0.0,True,False,False,56.0
300200288_,2025-12-01,16.0,observed,16.0,16.0,0.0,True,True,True,0.0
300200288_,2026-01-01,36.0,observed,33.0,33.0,0.0,True,False,False,-3.0
300200288_,2026-02-01,30.0,observed,30.0,30.0,0.0,True,True,True,0.0
300200288_,2026-03-01,27.0,observed,44.0,44.0,0.0,True,False,False,17.0
300200288_,2026-04-01,12.0,observed,11.0,11.0,0.0,True,False,False,-1.0
300200288_,2026-05-01,44.0,observed,43.0,43.0,0.0,True,False,False,-1.0
300200288_,2026-06-01,31.0,observed,31.0,31.0,0.0,True,True,True,0.0
300200288_,2026-07-01,49.0,observed,69.0,69.0,0.0,True,False,False,20.0
300200288_,2026-08-01,29.0,observed,40.0,40.0,0.0,True,False,False,11.0
300200289_,2024-01-01,156.0,observed,,,,False,False,False,
300200289_,2024-02-01,28.0,observed,,,,False,False,False,
300200289_,2024-03-01,205.0,observed,,,,False,False,False,
300200289_,2024-04-01,285.0,observed,,,,False,False,False,
300200289_,2024-05-01,281.0,observed,,,,False,False,False,
300200289_,2024-06-01,408.0,observed,,,,False,False,False,
300200289_,2024-07-01,434.0,observed,,,,False,False,False,
300200289_,2024-08-01,454.0,observed,,,,False,False,False,
300200289_,2024-09-01,400.0,observed,,,,False,False,False,
300200289_,2024-10-01,593.0,observed,,,,False,False,False,
300200289_,2024-11-01,477.0,observed,,,,False,False,False,
300200289_,2024-12-01,287.0,observed,,,,False,False,False,
300200289_,2025-01-01,245.0,observed,312.0,312.0,0.0,True,False,False,67.0
300200289_,2025-02-01,356.0,observed,382.0,382.0,0.0,True,False,False,26.0
300200289_,2025-03-01,223.0,observed,229.0,229.0,0.0,True,False,False,6.0
300200289_,2025-04-01,211.0,observed,209.0,209.0,0.0,True,False,False,-2.0
300200289_,2025-05-01,322.0,observed,367.0,367.0,0.0,True,False,False,45.0
300200289_,2025-06-01,297.0,observed,291.0,291.0,0.0,True,False,False,-6.0
300200289_,2025-07-01,335.0,observed,363.0,363.0,0.0,True,False,False,28.0
300200289_,2025-08-01,290.0,observed,284.0,284.0,0.0,True,False,False,-6.0
300200289_,2025-09-01,279.0,observed,387.0,387.0,0.0,True,False,False,108.0
300200289_,2025-10-01,177.0,observed,155.0,155.0,0.0,True,False,False,-22.0
300200289_,2025-11-01,184.0,observed,137.0,137.0,0.0,True,False,False,-47.0
300200289_,2025-12-01,140.0,observed,144.0,144.0,0.0,True,False,False,4.0
300200289_,2026-01-01,212.0,observed,260.0,260.0,0.0,True,False,False,48.0
300200289_,2026-02-01,95.0,observed,88.0,88.0,0.0,True,False,False,-7.0
300200289_,2026-03-01,96.0,observed,148.0,148.0,0.0,True,False,False,52.0
300200289_,2026-04-01,200.0,observed,248.0,248.0,0.0,True,False,False,48.0
