sku,product_name,unit,supplier_sku
030200038_,"S251 с/у.з/к 16А IP20 ""ХИТ"" РС 16-134-б (81) !!!",шт,RS16-134-B
030200039_,"S253 2-я с/у.з/к 16А IP20 ""ХИТ"" РС 16-236-б (68) !!!",шт,RS16-236-B
030200042_,"S269 2кл.с/у.инд. 6А IP20 ""Рондо"" ВС 56-051-би (15/90) !!!",шт,
030200045_,"S273 с/у. 10А IP20 ""Рондо"" РС 10-185-би (15/90) !!!",шт,
030200047_,"S276 с/у.з/к.з/ш. 16А IP20 ""Рондо"" РС 16-121-би (12/72) !!!",шт,
030200052_,"S286 о/у.з/ш. 10А IP44 ""Рондо"" РА 10-125Б-би (12/72) !!!",шт,RA10-125B-BI
030200053_,"S287 о/у.з/к.з/ш.16А IP44 ""Рондо"" РА 16-112Б-би (10/60) !!!",шт,RA16-112B-BI
030200054_,"S288 2-я.о/у. з/к.з/ш 16А IP44 ""Рондо"" РА 16-227Б-би (5/30) !!!",шт,RA16-227B-BI
030200060_,S264 РП-1 (Розетка потолочная до15кг) (180),шт,
030200062_,"S280 с/у.телефонная ""Рондо"" РТ-4С-би (18/108) !!!",шт,
030200063_,SE Wessen Суппорт для крепления в кабель-канал 60-75 !!!,шт,
030200069_,"SE Розетка ""В45"" РН 16-113-б для каб.каналов !!!",шт,
030200072_,"S186 с/у. з/ш 16А ""Wessen 59"" РС 16-151-18 (10/60) !!!",шт,RS16-151-18
030200073_,"S1766 1кл с/у 16А ""Wessen 59"" ВС 116-154-18 (10/60)",шт,
030200075_,"S247 4-я.о/у.з/к.з/ш 16А IP20 ""Прима"" РА 16-411М-б (22) !!!",шт,RA16-411M-B
030200076_,"S263 кнопка звонка IP20 ""Wessen"" А10-4-011 !!!",шт,A1-04-011-I
030200090_,"S192 роз информ. с\у 1А ""Wessen 59"" РСИ 152 К5Е-18 (60) !!!",шт,RSI-152K5E-18
030200092_,"S175 2кл инд с/у 16А ""Wessen 59"" ВС 516-251-18 (10/60)",шт,
030200093_,"S187 с/у. з/ш. з/к.16А ""Wessen 59"" РС 16-152-18 (10/60) !!!",шт,RS16-152-18
030200094_,"S191 роз тел. с\у 1А ""Wessen 59"" РСИ 152 Т-18 (60) !!!",шт,RSI-152T-18
030200095_,"S194 2-я роз тел/комп с\у 1А ""Wessen 59"" РСИ 251 ТК5Е-18 (60) !!!",шт,RSI-251TK5E-18
030200096_,"S185 роз-ТВ. с\у ""Wessen 59"" РТС 151-18 (60) !!!",шт,RTS-151-18
030200097_,"ВЫКЛЮЧАТЕЛЬ ""ХИТ""СУ 1КЛ. ИБЕЛ. VS16-135-B Shn.Elec. !!!",шт,VS16-135-B
030200105_,"S271 1кл Перекл. с/у, с индик. 6А""Рондо"" ВС 66-004-би (15/90) !!!",шт,
030200125_,"S181 1кл с/у 16А Переключатель ""Wessen 59"" ВС 616-156-18 (10/60) !!!",шт,
030200126_,"S182 1кл с/у 16А, IP44 Переключатель ""Wessen 59"" ВС 616-156Б-18 (60) !!!",шт,
030200127_,"S183 Переключатель 1кл, с инд.,с/у 16А ""Wessen 59"" ВС 616-157-18 (60) !!!",шт,VS616-157-18
030200128_,"S174 (1кл, инд с/у 16А, IP44) Переключатель ""Wessen 59"" ВС 616-157Б-18 (60) !!!",шт,VS616-157B-18
030200129_,"S193 2-я роз тел с\у 1А ""Wessen 59"" РСИ 251 ТТ-18 !!! (60)",шт,
030200134_,"S190 с/у. з/ш. з/к.16А, IP44 ""Wessen 59"" РС 16-152Б-18 (10/60) !!!",шт,RS16-152B-18
030200135_,"S188 с/у. з/ш, 2-я 16А ""Wessen 59"" РС 16-254-18 (6/36) !!!",шт,RS16-254-18
030200136_,"S189 с/у. з/ш, з,к, 2-я 16А ""Wessen 59"" РС 16-255-18 (6/36) !!!",шт,RS16-255-18
030200140_,РС 6-253-18 Wessen 59 (60)(для плоских вилок) Shn.Elec.!!!,шт,
030200141_,"S184 Диммер (с/у 600Вт) ""Wessen 59"" ВПП-5С2-18(2/16) !!!",шт,SR-5S2-18
030200142_,"S195 2-я роз информ. с\у 1А ""Wessen 59"" РСИ 251 КК5Е-1-86 (60) !!!",шт,RSI-251KK5E-1-86
030200143_,"S196 с/у. 2-я16А ""Wessen 59"" РС 6-253-18 (60) !!!",шт,
030200174_,S314 Выкл. 2-кл. о/у IP44 Белый ЭТЮД (112) ВА10-042В!!!,шт,
030200175_,S313 Выкл. 1-кл. с инд. о/у IP44 Белый ЭТЮД ВА10-045В (112),шт,BA10-045B
030200176_,"S315 Розетка 1-я о/у, з/ш, з/к IP44 Белая ЭТЮД РА16-044В (96)",шт,PA16-044B
030200179_,S303 Выкл. 2-кл. о/у Белый ЭТЮД ВА10-002В (200),шт,
030200183_,"S297 Розетка 2-ая с/у, з/ш ЭТЮД (120) РС16-006В !!!",шт,РС16-006В
030200184_,"S296 Розетка с/у, з/к, з/ш ЭТЮД (120) РС16-004В!!!",шт,
030200191_,"S310 Розетка IP44 с/у, з/к, з/ш ЭТЮД РС16-044В (120)",шт,PC16-044B
030200192_,Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,IMT35100
030200193_,Установочная коробка для полых стен г/к 65х45 IMT35150 Systeme Electric (210),шт,IMT35150
030200194_,S302 Выкл. 1-кл. о/у Белый ЭТЮД ВА10-001В (25),шт,
030200198_,Выключатель 2-клавишный ВС 516-252-9-86 Wessen 59 !!!,шт,
030200200_,"Рамка 2-постовая, КД-РС-254-98 Wessen59 !!!",шт,
030200201_,Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,IMT35101
030200203_,Соединитель коробок IMT35150/IMT351501 Systeme Electric (900),шт,IMT35180
030200219_,Распределительная коробка с/у для твердых стен 100х50 IP30 IMT35121 Systeme Electric (84),шт,IMT35121
030200220_,Распределительная коробка с/у для твердых стен 100х100х50 IP30 IMT35122 Systeme Electric (72),шт,IMT35122
030200221_,Распределительная коробка с/у для полых стен г/к 80х45 IP20 IMT35160 Systeme Electric (120),шт,IMT35160
030200222_,Распределительная коробка с/у для полых стен г/к 100х100х50 IP20 IMT35161 Systeme Electric (72),шт,IMT35161
030200223_,Распределительная коробка о/у с сальниками 70х70х40 IP55 IMT35090 Systeme Electric (96),шт,IMT35090
030200224_,Распределительная коробка о/у с сальниками 100х100х50 IP55 IMT35091 Systeme Electric (45),шт,IMT35091
030200225_,Распределительная коробка о/у с сальниками 85х85х40 IP55 IMT35092 Systeme Electric (72),шт,IMT35092
030200226_,Распределительная коробка о/у с сальниками 65х45 IP55 IMT35093 Systeme Electric (150),шт,IMT35093
030200227_,Распределительная коробка о/у с сальниками 80х40 IP55 IMT35094 Systeme Electric (96),шт,IMT35094
030200239_,"S258 2-я.о/у. 10А IP20 ""ХИТ"" РА 16-237I-б / РА 16-233I-б (112) !!!",шт,RA16-237I-B
030200240_,"S259 2-я. о/у.з/к.16А IP20 ""ХИТ"" РА 16-238I-б (84) !!!",шт,RA16-238I-B
030200243_,"S362 Выкл 2 кл 10А с/у ""GLOSSA"" белый GSL152 (15)",шт,GSL000152
030200244_,"S363 Выкл 2 кл с инд 10А с/у б/рамки ""GLOSSA"" белый GSL153 (20)",шт,GSL000153
030200245_,"S364 Выкл 3 кл 10А с/у б/рамки ""GLOSSA"" белый GSL131 (20)",шт,GSL000131
030200246_,"S361 Выкл 1 кл с инд 10А с/у б/рамки "" белый GSL113 (20)",шт,GSL000113
030200247_,"S360 Выкл 1 кл 10А с/у ""GLOSSA"" белый GSL112 (15)",шт,GSL000112
030200248_,"S365 Переключ. 1 кл 10А с/у б/рамки ""GLOSSA"" белый GSL161 (20)",шт,GSL000161
030200249_,"S366 Переключ. 1 кл с инд 10А с/у б/рамки ""GLOSSA"" белый GSL163 (20)",шт,GSL000163
030200250_,"S379 Рамка 1-ная ""GLOSSA"" белый GSL101 (45)",шт,GSL000101
030200251_,"S380 Рамка 2-ная ""GLOSSA"" белый GSL102 (30)",шт,GSL000102
030200252_,"S381 Рамка 3-ная ""GLOSSA"" белый GSL103 (15)",шт,GSL000103
030200253_,"S382 Рамка 4-ная ""GLOSSA"" белый GSL104 (15)",шт,GSL000104
030200254_,"S383 Рамка 5-ная ""GLOSSA"" белый GSL105 (5)",шт,GSL000105
030200256_,"S369 Роз. с з/к 16А с/у ""GLOSSA"" белый GSL142 (15)",шт,GSL000142
030200257_,"S370 Роз. с з/к 16А с/у з/ш ""GLOSSA"" белый GSL144 (15)",шт,GSL000144
030200258_,"S371 Роз. с з/к 16А с/у з/ш IP44 ""GLOSSA"" белый GSL148 (10)",шт,GSL000148
030200259_,"S367 Роз. 2-ная с/у 16А ""GLOSSA"" белый GSL120 (15)",шт,GSL000120
030200260_,"S368 Роз. 2-ная с/у 16А с з/к з/ш ""GLOSSA"" белый GSL126 (10)",шт,GSL000126
030200261_,"S377 Телефонная роз. RJ11 механизм б/рамки ""GLOSSA"" белый GSL181T (10)",шт,GSL000181T
030200262_,"S375 Роз. RG11+RJ45 5Е кат 5Е механизм б/рамки ""GLOSSA"" белый GSL185 (10)",шт,GSL000185
030200263_,"S374 Комп. роз. RJ45 5Е механизм б/рамки ""GLOSSA"" белый GSL181K (10)",шт,GSL000181K
030200264_,"S373 Диммер поворотно-нажимной (с/у 600Вт) ""GLOSSA"" белый GSL136 (2)",шт,
030200265_,"S376 ТV роз. проход.с/у б/рамки ""GLOSSA"" белый GSL192 (10)",шт,GSL000192
030200266_,"S245 2-я.о/у 10А IP20 ""Прима"" РА 16-213-Iб (112) !!!",шт,
030200292_,"S378 USB розетка - 2х5В/ 1050 мА с/у б/рамки ""GLOSSA"" белый GSL133 (1)",шт,GSL000133
030200295_,Этюд РА 16-009B роз.3я без з/к,шт,
030200296_,Этюд РА 16-011B роз.3я с з/к,шт,
030200297_,"РОЗЕТКА О/У 4- ая з/к шт.16А, БЕЛЫЙ Этюд",шт,
030200298_,"РОЗЕТКА О/У 4- ая б/з б/шт.16А, БЕЛЫЙ Этюд",шт,
030200322_,Роз. 2-ная о/у с з/к з/ш 16А белый ХИТ !!!,шт,
030200323_,Роз. 2-ная с/у з/ш 16А белый ХИТ !!!,шт,
030200330_,Роз. c/у с з/к з/ш 16А 250В белый ХИТ,шт,
030200331_,Роз. 2-ная c/у с з/к з/ш 16А белый ХИТ !!!,шт,
030200345,"S181 1кл с/у 16А Переключатель ""Wessen 59"" ВС 616-156-1-86 (10/60) !!!",шт,
030200372_,"S265 2кл инд с/у 10A ""Wessen 59"" BC 510-251-1-86 (10/60) !!!",шт,
030200375_,"K097 Выкл. 1 кл. с самовозвр. механизм ""ATLAS"" КАРБОН ATN001015 (5)",,ATN001015
030200379_,"S266 1кл с/у инд 10А ""Wessen 59"" ВС 110-153-18 (10/60) !!!",шт,VS110-153-18
030200381_,"S176 1кл с/у 10А ""Wessen 59"" ВС 110-154-18 (10/60) !!!",,VS110-154-18
030200382_,"S179 2кл с/у 16А ""Wessen 59"" ВС 510-252-18 (10/60) !!!",шт,VS510-252-18
030200399_,"РА16-244В Розетка 2-я IP44 о/у, з/к, з/ш, Белая Этюд (7) Шнайдер",шт,
030201459_,Установочная коробка для полых стен г/к 65х60 IMT35151 System Electric(120),шт,IMT35151
030300013_,Распределительная коробка с/у для твердых стен 75х30 карболит IP30 У-195 Systeme Electric (108),шт,U195
030300014_,Распределительная коробка с/у для твердых стен 102х36 карболит IP30 У-192 Systeme Electric (56),шт,U192
030300078_,Распределительная коробка с/у для твердых стен 102х15 карболит IP30 У-191 Systeme Electric (100),шт,U191
130300026_,"Сжим У 731М (4-10/1,5-10) SE (140)",шт,U731M
130300027_,"Сжим У 733M (16-35/1,5-10) SE (140)",шт,U733M
130300028_,Сжим У 734М (16-35/16-25) SE (140),шт,U734M
280300174_,Распределительная коробка с/у для твердых стен 70х40 IP30 IMT35120 Systeme Electric (175),шт,IMT35120
300100003_,"S199 Рамка 3-ная ""Wessen 59"" (15/60) !!!",шт,KD-3-18
300100004_,"S178 3кл с/у 16А ""Wessen 59"" ВС 0516-351-18 (10/60)",шт,
300100006_,"S198 Рамка 2-ная ""Wessen 59"" (60) !!!",шт,KD-2-18
300100012_,"S200 Рамка 4-ная ""Wessen 59"" (15/60) !!!",шт,KD-4-18
300100015_,"S197 Рамка 1-ная ""Wessen 59"" (90) !!!",шт,KD-1-18
300100018_,"S266 3кл с/у 10А ""Wessen 59"" ВС 0510-351-18 (10/60) !!!",шт,
300200283_,"S385 Выкл 1 кл с инд 10А с/у б/рамки ""ATLAS"" белый ATN113 (20)",шт,ATN000113
300200284_,"S388 Выкл 3 кл 10А с/у б/рамки ""ATLAS"" белый ATN131 (20)",шт,ATN000131
300200285_,"S389 Диммер поворотно-нажимной с/у б/рамки 315Вт ""ATLAS"" белый ATN134 (1)",шт,
300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,ATN000143
300200287_,"S400 Роз. с з/к 16А с/у з/ш с выталкивателем б/рамки ""ATLAS"" белый ATN147 (15)",шт,ATN000147
300200288_,"S387 Выкл 2 кл с инд 10А с/у б/рамки ""ATLAS"" белый ATN153 (20)",шт,ATN000153
300200289_,"S391 Переключ. 1 кл 10А с/у б/рамки ""ATLAS"" белый ATN161 (20)",шт,ATN000161
300200290_,"S392 Переключ. 1 кл с инд 10А с/у б/рамки ""ATLAS"" белый ATN163 (20)",шт,ATN000163
300200291_,"S393 Перекрест.переключ. 1 кл 10А с/у б/рамки ""ATLAS"" белый ATN171 (5)",шт,ATN000171
300200292_,"S402 Телефонная роз. RJ11 механизм б/рамки ""ATLAS"" белый ATN181 (10)",шт,ATN000181
300200293_,"S390 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" белый ATN183 (10)",шт,ATN000183
300200294_,"S397 Роз. RJ45+RJ45 5Е кат 5Е механизм б/рамки ""ATLAS"" белый ATN185 (10)",шт,ATN000185
300200295_,"S401 ТV роз. оконечная с/у б/рамки ""ATLAS"" белый ATN191 (10)",шт,ATN000191
300200296_,"S384 Выкл 1 кл 10А с/у ""ATLAS"" белый ATN112 (15)",шт,ATN000112
300200297_,"S394 Роз. 2-ная с/у 16А ""ATLAS"" белый ATN120 (15)",шт,ATN000120
300200298_,"S395 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" белый ATN126 (10)",шт,ATN000126
300200299_,"S396 Роз. 2-ная с/у 16А с з/к з/ш со сдвиж.крыш.""ATLAS"" белый ATN128 (6)",шт,ATN000128
300200300_,"S403 ТЕРМОСТАТ для теп.пола с датч. с/у 16А ""ATLAS"" белый (1) ATN138",шт,ATN000138
300200301_,"S399 Роз. с з/к 16А с/у з/ш ""ATLAS"" белый ATN144 (15)",шт,ATN000144
300200302_,"S386 Выкл 2 кл 10А с/у ""ATLAS"" белый ATN152 (15)",шт,ATN000152
300200303_,"S405 Рамка 1-ная ""ATLAS"" белый (45) ATN101",шт,ATN000101
300200304_,"S406 Рамка 2-ная ""ATLAS"" белый (30) ATN102",шт,ATN000102
300200305_,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",шт,ATN000103
300200306_,"S408 Рамка 4-ная ""ATLAS"" белый (15) ATN104",шт,ATN000104
300200307_,"S409 Рамка 5-ная ""ATLAS"" белый (5) ATN105",шт,ATN000105
300200308_,"S412 Рамка 1-ная AQUA IP 44 ""ATLAS"" белый ATN0101 (10)",шт,ATN440101
300200309_,"S413 Рамка 2-ная AQUA IP 44 ""ATLAS"" белый ATN0102 (5)",шт,ATN440102
300200310_,"S410 Переключ. AQUA 1 кл 10А с/у б/рамки IP 44 ""ATLAS"" белый ATN0161 (20)",шт,ATN440161
300200311_,"S411 Роз. AQUA с з/к 16А с/у з/ш c крышкой б/рамки IP 44 ""ATLAS"" белый ATN0146 (15)",шт,ATN440146
300200312_,"S404 USB розетка - 2 порта с/у б/рамки ""ATLAS"" белый (1) ATL133",шт,ATN000133
300200313_,"S414 Выкл 1 кл с/у 6А 250B ""BLANCA"" белый BLNVS006101 (60)",шт,BLNVS006101
300200314_,"S415 Выкл 2 кл с/у 6А 250B ""BLANCA"" белый BLNVS006501 (60)",шт,BLNVS006501
300200315_,"S416 Роз с/у без з/к 16А 250В ""BLANCA"" белый BLNRS000011 (60)",шт,BLNRS000011
300200316_,"S417 Роз 2-ная с/у без з/к 16А 250В ""BLANCA"" белый BLNRS000021 (36)",шт,BLNRS000021
300200317_,"S418 Роз с/у с з/к 16А 250В ""BLANCA"" белый BLNRS001011 (60)",шт,BLNRS001011
300200318_,"S420 Роз 2-ная с/у с з/к 16А 250В ""BLANCA"" белый BLNRS001021 (36)",шт,BLNRS001021
300200319_,"S422 Выкл 1 кл о/у 6А 250B ИЗОЛ.ПЛ. ""BLANCA"" белый BLNVA061011 (90)",шт,BLNVA061011
300200320_,"S423 Выкл 2 кл о/у 6А 250B ИЗОЛ.ПЛ. ""BLANCA"" белый BLNVA065011 (90)",шт,BLNVA065011
300200321_,"S424 Роз о/у без з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA000111 (108)",шт,BLNRA000111
300200322_,"S425 Роз 2-ная о/у без з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA000211 (60)",шт,BLNRA000211
300200323_,"S426 Роз о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010111 (72)",шт,BLNRA010111
300200324_,"S427 Роз 2-ная о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010211 (48)",шт,BLNRA010211
300200325_,"S428 Роз 3-ная о/у без з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA000311 (36)",шт,BLNRA000311
300200326_,"S429 Роз 3-ная о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010311 (30)",шт,BLNRA010311
300200327_,"S430 Роз 4-ная о/у без з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA000411 (30)",шт,BLNRA000411
300200328_,"S431 Роз 4-ная о/у с з/к со штор. 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA011411 (24)",шт,BLNRA011411
300200330_,"S432 Звонок проводной о/у ""BLANCA"" белый BLNZA000011 (48)",шт,BLNZA000011
300200331_,"S3833 Выкл 1 кл 10А с/у б/рамки ""ATLAS"" белый (20) ATN111",шт,ATN000111
300200332_,"S3988 Роз. без з/к без шторок 16А механизм ""ATLAS"" белый ATN141 (20)",шт,ATN000141
300200333_,"S3866 Выкл 2 кл 10А механизм ""ATLAS"" белый ATN151 (20)",шт,ATN000151
300200335_,"K0811 Роз. с з/к с/у 16А с з/ш с з/шт мех. IP20 ""ATLAS"" КАРБОН ATN1046 (5) NEW",,ATN001046
300200343_,"K067 Роз. с з/к 16А с/у б/рамки ""ATLAS"" КАРБОН ATN1043 (5)",шт,ATN001043
300200346_,"S419 Роз с/у с з/к с штор. 16А 250В ""BLANCA"" белый BLNRS001111 (60)",шт,BLNRS001111
300200347_,"S421 Роз 2-ная с/у с з/к с штор. 16А 250В ""BLANCA"" белый BLNRS001121 (36)",шт,BLNRS001121
300200348_,"S433 Роз 2-ная с/у с з/к с крыш. IP44 16А 250B ""BLANCA"" белый BLNRS441121 (30)",шт,BLNRS441121
300200350_,"S434 Роз с/у компьютерная RJ45 кат.5Е ""BLANCA"" белый BLNIS045001 (60)",шт,BLNIS045001
300200351_,Blanca Розетка с/у двойная RJ11+ RJ45 кат 5Е бел. BLNIS045111,шт,
300200352_,"S435 Роз TV коннектор ""BLANCA"" белый BLNTS000011 (60)",шт,BLNTS000011
300200362_,"G3844 Выкл. 1-кл 10А б/рамки ""ATLAS"" ЖЕМЧУГ ATN411 (10) NEW",,ATN000411
300200363_,"G388 Выкл 3 кл 10А с/у б/рамки ""ATLAS"" жемчуг ATN431 (10)",шт,ATN000431
300200364_,"G3988 Роз. без з/к без с/ш 16А б/рамки ""ATLAS"" жемчуг ATN441 (10) NEW",шт,ATN000441
300200365_,"G398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" жемчуг ATN443 (10)",шт,ATN000443
300200366_,Выкл 2 кл 10А механизм жемчуг ATN000451,шт,ATN000451
300200367_,"G391 Переключ. 1 кл 10А с/у б/рамки ""ATLAS"" жемчуг ATN461 (10)",шт,ATN000461
300200368_,"G390 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" жемчуг ATN483 (10)",шт,ATN000483
300200369_,"ATN000489 РОЗЕТКА дв комп+ТВ, RJ45+TV, кат.5E, ЖЕМЧУГ ""ATLAS"" Schneider",,ATN000489
300200370_,"G401 ТV роз. оконечная с/у б/рамки ""ATLAS"" жемчуг ATN491 (10)",шт,ATN000491
300200371_,"G384 Выкл 1 кл 10А с/у ""ATLAS"" жемчуг ATN412 (10)",шт,ATN000412
300200372_,"G394 Роз. 2-ная с/у 16А ""ATLAS"" жемчуг ATN420 (6)",шт,ATN000420
300200373_,"G395 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" жемчуг ATN426 (6)",шт,ATN000426
300200374_,"G399 Роз. с з/к 16А с/у з/ш ""ATLAS"" жемчуг ATN444 (10)",шт,ATN000444
300200375_,"G386 Выкл 2 кл 10А с/у ""ATLAS"" жемчуг ATN452 (10)",шт,ATN000452
300200376_,"G405 Рамка 1-ная ""ATLAS"" жемчуг ATN401 (20)",шт,ATN000401
300200377_,"G406 Рамка 2-ная ""ATLAS"" жемчуг ATN402 (10)",шт,ATN000402
300200378_,"G407 Рамка 3-ная ""ATLAS"" жемчуг ATN403 (15)",шт,ATN000403
300200379_,"G408 Рамка 4-ная ""ATLAS"" жемчуг ATN404 (15)",шт,ATN000404
300200380_,"G409 Рамка 5-ная ""ATLAS"" жемчуг ATN405 (5)",шт,ATN000405
300200404_,Blanca Выключатель 3кл. бел. С/У 10А 250B BLNVS100501,шт,
300200410_,Blanca Переключатель 1кл. бел. С/У 10А 250B BLNVS010601,шт,
300200412_,"Blanca Силовой Комплект С/У 2К+3 32А, 250В розетка, вилка, монт.коробка",шт,
300200413_,"Blanca Силовой Комплект О/У 2К+3 32А, 250В розетка, вилка, подъем.коробка",шт,BLNSK003231
300200417_,"ATLASDESIGN РОЗЕТКА без заземления, 16А, в сборе, БЕЛЫЙ",шт,
300200418_,"G397 Роз. RJ45+RJ45 5Е кат 5Е механизм б/рамки ""ATLAS"" жемчуг ATN485 (10)",шт,ATN000485
300200419_,"G404 USB розетка - 2 порта с/у б/рамки ""ATLAS"" жемчуг ATN433 (1) !!!",шт,ATN000433
300200420_,"G385 Выкл 1 кл с инд 10А с/у б/рамки ""ATLAS"" жемчуг ATN413 (10)",шт,ATN000413
300200421_,"G414 Переключ. 2 кл 10А с/у б/рамки ""ATLAS"" жемчуг ATN465 (10)",шт,ATN000465
300200422_,"G387 Выкл 2 кл с инд 10А с/у б/рамки ""ATLAS"" жемчуг ATN453 (10)",шт,ATN000453
300200423_,"G389 Диммер поворотно-нажимной с/у б/рамки 315Вт ""ATLAS"" жемчуг ATN434 (1)",шт,
300200424_,"G393 Перекрест.переключ. 1 кл 10А с/у б/рамки ""ATLAS"" жемчуг ATN471 (5)",шт,ATN000471
