target_month,sku,unit,month_number,days_in_month,lag_1,lag_2,lag_3,lag_6,lag_12,mean_3,mean_6,std_6,observations_3,observations_6,missing_share_6,zero_share_6,history_observed_months,history_calendar_months,opening_stock_lag_1,target_qty,split
2025-04-01,010300004_,шт,4,30,38.0,4.0,12.0,5.0,28.0,18.0,13.666666666666666,12.62801119205498,3.0,6.0,0.0,0.0,15,15,100.0,3.0,train
2025-05-01,010300004_,шт,5,31,3.0,38.0,4.0,15.0,37.0,15.0,13.333333333333334,12.925427136720314,3.0,6.0,0.0,0.0,16,16,74.0,1.0,train
2025-06-01,010300004_,шт,6,30,1.0,3.0,38.0,8.0,9.0,14.0,11.0,13.798550648528247,3.0,6.0,0.0,0.0,17,17,171.0,61.0,train
2025-07-01,010300004_,шт,7,31,61.0,1.0,3.0,12.0,207.0,21.666666666666668,19.833333333333332,24.39193855901301,3.0,6.0,0.0,0.0,18,18,169.0,61.0,train
2025-08-01,010300004_,шт,8,31,61.0,61.0,1.0,4.0,1.0,41.0,28.0,29.01034298314997,3.0,6.0,0.0,0.0,19,19,108.0,25.0,train
2025-09-01,010300004_,шт,9,30,25.0,61.0,61.0,38.0,6.0,49.0,31.5,26.711420778386135,3.0,6.0,0.0,0.0,20,20,122.0,15.0,train
2025-10-01,010300004_,шт,10,31,15.0,25.0,61.0,3.0,5.0,33.666666666666664,27.666666666666668,27.23722942346863,3.0,6.0,0.0,0.0,21,21,97.0,63.0,train
2025-11-01,010300004_,шт,11,30,63.0,15.0,25.0,1.0,15.0,34.333333333333336,37.666666666666664,27.383693444578746,3.0,6.0,0.0,0.0,22,22,81.0,12.0,train
2025-12-01,010300004_,шт,12,31,12.0,63.0,15.0,61.0,8.0,30.0,39.5,24.671846303023177,3.0,6.0,0.0,0.0,23,23,78.0,77.0,train
2026-01-01,010300004_,шт,1,31,77.0,12.0,63.0,61.0,12.0,50.666666666666664,42.166666666666664,28.088550455063803,3.0,6.0,0.0,0.0,24,24,77.0,25.0,validation
2026-02-01,010300004_,шт,2,28,25.0,77.0,12.0,25.0,4.0,38.0,36.166666666666664,27.088127780757848,3.0,6.0,0.0,0.0,25,25,,1.0,validation
2026-03-01,010300004_,шт,3,31,1.0,25.0,77.0,15.0,38.0,34.333333333333336,32.166666666666664,30.60991124891847,3.0,6.0,0.0,0.0,26,26,7.0,12.0,validation
2026-04-01,010300004_,шт,4,30,12.0,1.0,25.0,63.0,3.0,12.666666666666666,31.666666666666668,30.968801505170738,3.0,6.0,0.0,0.0,27,27,100.0,25.0,validation
2026-05-01,010300004_,шт,5,31,25.0,12.0,1.0,12.0,1.0,12.666666666666666,25.333333333333332,26.897335679703772,3.0,6.0,0.0,0.0,28,28,73.0,7.0,validation
2026-06-01,010300004_,шт,6,30,7.0,25.0,12.0,77.0,61.0,14.666666666666666,24.5,27.464522570035673,3.0,6.0,0.0,0.0,29,29,88.0,2.0,validation
2026-07-01,010300004_,шт,7,31,2.0,7.0,25.0,25.0,61.0,11.333333333333334,12.0,10.807404868884996,3.0,6.0,0.0,0.0,30,30,100.0,12.0,test
2026-08-01,010300004_,шт,8,31,12.0,2.0,7.0,1.0,25.0,7.0,9.833333333333334,8.795832346439182,3.0,6.0,0.0,0.0,31,31,108.0,13.0,test
2024-04-01,010300005_,шт,4,30,17.0,10.0,15.0,,,14.0,14.0,3.605551275463989,3.0,3.0,0.0,0.0,3,3,34.0,2.0,train
2024-05-01,010300005_,шт,5,31,2.0,17.0,10.0,,,9.666666666666666,11.0,6.683312551921141,3.0,4.0,0.0,0.0,4,4,28.0,56.0,train
2024-06-01,010300005_,шт,6,30,56.0,2.0,17.0,,,25.0,20.0,20.940391591371924,3.0,5.0,0.0,0.0,5,5,42.0,6.0,train
2024-07-01,010300005_,шт,7,31,6.0,56.0,2.0,15.0,,21.333333333333332,17.666666666666668,19.582304937536506,3.0,6.0,0.0,0.0,6,6,,9.0,train
2024-08-01,010300005_,шт,8,31,9.0,6.0,56.0,10.0,,23.666666666666668,16.666666666666668,19.89639833403691,3.0,6.0,0.0,0.0,7,7,50.0,9.0,train
2024-09-01,010300005_,шт,9,30,9.0,9.0,6.0,17.0,,8.0,16.5,19.967473550752484,3.0,6.0,0.0,0.0,8,8,41.0,54.0,train
2024-10-01,010300005_,шт,10,31,54.0,9.0,9.0,2.0,,24.0,22.666666666666668,25.184651410465595,3.0,6.0,0.0,0.0,9,9,33.0,2.0,train
2024-11-01,010300005_,шт,11,30,2.0,54.0,9.0,56.0,,21.666666666666668,22.666666666666668,25.184651410465595,3.0,6.0,0.0,0.0,10,10,,64.0,train
2024-12-01,010300005_,шт,12,31,64.0,2.0,54.0,6.0,,40.0,24.0,27.41532418192424,3.0,6.0,0.0,0.0,11,11,62.0,107.0,train
2025-01-01,010300005_,шт,1,31,107.0,64.0,2.0,9.0,15.0,57.666666666666664,40.833333333333336,41.52790226662872,3.0,6.0,0.0,0.0,12,12,,45.0,train
2025-02-01,010300005_,шт,2,28,45.0,107.0,64.0,9.0,10.0,72.0,46.833333333333336,38.49891773370606,3.0,6.0,0.0,0.0,13,13,128.0,19.0,train
2025-03-01,010300005_,шт,3,31,19.0,45.0,107.0,54.0,17.0,57.0,48.5,36.70830968595531,3.0,6.0,0.0,0.0,14,14,84.0,11.0,train
2025-04-01,010300005_,шт,4,30,11.0,19.0,45.0,2.0,2.0,25.0,41.333333333333336,39.51033620037504,3.0,6.0,0.0,0.0,15,15,85.0,1.0,train
2025-05-01,010300005_,шт,5,31,1.0,11.0,19.0,64.0,56.0,10.333333333333334,41.166666666666664,39.71103960697411,3.0,6.0,0.0,0.0,16,16,94.0,91.0,train
2025-06-01,010300005_,шт,6,30,91.0,1.0,11.0,107.0,6.0,34.333333333333336,45.666666666666664,44.10290995690269,3.0,6.0,0.0,0.0,17,17,126.0,40.0,train
2025-07-01,010300005_,шт,7,31,40.0,91.0,1.0,45.0,9.0,44.0,34.5,32.39598740585013,3.0,6.0,0.0,0.0,18,18,31.0,5.0,train
2025-08-01,010300005_,шт,8,31,5.0,40.0,91.0,19.0,9.0,45.333333333333336,27.833333333333332,33.88460810850063,3.0,6.0,0.0,0.0,19,19,81.0,78.0,train
2025-09-01,010300005_,шт,9,30,78.0,5.0,40.0,11.0,54.0,41.0,37.666666666666664,38.985467377814864,3.0,6.0,0.0,0.0,20,20,128.0,3.0,train
2025-10-01,010300005_,шт,10,31,3.0,78.0,5.0,1.0,2.0,28.666666666666668,36.333333333333336,40.197844054957315,3.0,6.0,0.0,0.0,21,21,53.0,91.0,train
2025-11-01,010300005_,шт,11,30,91.0,3.0,78.0,91.0,64.0,57.333333333333336,51.333333333333336,41.15661145753701,3.0,6.0,0.0,0.0,22,22,133.0,151.0,train
2025-12-01,010300005_,шт,12,31,151.0,91.0,3.0,40.0,107.0,81.66666666666667,61.333333333333336,56.97250798996536,3.0,6.0,0.0,0.0,23,23,149.0,336.0,train
2026-01-01,010300005_,шт,1,31,336.0,151.0,91.0,5.0,45.0,192.66666666666666,110.66666666666667,123.78475942807606,3.0,6.0,0.0,0.0,24,24,32.0,10.0,validation
2026-02-01,010300005_,шт,2,28,10.0,336.0,151.0,78.0,19.0,165.66666666666666,111.5,122.94510970347703,3.0,6.0,0.0,0.0,25,25,296.0,25.0,validation
2026-03-01,010300005_,шт,3,31,25.0,10.0,336.0,3.0,11.0,123.66666666666667,102.66666666666667,127.64743110092999,3.0,6.0,0.0,0.0,26,26,288.0,3.0,validation
2026-04-01,010300005_,шт,4,30,3.0,25.0,10.0,91.0,1.0,12.666666666666666,102.66666666666667,127.64743110092999,3.0,6.0,0.0,0.0,27,27,262.0,84.0,validation
2026-05-01,010300005_,шт,5,31,84.0,3.0,25.0,151.0,91.0,37.333333333333336,101.5,127.8072767881391,3.0,6.0,0.0,0.0,28,28,259.0,2.0,validation
2026-06-01,010300005_,шт,6,30,2.0,84.0,3.0,336.0,40.0,29.666666666666668,76.66666666666667,130.70832669216858,3.0,6.0,0.0,0.0,29,29,175.0,8.0,validation
2026-07-01,010300005_,шт,7,31,8.0,2.0,84.0,10.0,5.0,31.333333333333332,22.0,31.47697571241573,3.0,6.0,0.0,0.0,30,30,236.0,138.0,test
2026-08-01,010300005_,шт,8,31,138.0,8.0,2.0,25.0,78.0,49.333333333333336,43.333333333333336,55.7410680438281,3.0,6.0,0.0,0.0,31,31,228.0,94.0,test
2024-04-01,010300006_,шт,4,30,71.0,7.0,56.0,,,44.666666666666664,44.666666666666664,33.47138081007913,3.0,3.0,0.0,0.0,3,3,214.0,5.0,train
2024-05-01,010300006_,шт,5,31,5.0,71.0,7.0,,,27.666666666666668,34.75,33.76758800980609,3.0,4.0,0.0,0.0,4,4,144.0,177.0,train
2024-06-01,010300006_,шт,6,30,177.0,5.0,71.0,,,84.33333333333333,63.2,70.01571252226174,3.0,5.0,0.0,0.0,5,5,236.0,84.0,train
2024-07-01,010300006_,шт,7,31,84.0,177.0,5.0,56.0,,88.66666666666667,66.66666666666667,63.19704634448248,3.0,6.0,0.0,0.0,6,6,59.0,142.0,train
2024-08-01,010300006_,шт,8,31,142.0,84.0,177.0,7.0,,134.33333333333334,81.0,69.71083129614794,3.0,6.0,0.0,0.0,7,7,167.0,63.0,train
2024-09-01,010300006_,шт,9,30,63.0,142.0,84.0,71.0,,96.33333333333333,90.33333333333333,61.03004724450626,3.0,6.0,0.0,0.0,8,8,25.0,163.0,train
2024-10-01,010300006_,шт,10,31,163.0,63.0,142.0,5.0,,122.66666666666667,105.66666666666667,66.51215427774585,3.0,6.0,0.0,0.0,9,9,237.0,148.0,train
2024-11-01,010300006_,шт,11,30,148.0,163.0,63.0,177.0,,124.66666666666667,129.5,45.54009222652056,3.0,6.0,0.0,0.0,10,10,74.0,82.0,train
2024-12-01,010300006_,шт,12,31,82.0,148.0,163.0,84.0,,131.0,113.66666666666667,42.10779816930191,3.0,6.0,0.0,0.0,11,11,374.0,20.0,train
2025-01-01,010300006_,шт,1,31,20.0,82.0,148.0,142.0,56.0,83.33333333333333,103.0,56.70273362017037,3.0,6.0,0.0,0.0,12,12,324.0,3.0,train
2025-02-01,010300006_,шт,2,28,3.0,20.0,82.0,63.0,7.0,35.0,79.83333333333333,65.32202283048701,3.0,6.0,0.0,0.0,13,13,368.0,9.0,train
2025-03-01,010300006_,шт,3,31,9.0,3.0,20.0,163.0,71.0,10.666666666666666,70.83333333333333,71.53018011068242,3.0,6.0,0.0,0.0,14,14,365.0,72.0,train
2025-04-01,010300006_,шт,4,30,72.0,9.0,3.0,148.0,5.0,28.0,55.666666666666664,56.0523564773745,3.0,6.0,0.0,0.0,15,15,356.0,173.0,train
2025-05-01,010300006_,шт,5,31,173.0,72.0,9.0,82.0,177.0,84.66666666666667,59.833333333333336,64.57063315987128,3.0,6.0,0.0,0.0,16,16,284.0,22.0,train
2025-06-01,010300006_,шт,6,30,22.0,173.0,72.0,20.0,84.0,89.0,49.833333333333336,65.09505869623798,3.0,6.0,0.0,0.0,17,17,375.0,26.0,train
2025-07-01,010300006_,шт,7,31,26.0,22.0,173.0,3.0,142.0,73.66666666666667,50.833333333333336,64.5892147859584,3.0,6.0,0.0,0.0,18,18,385.0,159.0,train
