target_month,sku,unit,month_number,days_in_month,lag_1,lag_2,lag_3,lag_6,lag_12,mean_3,mean_6,std_6,observations_3,observations_6,missing_share_6,zero_share_6,history_observed_months,history_calendar_months,opening_stock_lag_1,target_qty,split
2026-02-01,010400865_,шт,2,28,7.0,9.0,,2.0,,8.0,9.2,5.495452665613635,2.0,5.0,0.16666666666666663,0.0,5,25,60.0,16.0,validation
2026-03-01,010400865_,шт,3,31,16.0,7.0,9.0,17.0,,10.666666666666666,12.0,4.358898943540674,3.0,5.0,0.16666666666666663,0.0,6,26,53.0,6.0,validation
2026-04-01,010400865_,шт,4,30,6.0,16.0,7.0,11.0,,9.666666666666666,9.8,3.96232255123179,3.0,5.0,0.16666666666666663,0.0,7,27,37.0,9.0,validation
2026-05-01,010400865_,шт,5,31,9.0,6.0,16.0,,,10.333333333333334,9.4,3.9115214431215897,3.0,5.0,0.16666666666666663,0.0,8,28,36.0,7.0,validation
2026-06-01,010400865_,шт,6,30,7.0,9.0,6.0,9.0,,7.333333333333333,9.0,3.6331804249169903,3.0,6.0,0.0,0.0,9,29,32.0,10.0,validation
2026-07-01,010400865_,шт,7,31,10.0,7.0,9.0,7.0,,8.666666666666666,9.166666666666666,3.6560452221856705,3.0,6.0,0.0,0.0,10,30,25.0,13.0,test
2026-08-01,010400865_,шт,8,31,13.0,10.0,7.0,16.0,2.0,10.0,10.166666666666666,3.7638632635454052,3.0,6.0,0.0,0.0,11,31,55.0,18.0,test
2025-12-01,010400867_,шт,12,31,15.0,4.0,1.0,,,6.666666666666667,6.666666666666667,7.371114795831994,3.0,3.0,0.5,0.0,3,23,93.0,20.0,train
2026-01-01,010400867_,шт,1,31,20.0,15.0,4.0,,,13.0,10.0,8.981462390204985,3.0,4.0,0.33333333333333337,0.0,4,24,78.0,8.0,validation
2026-02-01,010400867_,шт,2,28,8.0,20.0,15.0,,,14.333333333333334,9.6,7.829431652425352,3.0,5.0,0.16666666666666663,0.0,5,25,58.0,6.0,validation
2026-03-01,010400867_,шт,3,31,6.0,8.0,20.0,1.0,,11.333333333333334,9.0,7.155417527999327,3.0,6.0,0.0,0.0,6,26,50.0,7.0,validation
2026-04-01,010400867_,шт,4,30,7.0,6.0,8.0,4.0,,7.0,10.0,6.164414002968976,3.0,6.0,0.0,0.0,7,27,44.0,22.0,validation
2026-05-01,010400867_,шт,5,31,22.0,7.0,6.0,15.0,,11.666666666666666,13.0,6.985699678629192,3.0,6.0,0.0,0.0,8,28,28.0,2.0,validation
2026-06-01,010400867_,шт,6,30,2.0,22.0,7.0,20.0,,10.333333333333334,10.833333333333334,8.158839786799755,3.0,6.0,0.0,0.0,9,29,5.0,20.0,validation
2026-07-01,010400867_,шт,7,31,20.0,2.0,22.0,8.0,,14.666666666666666,10.833333333333334,8.158839786799755,3.0,6.0,0.0,0.0,10,30,2.0,14.0,test
2026-08-01,010400867_,шт,8,31,14.0,20.0,2.0,6.0,,12.0,11.833333333333334,8.109665015687558,3.0,6.0,0.0,0.0,11,31,12.0,24.0,test
2025-12-01,010400925_,шт,12,31,23.0,5.0,4.0,,,10.666666666666666,10.666666666666666,10.692676621563626,3.0,3.0,0.5,0.0,3,23,40.0,7.0,train
2026-01-01,010400925_,шт,1,31,7.0,23.0,5.0,,,11.666666666666666,9.75,8.920949127381757,3.0,4.0,0.33333333333333337,0.0,4,24,17.0,1.0,validation
2026-02-01,010400925_,шт,2,28,1.0,7.0,23.0,,,10.333333333333334,8.0,8.660254037844387,3.0,5.0,0.16666666666666663,0.0,5,25,20.0,11.0,validation
2026-03-01,010400925_,шт,3,31,11.0,1.0,7.0,4.0,,6.333333333333333,8.5,7.842193570679061,3.0,6.0,0.0,0.0,6,26,19.0,5.0,validation
2026-04-01,010400925_,шт,4,30,5.0,11.0,1.0,5.0,,5.666666666666667,8.666666666666666,7.737355275975549,3.0,6.0,0.0,0.0,7,27,24.0,5.0,validation
2026-05-01,010400925_,шт,5,31,5.0,5.0,11.0,23.0,,7.0,8.666666666666666,7.737355275975549,3.0,6.0,0.0,0.0,8,28,29.0,3.0,validation
2026-06-01,010400925_,шт,6,30,3.0,5.0,5.0,7.0,,4.333333333333333,5.333333333333333,3.4448028487370173,3.0,6.0,0.0,0.0,9,29,32.0,8.0,validation
2026-07-01,010400925_,шт,7,31,8.0,3.0,5.0,1.0,,5.333333333333333,5.5,3.5637059362410928,3.0,6.0,0.0,0.0,10,30,29.0,21.0,test
2026-08-01,010400925_,шт,8,31,21.0,8.0,3.0,11.0,,10.666666666666666,8.833333333333334,6.585337247754792,3.0,6.0,0.0,0.0,11,31,29.0,7.0,test
2026-08-01,010400926_,шт,8,31,,,,,,,4.0,,0.0,1.0,0.8333333333333334,0.0,3,31,6.0,2.0,test
2025-12-01,010400927_,шт,12,31,1.0,1.0,6.0,,,2.6666666666666665,2.6666666666666665,2.886751345948129,3.0,3.0,0.5,0.0,3,23,2.0,6.0,train
2026-01-01,010400927_,шт,1,31,6.0,1.0,1.0,,,2.6666666666666665,3.5,2.886751345948129,3.0,4.0,0.33333333333333337,0.0,4,24,,3.0,validation
2026-02-01,010400927_,шт,2,28,3.0,6.0,1.0,,,3.3333333333333335,3.4,2.5099800796022267,3.0,5.0,0.16666666666666663,0.0,5,25,14.0,3.0,validation
2026-03-01,010400927_,шт,3,31,3.0,3.0,6.0,6.0,,4.0,3.3333333333333335,2.250925735484551,3.0,6.0,0.0,0.0,6,26,18.0,5.0,validation
2026-04-01,010400927_,шт,4,30,5.0,3.0,3.0,1.0,,3.6666666666666665,3.1666666666666665,2.0412414523193148,3.0,6.0,0.0,0.0,7,27,17.0,10.0,validation
2026-05-01,010400927_,шт,5,31,10.0,5.0,3.0,1.0,,6.0,4.666666666666667,3.141125063837266,3.0,6.0,0.0,0.0,8,28,8.0,4.0,validation
2026-06-01,010400927_,шт,6,30,4.0,10.0,5.0,6.0,,6.333333333333333,5.166666666666667,2.639444385977221,3.0,6.0,0.0,0.0,9,29,8.0,10.0,validation
2026-07-01,010400927_,шт,7,31,10.0,4.0,10.0,3.0,,8.0,5.833333333333333,3.311595788538612,3.0,6.0,0.0,0.0,10,30,3.0,11.0,test
2026-08-01,010400927_,шт,8,31,11.0,10.0,4.0,3.0,,8.333333333333334,7.166666666666667,3.5449494589721127,3.0,6.0,0.0,0.0,11,31,3.0,5.0,test
2026-04-01,010400928_,шт,4,30,,2.0,,,,2.0,1.6666666666666667,0.5773502691896257,1.0,3.0,0.5,0.0,3,27,15.0,4.0,validation
2026-06-01,010400928_,шт,6,30,,4.0,,2.0,,4.0,2.6666666666666665,1.1547005383792515,1.0,3.0,0.5,0.0,4,29,7.0,5.0,validation
2026-07-01,010400928_,шт,7,31,5.0,,4.0,,,4.5,3.6666666666666665,1.5275252316519465,2.0,3.0,0.5,0.0,5,30,6.0,11.0,test
2026-02-01,010400929_,шт,2,28,6.0,1.0,1.0,,,2.6666666666666665,2.6666666666666665,2.8867513459481287,3.0,3.0,0.5,0.0,3,25,18.0,5.0,validation
2026-03-01,010400929_,шт,3,31,5.0,6.0,1.0,,,4.0,3.25,2.629955639676583,3.0,4.0,0.33333333333333337,0.0,4,26,12.0,5.0,validation
2026-04-01,010400929_,шт,4,30,5.0,5.0,6.0,,,5.333333333333333,3.6,2.408318915758459,3.0,5.0,0.16666666666666663,0.0,5,27,7.0,1.0,validation
2026-06-01,010400929_,шт,6,30,,1.0,5.0,1.0,,3.0,3.6,2.408318915758459,2.0,5.0,0.16666666666666663,0.0,6,29,11.0,13.0,validation
2026-08-01,010400929_,шт,8,31,,13.0,,5.0,,13.0,6.0,5.033222956847166,1.0,4.0,0.33333333333333337,0.0,7,31,,10.0,test
2026-04-01,010400930_,шт,4,30,,4.0,,,,4.0,3.0,1.7320508075688772,1.0,3.0,0.5,0.0,3,27,3.0,2.0,validation
2026-07-01,010400930_,шт,7,31,,,2.0,,,2.0,3.0,1.4142135623730951,1.0,2.0,0.6666666666666667,0.0,4,30,7.0,3.0,test
2025-12-01,010400931_,шт,12,31,1.0,3.0,2.0,,,2.0,2.0,1.0,3.0,3.0,0.5,0.0,3,23,4.0,4.0,train
2026-01-01,010400931_,шт,1,31,4.0,1.0,3.0,,,2.6666666666666665,2.5,1.2909944487358056,3.0,4.0,0.33333333333333337,0.0,4,24,3.0,5.0,validation
2026-02-01,010400931_,шт,2,28,5.0,4.0,1.0,,,3.3333333333333335,3.0,1.5811388300841898,3.0,5.0,0.16666666666666663,0.0,5,25,9.0,7.0,validation
2026-04-01,010400931_,шт,4,30,,7.0,5.0,3.0,,6.0,4.0,2.23606797749979,2.0,5.0,0.16666666666666663,0.0,6,27,7.0,4.0,validation
2026-06-01,010400931_,шт,6,30,,4.0,,4.0,,4.0,5.0,1.4142135623730956,1.0,4.0,0.33333333333333337,0.0,7,29,13.0,2.0,validation
2026-07-01,010400931_,шт,7,31,2.0,,4.0,5.0,,3.0,4.5,2.081665999466133,2.0,4.0,0.33333333333333337,0.0,8,30,12.0,6.0,test
2026-08-01,010400931_,шт,8,31,6.0,2.0,,7.0,,4.0,4.75,2.217355782608345,2.0,4.0,0.33333333333333337,0.0,9,31,15.0,3.0,test
2026-04-01,010400932_,шт,4,30,1.0,,1.0,,,1.0,2.3333333333333335,2.3094010767585034,2.0,3.0,0.5,0.0,3,27,11.0,3.0,validation
2026-05-01,010400932_,шт,5,31,3.0,1.0,,,,2.0,2.5,1.9148542155126764,2.0,4.0,0.33333333333333337,0.0,4,28,11.0,2.0,validation
2026-06-01,010400932_,шт,6,30,2.0,3.0,1.0,5.0,,2.0,2.4,1.6733200530681511,3.0,5.0,0.16666666666666663,0.0,5,29,6.0,1.0,validation
2026-07-01,010400932_,шт,7,31,1.0,2.0,3.0,1.0,,2.0,1.6,0.8944271909999161,3.0,5.0,0.16666666666666663,0.0,6,30,3.0,5.0,test
2026-08-01,010400932_,шт,8,31,5.0,1.0,2.0,,,2.6666666666666665,2.4,1.6733200530681511,3.0,5.0,0.16666666666666663,0.0,7,31,4.0,2.0,test
2025-12-01,010400933_,шт,12,31,5.0,1.0,3.0,,,3.0,3.0,2.0,3.0,3.0,0.5,0.0,3,23,5.0,1.0,train
2026-01-01,010400933_,шт,1,31,1.0,5.0,1.0,,,2.3333333333333335,2.5,1.9148542155126762,3.0,4.0,0.33333333333333337,0.0,4,24,,1.0,validation
2026-02-01,010400933_,шт,2,28,1.0,1.0,5.0,,,2.3333333333333335,2.2,1.7888543819998317,3.0,5.0,0.16666666666666663,0.0,5,25,19.0,1.0,validation
2026-03-01,010400933_,шт,3,31,1.0,1.0,1.0,3.0,,1.0,2.0,1.6733200530681511,3.0,6.0,0.0,0.0,6,26,23.0,5.0,validation
2026-04-01,010400933_,шт,4,30,5.0,1.0,1.0,1.0,,2.3333333333333335,2.3333333333333335,2.0655911179772892,3.0,6.0,0.0,0.0,7,27,22.0,6.0,validation
2026-06-01,010400933_,шт,6,30,,6.0,5.0,1.0,,5.5,2.8,2.489979919597747,2.0,5.0,0.16666666666666663,0.0,8,29,13.0,1.0,validation
2026-07-01,010400933_,шт,7,31,1.0,,6.0,1.0,,3.5,2.8,2.489979919597747,2.0,5.0,0.16666666666666663,0.0,9,30,12.0,4.0,test
2026-08-01,010400933_,шт,8,31,4.0,1.0,,1.0,,2.5,3.4,2.302172886644268,2.0,5.0,0.16666666666666663,0.0,10,31,16.0,13.0,test
2026-02-01,010400934_,шт,2,28,,,9.0,,,9.0,12.333333333333334,9.451631252505216,1.0,3.0,0.5,0.0,3,25,59.0,6.0,validation
2026-03-01,010400934_,шт,3,31,6.0,,,23.0,,6.0,10.75,8.341662504161466,1.0,4.0,0.33333333333333337,0.0,4,26,59.0,3.0,validation
2026-04-01,010400934_,шт,4,30,3.0,6.0,,5.0,,4.5,5.75,2.5000000000000013,2.0,4.0,0.33333333333333337,0.0,5,27,54.0,10.0,validation
2026-05-01,010400934_,шт,5,31,10.0,3.0,6.0,9.0,,6.333333333333333,7.0,3.16227766016838,3.0,4.0,0.33333333333333337,0.0,6,28,41.0,11.0,validation
2026-06-01,010400934_,шт,6,30,11.0,10.0,3.0,,,8.0,7.5,3.6968455021364734,3.0,4.0,0.33333333333333337,0.0,7,29,33.0,14.0,validation
2026-07-01,010400934_,шт,7,31,14.0,11.0,10.0,,,11.666666666666666,8.8,4.324349662087931,3.0,5.0,0.16666666666666663,0.0,8,30,21.0,22.0,test
2026-08-01,010400934_,шт,8,31,22.0,14.0,11.0,6.0,,15.666666666666666,11.0,6.6332495807108,3.0,6.0,0.0,0.0,9,31,17.0,17.0,test
2024-05-01,010500001_,шт,5,31,9.0,64.0,,,,36.5,28.0,31.192947920964443,2.0,3.0,0.25,0.0,3,4,75.0,23.0,train
2024-06-01,010500001_,шт,6,30,23.0,9.0,64.0,,,32.0,26.75,25.591339680967597,3.0,4.0,0.19999999999999996,0.0,4,5,102.0,25.0,train
2024-07-01,010500001_,шт,7,31,25.0,23.0,9.0,11.0,,19.0,26.4,22.176564206386885,3.0,5.0,0.16666666666666663,0.0,5,6,79.0,48.0,train
2024-08-01,010500001_,шт,8,31,48.0,25.0,23.0,,,32.0,33.8,21.924871721403527,3.0,5.0,0.16666666666666663,0.0,6,7,41.0,17.0,train
2024-09-01,010500001_,шт,9,30,17.0,48.0,25.0,64.0,,30.0,31.0,20.774984957876626,3.0,6.0,0.0,0.0,7,8,5.0,55.0,train
2024-10-01,010500001_,шт,10,31,55.0,17.0,48.0,9.0,,40.0,29.5,18.063775906493085,3.0,6.0,0.0,0.0,8,9,80.0,24.0,train
2024-11-01,010500001_,шт,11,30,24.0,55.0,17.0,23.0,,32.0,32.0,15.517731793016658,3.0,6.0,0.0,0.0,9,10,56.0,37.0,train
2024-12-01,010500001_,шт,12,31,37.0,24.0,55.0,25.0,,38.666666666666664,34.333333333333336,14.935416521365136,3.0,6.0,0.0,0.0,10,11,125.0,41.0,train
2025-01-01,010500001_,шт,1,31,41.0,37.0,24.0,48.0,11.0,34.0,37.0,14.352700094407323,3.0,6.0,0.0,0.0,11,12,78.0,29.0,train
2025-02-01,010500001_,шт,2,28,29.0,41.0,37.0,17.0,,35.666666666666664,33.833333333333336,13.51172330484408,3.0,6.0,0.0,0.0,12,13,97.0,82.0,train
2025-03-01,010500001_,шт,3,31,82.0,29.0,41.0,55.0,64.0,50.666666666666664,44.666666666666664,21.191193139289414,3.0,6.0,0.0,0.0,13,14,68.0,15.0,train
2025-04-01,010500001_,шт,4,30,15.0,82.0,29.0,24.0,9.0,42.0,38.0,23.46060527778429,3.0,6.0,0.0,0.0,14,15,43.0,37.0,train
2025-05-01,010500001_,шт,5,31,37.0,15.0,82.0,37.0,23.0,44.666666666666664,40.166666666666664,22.489256694401146,3.0,6.0,0.0,0.0,15,16,64.0,32.0,train
2025-06-01,010500001_,шт,6,30,32.0,37.0,15.0,41.0,25.0,28.0,39.333333333333336,22.721502297750177,3.0,6.0,0.0,0.0,16,17,123.0,4.0,train
2025-07-01,010500001_,шт,7,31,4.0,32.0,37.0,29.0,48.0,24.333333333333332,33.166666666666664,26.82846746772291,3.0,6.0,0.0,0.0,17,18,101.0,28.0,train
2025-08-01,010500001_,шт,8,31,28.0,4.0,32.0,82.0,17.0,21.333333333333332,33.0,26.862613424609304,3.0,6.0,0.0,0.0,18,19,133.0,47.0,train
2025-09-01,010500001_,шт,9,30,47.0,28.0,4.0,15.0,55.0,26.333333333333332,27.166666666666668,15.484400752585369,3.0,6.0,0.0,0.0,19,20,131.0,26.0,train
2025-10-01,010500001_,шт,10,31,26.0,47.0,28.0,37.0,24.0,33.666666666666664,29.0,14.366627996854369,3.0,6.0,0.0,0.0,20,21,112.0,23.0,train
2025-11-01,010500001_,шт,11,30,23.0,26.0,47.0,32.0,37.0,32.0,26.666666666666668,13.93795776527775,3.0,6.0,0.0,0.0,21,22,108.0,61.0,train
2025-12-01,010500001_,шт,12,31,61.0,23.0,26.0,4.0,41.0,36.666666666666664,31.5,19.907285098676812,3.0,6.0,0.0,0.0,22,23,106.0,111.0,train
2026-01-01,010500001_,шт,1,31,111.0,61.0,23.0,28.0,29.0,65.0,49.333333333333336,33.57777042429511,3.0,6.0,0.0,0.0,23,24,57.0,9.0,validation
2026-02-01,010500001_,шт,2,28,9.0,111.0,61.0,47.0,82.0,60.333333333333336,46.166666666666664,36.73917074005165,3.0,6.0,0.0,0.0,24,25,54.0,28.0,validation
2026-03-01,010500001_,шт,3,31,28.0,9.0,111.0,26.0,15.0,49.333333333333336,43.0,37.46465000503809,3.0,6.0,0.0,0.0,25,26,129.0,7.0,validation
2026-04-01,010500001_,шт,4,30,7.0,28.0,9.0,23.0,37.0,14.666666666666666,39.833333333333336,39.91198650363906,3.0,6.0,0.0,0.0,26,27,136.0,13.0,validation
2026-05-01,010500001_,шт,5,31,13.0,7.0,28.0,61.0,32.0,16.0,38.166666666666664,40.9507834682887,3.0,6.0,0.0,0.0,27,28,127.0,2.0,validation
2026-06-01,010500001_,шт,6,30,2.0,13.0,7.0,111.0,4.0,7.333333333333333,28.333333333333332,41.451980250244574,3.0,6.0,0.0,0.0,28,29,114.0,7.0,validation
2026-07-01,010500001_,шт,7,31,7.0,2.0,13.0,9.0,28.0,7.333333333333333,11.0,9.055385138137314,3.0,6.0,0.0,0.0,29,30,111.0,106.0,test
2026-08-01,010500001_,шт,8,31,106.0,7.0,2.0,28.0,47.0,38.333333333333336,27.166666666666668,39.65560069733739,3.0,6.0,0.0,0.0,30,31,104.0,21.0,test
2024-04-01,010500003_,шт,4,30,110.0,98.0,21.0,,,76.33333333333333,76.33333333333333,48.294237061303015,3.0,3.0,0.0,0.0,3,3,60.0,80.0,train
2024-05-01,010500003_,шт,5,31,80.0,110.0,98.0,,,96.0,77.25,39.474675426151386,3.0,4.0,0.0,0.0,4,4,130.0,39.0,train
2024-06-01,010500003_,шт,6,30,39.0,80.0,110.0,,,76.33333333333333,69.6,38.22695384149775,3.0,5.0,0.0,0.0,5,5,207.0,13.0,train
2024-07-01,010500003_,шт,7,31,13.0,39.0,80.0,21.0,,44.0,60.166666666666664,41.26701669210735,3.0,6.0,0.0,0.0,6,6,157.0,263.0,train
2024-08-01,010500003_,шт,8,31,263.0,13.0,39.0,98.0,,105.0,100.5,87.59166627025655,3.0,6.0,0.0,0.0,7,7,188.0,79.0,train
2024-09-01,010500003_,шт,9,30,79.0,263.0,13.0,110.0,,118.33333333333333,97.33333333333333,88.04241402112204,3.0,6.0,0.0,0.0,8,8,,272.0,train
2024-10-01,010500003_,шт,10,31,272.0,79.0,263.0,80.0,,204.66666666666666,124.33333333333333,113.78166226007892,3.0,6.0,0.0,0.0,9,9,154.0,64.0,train
2024-11-01,010500003_,шт,11,30,64.0,272.0,79.0,39.0,,138.33333333333334,121.66666666666667,115.20705996885202,3.0,6.0,0.0,0.0,10,10,263.0,275.0,train
2024-12-01,010500003_,шт,12,31,275.0,64.0,272.0,13.0,,203.66666666666666,161.0,121.45616493204452,3.0,6.0,0.0,0.0,11,11,379.0,115.0,train
2025-01-01,010500003_,шт,1,31,115.0,275.0,64.0,263.0,21.0,151.33333333333334,178.0,102.21154533613118,3.0,6.0,0.0,0.0,12,12,82.0,42.0,train
2025-02-01,010500003_,шт,2,28,42.0,115.0,275.0,79.0,98.0,144.0,141.16666666666666,105.23006541225121,3.0,6.0,0.0,0.0,13,13,377.0,40.0,train
2025-03-01,010500003_,шт,3,31,40.0,42.0,115.0,272.0,110.0,65.66666666666667,134.66666666666666,110.89033621856626,3.0,6.0,0.0,0.0,14,14,335.0,13.0,train
2025-04-01,010500003_,шт,4,30,13.0,40.0,42.0,64.0,80.0,31.666666666666668,91.5,96.17224131733649,3.0,6.0,0.0,0.0,15,15,366.0,33.0,train
2025-05-01,010500003_,шт,5,31,33.0,13.0,40.0,275.0,39.0,28.666666666666668,86.33333333333333,98.74343860058077,3.0,6.0,0.0,0.0,16,16,467.0,83.0,train
2025-06-01,010500003_,шт,6,30,83.0,33.0,13.0,115.0,13.0,43.0,54.333333333333336,37.47888294315434,3.0,6.0,0.0,0.0,17,17,393.0,3.0,train
2025-07-01,010500003_,шт,7,31,3.0,83.0,33.0,42.0,263.0,39.666666666666664,35.666666666666664,27.883089259740647,3.0,6.0,0.0,0.0,18,18,425.0,11.0,train
2025-08-01,010500003_,шт,8,31,11.0,3.0,83.0,40.0,79.0,32.333333333333336,30.5,29.310407707843254,3.0,6.0,0.0,0.0,19,19,421.0,16.0,train
2025-09-01,010500003_,шт,9,30,16.0,11.0,3.0,13.0,272.0,10.0,26.5,29.392175829631892,3.0,6.0,0.0,0.0,20,20,257.0,133.0,train
2025-10-01,010500003_,шт,10,31,133.0,16.0,11.0,33.0,64.0,53.333333333333336,46.5,51.145869823476446,3.0,6.0,0.0,0.0,21,21,241.0,149.0,train
2025-11-01,010500003_,шт,11,30,149.0,133.0,16.0,83.0,275.0,99.33333333333333,65.83333333333333,65.0551048470961,3.0,6.0,0.0,0.0,22,22,249.0,26.0,train
2025-12-01,010500003_,шт,12,31,26.0,149.0,133.0,3.0,115.0,102.66666666666667,56.333333333333336,66.19869082290575,3.0,6.0,0.0,0.0,23,23,230.0,24.0,train
2026-01-01,010500003_,шт,1,31,24.0,26.0,149.0,11.0,42.0,66.33333333333333,59.833333333333336,63.3069243184872,3.0,6.0,0.0,0.0,24,24,285.0,12.0,validation
2026-02-01,010500003_,шт,2,28,12.0,24.0,26.0,16.0,40.0,20.666666666666668,60.0,63.15378056775381,3.0,6.0,0.0,0.0,25,25,260.0,129.0,validation
2026-03-01,010500003_,шт,3,31,129.0,12.0,24.0,133.0,13.0,55.0,78.83333333333333,64.24769775382357,3.0,6.0,0.0,0.0,26,26,248.0,180.0,validation
2026-04-01,010500003_,шт,4,30,180.0,129.0,12.0,149.0,33.0,107.0,86.66666666666667,74.2581084237046,3.0,6.0,0.0,0.0,27,27,120.0,8.0,validation
2026-05-01,010500003_,шт,5,31,8.0,180.0,129.0,26.0,83.0,105.66666666666667,63.166666666666664,72.88461200189424,3.0,6.0,0.0,0.0,28,28,,2.0,validation
2026-06-01,010500003_,шт,6,30,2.0,8.0,180.0,24.0,3.0,63.333333333333336,59.166666666666664,75.9273775832319,3.0,6.0,0.0,0.0,29,29,208.0,7.0,validation
2026-07-01,010500003_,шт,7,31,7.0,2.0,8.0,12.0,11.0,5.666666666666667,56.333333333333336,77.79631525121653,3.0,6.0,0.0,0.0,30,30,205.0,8.0,test
2026-08-01,010500003_,шт,8,31,8.0,7.0,2.0,129.0,16.0,5.666666666666667,55.666666666666664,78.26791594687228,3.0,6.0,0.0,0.0,31,31,198.0,28.0,test
2024-04-01,010500004_,шт,4,30,360.0,1083.0,923.0,,,788.6666666666666,788.6666666666666,379.75825643866295,3.0,3.0,0.0,0.0,3,3,1491.0,413.0,train
2024-05-01,010500004_,шт,5,31,413.0,360.0,1083.0,,,618.6666666666666,694.75,362.52666568589586,3.0,4.0,0.0,0.0,4,4,2473.0,1111.0,train
2024-06-01,010500004_,шт,6,30,1111.0,413.0,360.0,,,628.0,778.0,364.9958903878234,3.0,5.0,0.0,0.0,5,5,3432.0,582.0,train
2024-07-01,010500004_,шт,7,31,582.0,1111.0,413.0,923.0,,702.0,745.3333333333334,336.1253734347746,3.0,6.0,0.0,0.0,6,6,2122.0,1869.0,train
2024-08-01,010500004_,шт,8,31,1869.0,582.0,1111.0,1083.0,,1187.3333333333333,903.0,573.9006882728056,3.0,6.0,0.0,0.0,7,7,2114.0,1352.0,train
2024-09-01,010500004_,шт,9,30,1352.0,1869.0,582.0,360.0,,1267.6666666666667,947.8333333333334,600.658111296823,3.0,6.0,0.0,0.0,8,8,547.0,1037.0,train
2024-10-01,010500004_,шт,10,31,1037.0,1352.0,1869.0,413.0,,1419.3333333333333,1060.6666666666667,527.2504781094718,3.0,6.0,0.0,0.0,9,9,1963.0,1336.0,train
2024-11-01,010500004_,шт,11,30,1336.0,1037.0,1352.0,1111.0,,1241.6666666666667,1214.5,425.27955511639624,3.0,6.0,0.0,0.0,10,10,2625.0,1220.0,train
2024-12-01,010500004_,шт,12,31,1220.0,1336.0,1037.0,582.0,,1197.6666666666667,1232.6666666666667,422.29168434467965,3.0,6.0,0.0,0.0,11,11,4398.0,1018.0,train
2025-01-01,010500004_,шт,1,31,1018.0,1220.0,1336.0,1869.0,923.0,1191.3333333333333,1305.3333333333333,310.7035028232971,3.0,6.0,0.0,0.0,12,12,3139.0,982.0,train
2025-02-01,010500004_,шт,2,28,982.0,1018.0,1220.0,1352.0,1083.0,1073.3333333333333,1157.5,166.3607525830535,3.0,6.0,0.0,0.0,13,13,4083.0,914.0,train
2025-03-01,010500004_,шт,3,31,914.0,982.0,1018.0,1037.0,360.0,971.3333333333334,1084.5,159.91716605793118,3.0,6.0,0.0,0.0,14,14,2979.0,509.0,train
2025-04-01,010500004_,шт,4,30,509.0,914.0,982.0,1336.0,413.0,801.6666666666666,996.5,286.47774782694717,3.0,6.0,0.0,0.0,15,15,2618.0,827.0,train
2025-05-01,010500004_,шт,5,31,827.0,509.0,914.0,1220.0,1111.0,750.0,911.6666666666666,236.91236073001045,3.0,6.0,0.0,0.0,16,16,3189.0,957.0,train
2025-06-01,010500004_,шт,6,30,957.0,827.0,509.0,1018.0,582.0,764.3333333333334,867.8333333333334,187.66716992235646,3.0,6.0,0.0,0.0,17,17,3799.0,1022.0,train
2025-07-01,010500004_,шт,7,31,1022.0,957.0,827.0,982.0,1869.0,935.3333333333334,868.5,188.31330276961305,3.0,6.0,0.0,0.0,18,18,3572.0,673.0,train
2025-08-01,010500004_,шт,8,31,673.0,1022.0,957.0,914.0,1352.0,884.0,817.0,193.25320178460169,3.0,6.0,0.0,0.0,19,19,3766.0,1719.0,train
2025-09-01,010500004_,шт,9,30,1719.0,673.0,1022.0,509.0,1037.0,1138.0,951.1666666666666,420.22014071991674,3.0,6.0,0.0,0.0,20,20,3873.0,634.0,train
2025-10-01,010500004_,шт,10,31,634.0,1719.0,673.0,827.0,1336.0,1008.6666666666666,972.0,396.3342024100367,3.0,6.0,0.0,0.0,21,21,1499.0,1219.0,train
2025-11-01,010500004_,шт,11,30,1219.0,634.0,1719.0,957.0,1220.0,1190.6666666666667,1037.3333333333333,399.94432945932186,3.0,6.0,0.0,0.0,22,22,1705.0,677.0,train
2025-12-01,010500004_,шт,12,31,677.0,1219.0,634.0,1022.0,1018.0,843.3333333333334,990.6666666666666,426.63739482922335,3.0,6.0,0.0,0.0,23,23,468.0,1053.0,train
2026-01-01,010500004_,шт,1,31,1053.0,677.0,1219.0,673.0,982.0,983.0,995.8333333333334,427.2799628658786,3.0,6.0,0.0,0.0,24,24,1373.0,475.0,validation
2026-02-01,010500004_,шт,2,28,475.0,1053.0,677.0,1719.0,914.0,735.0,962.8333333333334,463.3255514934036,3.0,6.0,0.0,0.0,25,25,2936.0,333.0,validation
2026-03-01,010500004_,шт,3,31,333.0,475.0,1053.0,634.0,509.0,620.3333333333334,731.8333333333334,340.0261264471697,3.0,6.0,0.0,0.0,26,26,3624.0,598.0,validation
2026-04-01,010500004_,шт,4,30,598.0,333.0,475.0,1219.0,827.0,468.6666666666667,725.8333333333334,342.40701900905395,3.0,6.0,0.0,0.0,27,27,3310.0,387.0,validation
2026-05-01,010500004_,шт,5,31,387.0,598.0,333.0,677.0,957.0,439.3333333333333,587.1666666666666,261.70091071042657,3.0,6.0,0.0,0.0,28,28,2708.0,887.0,validation
2026-06-01,010500004_,шт,6,30,887.0,387.0,598.0,1053.0,1022.0,624.0,622.1666666666666,288.7617818664143,3.0,6.0,0.0,0.0,29,29,2691.0,2661.0,validation
