sku,product_name,unit,supplier_sku
030201035_,"Рамка 2-мест. ""BRITE"" металл латунь RE IEK (1/100)",шт,BR-M22-M-01-K49
030201036_,"Рамка 3-мест. ""BRITE"" металл латунь RE IEK (1/50)",шт,BR-M32-M-01-K49
030201037_,"Рамка 4-мест. ""BRITE"" металл латунь RE IEK (1/50)",шт,BR-M42-M-01-K49
030201040_,"Термостат с инд. ""BRITE"" шампань (1/80)",шт,
030201049_,BRITE Выключатель 1-клавишный перекрестный 10А ВС10-1-3-БрТБ темная бронза IEK,шт,BR-V13-0-10-K45
030201052_,"Рамка 1-мест. ""BRITE"" бел./бел. IEK (1/100)",шт,BR-M12-12-K01
030201053_,"Рамка 2-мест. ""BRITE"" бел./бел. IEK (1/100)",шт,BR-M22-12-K01
030201054_,"Рамка 3-мест. ""BRITE"" бел./бел. IEK (1/100)",шт,BR-M32-12-K01
030201055_,"Рамка 1-мест. ""BRITE"" беж./жемч. IEK (1/100)",шт,BR-M12-12-1-K10
030201056_,"Рамка 2-мест. ""BRITE"" беж./жемч. IEK (1/100)",шт,BR-M22-12-1-K10
030201057_,"Рамка 3-мест. ""BRITE"" беж./жемч. IEK (1/100)",шт,BR-M32-12-1-K10
030201060_,"Рамка 4-мест. ""BRITE"" беж./жемч. IEK (1/100)",шт,BR-M42-12-1-K10
030201061_,"Рамка 5-мест. ""BRITE"" беж./жемч. IEK (1/100)",шт,BR-M52-12-1-K10
030201063_,"Рамка 1-мест. ""BRITE"" беж./шамп. IEK (1/100)",шт,BR-M12-12-3-K10
030201064_,"Рамка 1-мест. ""BRITE"" алюм./алюм. IEK (1/100)",шт,BR-M12-12-K47
030201065_,"Рамка 1-мест. ""BRITE"" хром/черн. IEK (1/100)",шт,BR-M12-12-2-K23
030201066_,"Рамка 1-мест. ""BRITE"" бел. рифленый IEK (1/100)",шт,BR-M12-51-K01
030201067_,"Рамка 1-мест. ""BRITE"" беж. рифленый IEK (1/100)",шт,BR-M12-51-K10
030201068_,"Рамка 2-мест. ""BRITE"" беж./шамп. IEK (1/100)",шт,BR-M22-12-3-K10
030201069_,"Рамка 2-мест. ""BRITE"" алюм./алюм. IEK (1/100)",шт,BR-M22-12-K47
030201070_,"Рамка 3-мест. ""BRITE"" алюм./алюм. IEK (1/100)",шт,BR-M32-12-K47
030201071_,"Рамка 4-мест. ""BRITE"" алюм./алюм. IEK (1/100)",шт,BR-M42-12-K47
030201072_,"Рамка 1-мест. ""BRITE"" хром/никель IEK (1/100)",шт,BR-M12-12-4-K23
030201073_,"Рамка 2-мест. ""BRITE"" хром/черн. IEK (1/100)",шт,BR-M22-12-2-K23
030201074_,"Рамка 2-мест. ""BRITE"" бел. рифленый IEK (1/100)",шт,BR-M22-51-K01
030201075_,"Рамка 2-мест. ""BRITE"" беж. рифленый IEK (1/100)",шт,BR-M22-51-K10
030201076_,"Рамка 3-мест. ""BRITE"" беж./шамп. IEK (1/100)",шт,BR-M32-12-3-K10
030201077_,"Рамка 4-мест. ""BRITE"" бел./бел. IEK (1/100)",шт,BR-M42-12-K01
030201078_,"Рамка 2-мест. ""BRITE"" хром/никель IEK (1/100)",шт,BR-M22-12-4-K23
030201079_,"Рамка 4-мест. ""BRITE"" беж./шамп. IEK (1/100)",шт,BR-M42-12-3-K10
030201080_,"Рамка 3-мест. ""BRITE"" хром/никель IEK (1/100)",шт,BR-M32-12-4-K23
030201081_,"Рамка 3-мест. ""BRITE"" хром/черн. IEK (1/100)",шт,BR-M32-12-2-K23
030201082_,"Рамка 3-мест. ""BRITE"" бел. рифленый IEK (1/100)",шт,BR-M32-51-K01
030201083_,"Рамка 3-мест. ""BRITE"" беж. рифленый IEK (1/100)",шт,BR-M32-51-K10
030201084_,"Рамка 4-мест. ""BRITE"" хром/черн. IEK (1/100)",шт,BR-M42-12-2-K23
030201085_,"Рамка 4-мест. ""BRITE"" бел. рифленый IEK (1/100)",шт,BR-M42-51-K01
030201086_,"Рамка 4-мест. ""BRITE"" беж. рифленый IEK (1/100)",шт,BR-M42-51-K10
030201087_,"Рамка 1-мест. ""BRITE"" стекло бел. матовый IEK (1/100)",шт,BR-M12-G-31-K01
030201088_,"Рамка 1-мест. ""BRITE"" стекло черн. матовый IEK (1/100)",шт,BR-M12-G-31-K02
030201089_,"Рамка 1-мест. ""BRITE"" стекло маренго матовый IEK (1/100)",шт,BR-M12-G-31-K35
030201090_,"Рамка 1-мест. ""BRITE"" стекло бел. RE IEK (1/100)",шт,BR-M12-G-41-K01
030201091_,"Рамка 1-мест. ""BRITE"" стекло черн. RE IEK (1/100)",шт,BR-M12-G-41-K02
030201092_,"Рамка 1-мест. ""BRITE"" стекло графит RE IEK (1/100)",шт,BR-M12-G-41-K53
030201093_,"Рамка 1-мест. ""BRITE"" стекло песчаный RE IEK (1/100)",шт,BR-M12-G-41-K98
030201094_,"Рамка 1-мест. ""BRITE"" металл черн. RE IEK (1/100)",шт,BR-M12-M-01-K02
030201095_,"Рамка 1-мест. ""BRITE"" металл алюм. RE IEK (1/100)",шт,BR-M12-M-01-K47
030201096_,"Рамка 1-мест. ""BRITE"" металл титан RE IEK (1/100)",шт,BR-M12-M-01-K48
030201097_,"Рамка 1-мест. ""BRITE"" металл черн. RE AL IEK (1/100)",шт,BR-M12-M-21-K02
030201098_,"Рамка 1-мест. ""BRITE"" металл коричн. RE AL IEK (1/100)",шт,BR-M12-M-21-K30
030201099_,"Рамка 1-мест. ""BRITE"" металл шамп. RE AL IEK (1/100)",шт,BR-M12-M-21-K37
030201100_,"Рамка 1-мест. ""BRITE"" металл алюм. RE AL IEK (1/100)",шт,BR-M12-M-21-K47
030201101_,"Рамка 4-мест. ""BRITE"" хром/никель IEK (1/100)",шт,BR-M42-12-4-K23
030201102_,"Рамка 2-мест. ""BRITE"" стекло бел. матовый IEK (1/100)",шт,BR-M22-G-31-K01
030201103_,"Рамка 2-мест. ""BRITE"" стекло черн. матовый IEK (1/100)",шт,BR-M22-G-31-K02
030201104_,"Рамка 2-мест. ""BRITE"" стекло маренго матовый IEK (1/100)",шт,BR-M22-G-31-K35
030201105_,"Рамка 2-мест. ""BRITE"" стекло бел. RE IEK (1/100)",шт,BR-M22-G-41-K01
030201106_,"Рамка 2-мест. ""BRITE"" стекло черн. RE IEK (1/100)",шт,BR-M22-G-41-K02
030201107_,"Рамка 2-мест. ""BRITE"" стекло графит RE IEK (1/100)",шт,BR-M22-G-41-K53
030201108_,"Рамка 2-мест. ""BRITE"" стекло песчаный RE IEK (1/100)",шт,BR-M22-G-41-K98
030201109_,"Рамка 2-мест. ""BRITE"" металл черн. RE IEK (1/100)",шт,BR-M22-M-01-K02
030201110_,"Рамка 2-мест. ""BRITE"" металл алюм. RE IEK (1/100)",шт,BR-M22-M-01-K47
030201111_,"Рамка 2-мест. ""BRITE"" металл титан RE IEK (1/100)",шт,BR-M22-M-01-K48
030201112_,"Рамка 2-мест. ""BRITE"" металл черн. RE AL IEK (1/100)",шт,BR-M22-M-21-K02
030201113_,"Рамка 2-мест. ""BRITE"" металл коричн. RE AL IEK (1/100)",шт,BR-M22-M-21-K30
030201114_,"Рамка 2-мест. ""BRITE"" металл шамп. RE AL IEK (1/100)",шт,BR-M22-M-21-K37
030201115_,"Рамка 2-мест. ""BRITE"" металл алюм. RE AL IEK (1/100)",шт,BR-M22-M-21-K47
030201116_,"Рамка 3-мест. ""BRITE"" стекло бел. матовый IEK (1/50)",шт,BR-M32-G-31-K01
030201117_,"Рамка 3-мест. ""BRITE"" стекло черн. матовый IEK (1/50)",шт,BR-M32-G-31-K02
030201118_,"Рамка 3-мест. ""BRITE"" стекло маренго матовый IEK (1/50)",шт,BR-M32-G-31-K35
030201119_,"Рамка 3-мест. ""BRITE"" стекло бел. RE IEK (1/50)",шт,BR-M32-G-41-K01
030201120_,"Рамка 3-мест. ""BRITE"" стекло черн. RE IEK (1/50)",шт,BR-M32-G-41-K02
030201121_,"Рамка 3-мест. ""BRITE"" стекло графит RE IEK (1/50)",шт,BR-M32-G-41-K53
030201122_,"Рамка 3-мест. ""BRITE"" стекло песчаный RE IEK (1/50)",шт,BR-M32-G-41-K98
030201123_,"Рамка 3-мест. ""BRITE"" металл черн. RE IEK (1/50)",шт,BR-M32-M-01-K02
030201124_,"Рамка 3-мест. ""BRITE"" металл алюм. RE IEK (1/50)",шт,BR-M32-M-01-K47
030201125_,"Рамка 3-мест. ""BRITE"" металл титан RE IEK (1/50)",шт,BR-M32-M-01-K48
030201126_,"Рамка 3-мест. ""BRITE"" металл черн. RE AL IEK (1/50)",шт,BR-M32-M-21-K02
030201127_,"Рамка 3-мест. ""BRITE"" металл коричн. RE AL IEK (1/50)",шт,BR-M32-M-21-K30
030201128_,"Рамка 3-мест. ""BRITE"" металл шамп. RE AL IEK (1/50)",шт,BR-M32-M-21-K37
030201129_,"Рамка 3-мест. ""BRITE"" металл алюм. RE AL IEK (1/50)",шт,BR-M32-M-21-K47
030201130_,"Рамка 4-мест. ""BRITE"" стекло бел. матовый IEK (1/50)",шт,BR-M42-G-31-K01
030201131_,"Рамка 4-мест. ""BRITE"" стекло черн. матовый IEK (1/50)",шт,BR-M42-G-31-K02
030201132_,"Рамка 4-мест. ""BRITE"" стекло маренго матовый IEK (1/50)",шт,BR-M42-G-31-K35
030201133_,"Рамка 4-мест. ""BRITE"" стекло бел. RE IEK (1/50)",шт,BR-M42-G-41-K01
030201134_,"Рамка 4-мест. ""BRITE"" стекло черн. RE IEK (1/50)",шт,BR-M42-G-41-K02
030201135_,"Рамка 4-мест. ""BRITE"" стекло графит RE IEK (1/50)",шт,BR-M42-G-41-K53
030201136_,"Рамка 4-мест. ""BRITE"" стекло песчаный RE IEK (1/50)",шт,BR-M42-G-41-K98
030201137_,"Рамка 4-мест. ""BRITE"" металл черн. RE IEK (1/50)",шт,BR-M42-M-01-K02
030201138_,"Рамка 4-мест. ""BRITE"" металл алюм. RE IEK (1/50)",шт,BR-M42-M-01-K47
030201139_,"Рамка 4-мест. ""BRITE"" металл титан RE IEK (1/50)",шт,BR-M42-M-01-K48
030201140_,"Рамка 4-мест. ""BRITE"" металл черн. RE AL IEK (1/50)",шт,BR-M42-M-21-K02
030201141_,"Рамка 4-мест. ""BRITE"" металл коричн. RE AL IEK (1/50)",шт,BR-M42-M-21-K30
030201142_,"Рамка 4-мест. ""BRITE"" металл шамп. RE AL IEK (1/50)",шт,BR-M42-M-21-K37
030201143_,"Рамка 4-мест. ""BRITE"" металл алюм. RE AL IEK (1/50)",шт,BR-M42-M-21-K47
030201144_,"Рамка 5-мест. ""BRITE"" хром/черн. IEK (1/100)",шт,BR-M52-12-2-K23
030201145_,"Рамка 5-мест. ""BRITE"" беж./шамп. IEK (1/100)",шт,BR-M52-12-3-K10
030201146_,"Рамка 5-мест. ""BRITE"" бел./бел. IEK (1/100)",шт,BR-M52-12-K01
030201147_,"Рамка 5-мест. ""BRITE"" алюм./алюм. IEK (1/100)",шт,BR-M52-12-K47
030201148_,"Рамка 5-мест. ""BRITE"" бел. рифленый IEK (1/100)",шт,BR-M52-51-K01
030201149_,"Рамка 5-мест. ""BRITE"" беж. рифленый IEK (1/100)",шт,BR-M52-51-K10
030201150_,"Рамка 5-мест. ""BRITE"" хром/никель IEK (1/100)",шт,BR-M52-12-4-K23
030201152_,BRITE Розетка 1-местная с заземлением с защитными шторками и крышкой 16А IP20 бронза IEK,,BR-R16-16-K45
030201236_,"Выкл 2-кл перекр 10А б/рамки ""BRITE"" черный (1/100)",шт,BR-V23-0-10-K02
030201244_,"Выкл 2-кл перекр 10А б/рамки ""BRITE"" белый (1/100)",шт,BR-V23-0-10-K01
030201245_,"Выкл 2-кл перекр 10А б/рамки ""BRITE"" графит (1/100)",шт,BR-V23-0-10-K53
030201246_,"Выкл 2-кл перекр 10А б/рамки ""BRITE"" алюминий (1/100)",шт,BR-V23-0-10-K47
030201247_,"Выкл 2-кл перекр 10А б/рамки ""BRITE"" жемчуг (1/100)",шт,BR-V23-0-10-K36
030201248_,"Выкл 2-кл перекр 10А б/рамки ""BRITE"" бежевый (1/100)",шт,BR-V23-0-10-K10
030201249_,"Выкл 2-кл перекр 10А б/рамки ""BRITE"" маренго (1/100)",шт,BR-V23-0-10-K35
030201250_,"Выкл 2-кл перекр 10А б/рамки ""BRITE"" сталь (1/100)",шт,BR-V23-0-10-K46
030201251_,"Выкл 2-кл перекр 10А б/рамки ""BRITE"" темная бронза (1/100)",шт,BR-V23-0-10-K45
030201252_,"Выкл 2-кл перекр 10А б/рамки ""BRITE"" шампань (1/100)",шт,BR-V23-0-10-K37
030201460_,Выключатель 1-кл. о/у графит IP55 TORS IEK (1/60),шт,TS-V16-0-10-55-K53
030201461_,Выключатель 2-кл. о/у графит IP55 TORS IEK (1/60),шт,TS-V20-0-10-55-K53
030201462_,Розетка 1-я о/у з/к c крышкой графит IP55 TORS IEK (1/60),шт,TS-R16-16-55-K53
030201463_,Розетка 2-я о/у з/к с крышкой горизонтальная графит IP55 TORS IEK (1/40),шт,TS-R26-16-55-G-K53
030201464_,Блок розетка + выключатель горизонтальный о/у графит IP55 TORS IEK (1/40),шт,TS-G10-6-55-V-K53
030201465_,Розетка 2-я о/у з/к с крышкой вертикальная графит IP55 TORS IEK (1/40),шт,TS-R26-16-55-V-K53
030201466_,Выключатель 2-кл. проходной о/у графит IP55 TORS IEK (1/80),шт,TS-V22-0-10-55-K53
030201467_,Переключатель 1-кл. о/у графит IP55 TORS IEK (1/60),шт,TS-V10-0-10-55-K53
030201468_,Выключатель кнопочный о/у графит IP55 TORS IEK (1/60),шт,TS-V14-0-10-55-K53
030201469_,Выключатель 1-кл. о/у белый IP55 TORS IEK (1/60),шт,TS-V16-0-10-55-k01
030201470_,Выключатель 2-кл. о/у белый IP55 TORS IEK (1/60),шт,TS-V20-0-10-55-k01
030201471_,Розетка 1-я о/у з/к c крышкой белый IP55 TORS IEK (1/60),шт,TS-R16-16-55-k01
030201472_,Розетка 2-я о/у з/к с крышкой горизонтальная белый IP55 TORS IEK (1/40),шт,TS-R26-16-55-G-k01
030201473_,Блок розетка + выключатель горизонтальный о/у белый IP55 TORS IEK (1/40),шт,TS-G10-6-55-V-k01
030201474_,Розетка 2-я о/у з/к с крышкой вертикальная белый IP55 TORS IEK (1/40),шт,TS-R26-16-55-V-k01
030201475_,Выключатель 2-кл. проходной о/у белый IP55 TORS IEK (1/80),,TS-V22-0-10-55-k01
030201476_,Переключатель 1-кл. о/у белый IP55 TORS IEK (1/60),шт,TS-V10-0-10-55-k01
030201477_,Выключатель кнопочный о/у белый IP55 TORS IEK (1/60),шт,TS-V14-0-10-55-k01
030201478_,Выключатель 1-кл. о/у серо-белый IP55 TORS IEK (1/60),шт,TS-V16-0-10-55-k41
030201479_,Выключатель 2-кл. о/у серо-белый IP55 TORS IEK (1/60),шт,TS-V20-0-10-55-k41
030201480_,Розетка 1-я о/у з/к c крышкой серо-белый IP55 TORS IEK (1/60),шт,TS-R16-16-55-k41
030201481_,Розетка 2-я о/у з/к с крышкой горизонтальная серо-белый IP55 TORS IEK (1/40),шт,TS-R26-16-55-G-k41
030201482_,Блок розетка + выключатель горизонтальный о/у серо-белый IP55 TORS IEK (1/40),шт,TS-G10-6-55-V-k41
030201483_,Розетка 2-я о/у з/к с крышкой вертикальная серо-белый IP55 TORS IEK (1/40),шт,TS-R26-16-55-V-k41
030201484_,Выключатель 2-кл. проходной о/у серо-белый IP55 TORS IEK (1/80),шт,TS-V22-0-10-55-k41
030201485_,Переключатель 1-кл. о/у серо-белый IP55 TORS IEK (1/60),шт,TS-V10-0-10-55-k41
030201486_,Выключатель кнопочный о/у серо-белый IP55 TORS IEK (1/60),шт,TS-V14-0-10-55-k41
030300478_,"222-412 Клемма (0,08-2,5мм 32А) IEK (50)",,UKZ-001-412
030300479_,"222-413 Клемма (0,08-2,5мм 32А) IEK (50)",,UKZ-001-413
030300480_,"222-415 Клемма (0,08-2,5мм 32А) IEK (50)",,UKZ-001-415
030300499_,Клемма вводная силовая КВС 6-50 кв.мм. серая IEK,,YZN12-050-K03
030300522_,Паста контактная токопроводящая КПП-150 IEK,,UCP10-150
080400060_,ДРИ 400W E40 IEK (25),,MHL-400-4500-E40
080400061_,ДНАТ 70W Е27 (IEK) (50) ***,,HPSL-70-E27-T
080400062_,ДНАТ 150W Е40 (IEK) (25) ***,,HPSL-150-E40-T
080400064_,ДНАТ 400W Е40 (IEK) (25),,HPSL-400-E40-T
080800023_,Индикатор AL-22TE Ø22мм (желтый неон) IEK (10/300) !!!,шт,BLS30-ALTE-K05
080800024_,Индикатор AL-22TE Ø22мм (зеленый неон) IEK (10/300),шт,BLS30-ALTE-K06
080800030_,Сиг. лампа ЛС-47 (зеленый неон) IEK (12/240),шт,MLS10-230-K06
080800031_,Сиг. лампа ЛС-47 (красный неон) IEK (12/240),шт,MLS10-230-K04
080800062_,Сиг. лампа ЛС-47 (желтый неон) IEK (12/240),шт,MLS10-230-K05
080800063_,Сиг. лампа ЛС-47 (синий неон) IEK (12/240),шт,MLS10-230-K07
080800070_,Индикатор AD-22DS (LED) Ø22мм (желтый) IEK (10/600),шт,BLS10-ADDS-230-K05
080800071_,Индикатор AD-22DS (LED) Ø22мм (зеленый) IEK (10/600),шт,BLS10-ADDS-230-K06
080800072_,Индикатор AD-22DS (LED) Ø22мм (красный) IEK (10/600),шт,BLS10-ADDS-230-K04
080800128_,"Светодиодная лента ""Сделай сам"" LED 5м LSR-2835WW60-4,8-IP20-12В-3000K+драйвер+выключатель IEK",шт,LSR1-1-060-20-1-05-S1
080800129_,"Светодиодная лента ""Сделай сам"" LED 2х1,2м LSR-2835WW60-4,8-IP20-12В-3000K+драйвер+2 датч движ IEK",шт,LSR1-1-060-20-1-2XD12-S3
080800130_,"Светодиодная лента ""Сделай сам"" LED 1,2м LSR-2835WW60-4,8-IP20-12В-3000K+драйвер+датч движ IEK",шт,LSR1-1-060-20-1-D12-S3
080800131_,"Светодиодная лента ""Сделай сам"" LED 5м LSR-2835WW60-4,8-IP65-12В-3000K+драйвер+выкл IEK",шт,LSR1-1-060-65-1-05-S1
080800132_,"Светодиодная лента ""Сделай сам"" LED 5м LSR-2835W60-4,8-IP20-12В-6500K+драйвер+выкл IEK",шт,LSR1-2-060-20-1-05-S1
080800133_,"Светодиодная лента ""Сделай сам"" LED 5м LSR-2835W60-4,8-IP65-12В-6500K+драйвер+выкл IEK",шт,LSR1-2-060-65-1-05-S1
080800134_,"Светодиодная лента ""Сделай сам"" LED 5м LSR-5050RGB60-14,4-IP20-12В+драйвер+контр IEK",шт,LSR2-3-060-20-1-05-S2
080800135_,"Светодиодная лента ""Сделай сам"" LED 5м LSR-5050RGB60-14,4-IP65-12В+драйвер+контр IEK",шт,LSR2-3-060-65-1-05-S2
080800136_,"Светодиодная лента ""Неон"" LED 5м LSR5-2835WW120-8-IP65-220В-3000K+драйвер IEK",шт,LSR5-1-120-65-2-05-S0
080800137_,"Светодиодная лента ""Неон"" (лента LED 10м LSR5-2835WW120-8-IP65-220В - 3000K+ драйвер) IEK",шт,LSR5-1-120-65-2-10-S0
080800138_,"Светодиодная лента ""Неон"" LED 5м LSR5-2835W120-8-IP65-220В-6500K+драйвер IEK",шт,LSR5-2-120-65-2-05-S0
080800139_,"Светодиодная лента ""Неон"" LED 10м LSR5-2835W120-8-IP65-220В-6500K+драйвер IEK",шт,LSR5-2-120-65-2-10-S0
080800140_,"Светодиодная лента ""Неон"" LED 5м LSR5-5050RGB60-8-IP65-220В+драйвер IEK",шт,LSR5-RGB-060-65-2-05-S0
080800141_,"Светодиодная лента ""Неон"" LED 10м LSR5-5050RGB60-8-IP65-220В+драйвер IEK",шт,LSR5-RGB-060-65-2-10-S0
081100276_,"LED A60 ""ECO"" 7w 230v 4000K E27 IEK (1) NEW",,LLE-A60-7-230-40-E27
081100277_,"LED A60 ""ECO"" 11w 230v 3000K E27 IEK(1)",шт,LLE-A60-11-230-30-E27
081100278_,"LED A60 ""ECO"" 11w 230v 4000K E27 IEK(1)",шт,LLE-A60-11-230-40-E27
081100279_,"LED C35 ""Свеча"" 5w 230v 3000K E14 IEK (1) NEW",,LLE-C35-5-230-30-E14
081100280_,"LED C35 ""Свеча"" 5w 230v 4000K E14 IEK (1) NEW*",,LLE-C35-5-230-40-E14
081100281_,"LED C35 ""Свеча"" 5w 230v 3000K E27 IEK (1) NEW",,LLE-C35-5-230-30-E27
081100282_,"LED CB35 ""Свеча на ветру"" 5w 230v 3000K E14 IEK (1) ***",,LLE-CB35-5-230-30-E14
081100283_,LED G45 5w 230v 3000K E14 IEK (1)NEW,,LLE-G45-5-230-30-E14
081100284_,LED G45 5w 230v 4000K E14 IEK (1) NEW,,LLE-G45-5-230-40-E14
081100285_,LED G45 5w 230v 4000K E27 IEK (1)NEW,,LLE-G45-5-230-40-E27
081100286_,LED PAR16 5w 230v 3000K GU10 IEK (1) NEW,,LLE-PAR16-5-230-30-GU10
081100287_,LED PAR16 5w 230v 4000K GU10 IEK (1) NEW,,LLE-PAR16-5-230-40-GU10
081100288_,"LED R50 ""ECO"" 5w 230v 3000K E14 IEK (1) NEW",,LLE-R50-5-230-30-E14
081100289_,"LED R50 ""ECO"" 5w 230v 4000K E14 IEK (1)",шт,LLE-R50-5-230-40-E14
081100290_,"LED R63 ""ECO"" 5w 230v 3000K E27 IEK (1) NEW*",,LLE-R63-5-230-30-E27
081100302_,LED ДПО 3010 Круг. 8w IP54 4500K бел. IEK (1) !!!,шт,
081100306_,LED Прожектор 20w 4000K IP65 (СДО 05-20П) IEK (Переносной) (1),,LPDO503-20-K03
081100308_,LED Прожектор 30w 6500K IP65 (СДО07-30) IEK (1),шт,
081100309_,LED Прожектор 50w 6500K IP65 (СДО07-50)) IEK (1)*,шт,
081100310_,LED Прожектор 30w 6500K Датчик IP44 (СДО07-30Д) IEK (1),,LPDO702-30-K03
081100336_,LED ДВО 6560 ОПАЛ 36w 595x595x20 6500K IP20 IEK NEW,,LDVO3-6560-36-6500-K01
081100338_,LED ДВО 6561 ОПАЛ 36w 595x595x20 4500K IP20 IEK NEW,,LDVO3-6561-36-4500-K01
081100339_,"Светильник светодиодный ДВО 6561-25-P eco,36Вт,4500К,25мм,призма IEK",,LDVO2-6561-36-4500-K01
081100340_,Драйвер для LED ДВO 6561/6566 36W IEK!!!,шт,LDVO1-36-0-K01
081100372_,LED ПРОЖЕКТОР СДО 06-10 10W 800Lm 6500K IP65 IEK,,LPDO601-10-65-K02
081100373_,LED ПРОЖЕКТОР СДО 06 - 30 30W 2400Lm 6500K IP65 IEK !!!,шт,LPDO601-30-65-K02
081100374_,LED ПРОЖЕКТОР СДО 06 - 50 50W 4000Lm 6500K IP65 IEK,шт,LPDO601-50-65-K02
081100375_,LED ПРОЖЕКТОР СДО 06-100 100W 8000Lm 6500K IP65 IEK,шт,LPDO601-100-65-K02
081100391_,LED Лампа T8 10w 230v 6500K G13 IEK (20),шт,LLE-T8-10-230-65-G13
081100392_,LED Лампа T8 18w 230v 4000K G13 IEK (20),шт,LLE-T8-18-230-40-G13
081100393_,LED Лампа T8 18w 230v 6500K G13 IEK (20),шт,LLE-T8-18-230-65-G13
081100598_,LED Прожектор 100W 6500K IP65 (СДО07-100) IEK (1),шт,
081100604_,LED ПРОЖЕКТОР СДО 06-150 150W 12000Lm 6500K IP65 IEK,шт,LPDO601-150-65-K02
081100635_,Лампа LED T75 таблетка 15Вт 230В 6500К GX53 IEK,шт,LLE-T80-15-230-65-GX53
081100641_,Лампа филаментная LED A60 шар прозр. 11Вт 230В 4000К E27 серия 360° IEK,шт,LLF-A60-11-230-40-E27-CL
081100642_,Лампа филаментная LED G95 шар золото 8Вт 230В 2700К E27 серия 360° IEK,шт,LLF-G95-8-230-30-E27-CLG
081100643_,Лампа филаментная LED ST64 золото 8Вт 230В 2700К E27 серия 360° IEK,шт,LLF-ST64-8-230-30-E27-CLG
081100702_,Лампа филаментная LED A60 шар золото 11Вт 230В 2700К E27 серия 360° IEK,шт,LLF-A60-11-230-30-E27-CLG
081100703_,Лампа филаментная LED A60 шар прозр. 7Вт 230В 3000К E27 серия 360° IEK,,LLF-A60-7-230-30-E27-CL
081100704_,Лампа филаментная LED A60 шар прозр. 7Вт 230В 4000К E27 серия 360° IEK,шт,LLF-A60-7-230-40-E27-CL
081100705_,Лампа филаментная LED A60 шар прозр. 7Вт 230В 6500К E27 серия 360° IEK,шт,LLF-A60-7-230-65-E27-CL
081100706_,Лампа филаментная LED A60 шар золото 9Вт 230В 2700К E27 серия 360° IEK,шт,LLF-A60-9-230-30-E27-CLG
081100707_,Лампа филаментная LED A60 шар прозр. 9Вт 230В 4000К E27 серия 360° IEK,шт,LLF-A60-9-230-40-E27-CL
081100708_,Лампа филаментная LED A60 шар прозр. 9Вт 230В 6500К E27 серия 360° IEK,шт,LLF-A60-9-230-65-E27-CL
081100709_,Лампа филаментная LED C35 свеча золото 5Вт 230В 2700К E14 серия 360° IEK,шт,LLF-C35-5-230-30-E14-CLG
081100710_,Лампа филаментная LED C35 свеча прозр. 5Вт 230В 4000К E14 серия 360° IEK,шт,LLF-C35-5-230-40-E14-CL
081100711_,Лампа филаментная LED C35 свеча прозр. 5Вт 230В 4000К E27 серия 360° IEK,шт,LLF-C35-5-230-40-E27-CL
081100712_,Лампа филаментная LED C35 свеча золото 7Вт 230В 2700К E14 серия 360° IEK,шт,LLF-C35-7-230-30-E14-CLG
081100713_,Лампа филаментная LED C35 свеча прозр. 7Вт 230В 3000К E27 серия 360° IEK,шт,LLF-C35-7-230-30-E27-CL
081100714_,Лампа филаментная LED C35 свеча прозр. 7Вт 230В 4000К E27 серия 360° IEK,шт,LLF-C35-7-230-40-E27-CL
081100715_,Лампа филаментная LED CT35 свеча вит. 5Вт 230В 3000К E14 серия 360° IEK,шт,LLF-CT35-5-230-30-E14-CL
081100716_,Лампа филаментная LED CT35 свеча вит. 5Вт 230В 3000К E27 серия 360° IEK,шт,LLF-CT35-5-230-30-E27-CL
081100717_,Лампа филаментная LED CT35 свеча вит. 5Вт 230В 4000К E14 серия 360° IEK,шт,LLF-CT35-5-230-40-E14-CL
081100718_,Лампа филаментная LED CT35 свеча вит. 5Вт 230В 4000К E27 серия 360° IEK,шт,LLF-CT35-5-230-40-E27-CL
081100719_,Лампа филаментная LED CT35 свеча вит. 7Вт 230В 3000К E14 серия 360° IEK,шт,LLF-CT35-7-230-30-E14-CL
081100720_,Лампа филаментная LED CT35 свеча вит. 7Вт 230В 3000К E27 серия 360° IEK,шт,LLF-CT35-7-230-30-E27-CL
081100721_,Лампа филаментная LED CT35 свеча вит. 7Вт 230В 4000К E14 серия 360° IEK,шт,LLF-CT35-7-230-40-E14-CL
081100722_,Лампа филаментная LED CT35 свеча вит. 7Вт 230В 4000К E27 серия 360° IEK,шт,LLF-CT35-7-230-40-E27-CL
081100723_,Лампа филаментная LED G95 шар золото 6Вт 230В 2700К E27 серия 360° IEK,шт,LLF-G95-6-230-30-E27-CLG
081100724_,Лампа филаментная LED ST64 золото 6Вт 230В 2700К E27 серия 360° IEK,шт,LLF-ST64-6-230-30-E27-CLG
081100743_,Лампа LED T75 таблетка 6Вт 230В 4000К GX53 IEK,шт,LLE-T80-6-230-40-GX53
081100744_,Лампа LED T75 таблетка 6Вт 230В 6500К GX53 IEK,шт,LLE-T80-6-230-65-GX53
081100745_,Лампа LED T75 таблетка 10Вт 230В 4000К GX53 IEK,шт,LLE-T80-10-230-40-GX53
081100746_,Лампа LED T75 таблетка 10Вт 230В 6500К GX53 IEK,шт,LLE-T80-10-230-65-GX53
081100747_,Лампа LED T75 таблетка 15Вт 230В 4000К GX53 IEK,шт,LLE-T80-15-230-40-GX53
