sku,product_name,unit,supplier_sku
010300127_,УЗО АД 12 (2ф) 50А 300мА IEK (4/32) !!!,шт,
010300130_,УЗО АВДТ 34 10А С 30мА IEK E-PRO,шт,
010300131_,УЗО ВД1-63 (4ф) 50А 300мА IEK (1/24) !!!,шт,
010300142_,УЗО ВД1 63 (2ф) 80А 30мА IEK (48) !!!,шт,
010300144_,УЗО АД 14 (4ф) 63А 100мА IEK !,шт,
010300150_,УЗО АД 12 (2ф) 40А 300мА IEK (4/32) !!!,шт,
010300153_,УЗО АД 14 (4ф) 40А (100мА) IEK (3/24) !!!,шт,MAD10-4-040-C-100
010300156_,УЗО АД 12 (2ф) 16А GENERICA (5/40) !!!,шт,MAD15-2-016-C-030
010300157_,УЗО АД 12 (2ф) 25А GENERICA (5/40) !!!,шт,MAD15-2-025-C-030
010300159_,УЗО АД 12 (2ф) 10А GENERICA (5/40) !!!,шт,MAD15-2-010-C-030
010300160_,УЗО АД 12 (2ф) 20А GENERICA (5/40) !!!,шт,MAD15-2-020-C-030
010300161_,УЗО АД 12 (2ф) 32А GENERICA (5/40) !!!,шт,MAD15-2-032-C-030
010300162_,УЗО АД 12 (2ф) 40А GENERICA (5/40) !!!,шт,MAD15-2-040-C-030
010300163_,УЗО АД 12 (2ф) 50А GENERICA (5/40) !!!,шт,MAD15-2-050-C-030
010300164_,УЗО АД 12 (2ф) 63А GENERICA (5/40)***,,MAD15-2-063-C-030
010300165_,УЗО АВДТ 32 6А GENERICA (6/60) !!!,шт,MAD25-5-006-C-30
010300166_,УЗО АВДТ 32 10А GENERICA (6/60) !!!,шт,MAD25-5-010-C-30
010300167_,УЗО АВДТ 32 16А GENERICA (6/60) !!!,шт,MAD25-5-016-C-30
010300168_,УЗО АВДТ 32 20А GENERICA (6/60) !!!,шт,MAD25-5-020-C-30
010300169_,УЗО АВДТ 32 25А GENERICA (6/60) !!!,шт,MAD25-5-025-C-30
010300170_,УЗО АВДТ 32 32А GENERICA (6/60)***,,MAD25-5-032-C-30
010300171_,УЗО АВДТ 32 40А GENERICA (6/60),шт,MAD25-5-040-C-30
010300184_,УЗО ВД1-63 (4ф) 32А 100мА IEK !!!,шт,
010300185_,УЗО ВД1-63 (4ф) 32А 300мА IEK !!!,шт,
010300188_,УЗО АД 12 (2ф) 25А 100мА IEK !!!,шт,
010300189_,УЗО АД 12 (2ф) 32А 100мА IEK !!!,шт,
010300191_,УЗО АД 14 (4ф) 32А 100мА IEK !!!,шт,
010300200_,УЗО АВДТ 34 20А С 30мА IEK !!!,шт,
010300239_,УЗДП c авт. выкл. 1P+N C 16A KARAT IEK,шт,KA-DP11-1-016-C
010300242_,УЗДП c авт. выкл. 1P+N C 32A KARAT IEK,шт,KA-DP11-1-032-C
010300250_,УЗДП c авт. выкл. 1P+N C 10A KARAT IEK,шт,KA-DP11-1-010-C
010300251_,УЗДП 1P+N 32A KARAT IEK,шт,KA-DP10-1-032
010300252_,УЗДП 1P+N 63A KARAT IEK,шт,KA-DP10-1-063
010400842_,Реле напряжения и тока РНТ-д однофазное 36мм 63А IEK,шт,
010400849_,Реле напряжения и тока РНТ-д однофазное 54мм 32А IEK,шт,IVC31-1-32
010400850_,Реле напряжения и тока РНТ-д однофазное 54мм 63А IEK,шт,IVC31-1-63
010400854_,Реле напряжения и тока РНТ-д однофазное 36мм 50А IEK,шт,IVC21-1-50
010400865_,Реле напряжения РН-д 1ф 36мм 32А IEK NEW,шт,IVR21-1-32
010400867_,Реле напряжения РН-д однофазное 36мм 40А IEK,шт,IVR21-1-40
010400925_,Реле напряжения и тока РНТ-д однофазное 36мм 25А IEK,шт,IVC21-1-25
010400926_,Реле напряжения и тока РНТ-д однофазное 54мм 25А IEK,шт,IVC31-1-25
010400927_,Реле напряжения и тока РНТ-д однофазное 54мм 40А IEK,шт,IVC31-1-40
010400928_,Реле напряжения и тока РНТ-д однофазное 54мм 50А IEK,шт,IVC31-1-50
010400929_,Реле напряжения РН-д однофазное 36мм 25А IEK,шт,IVR21-1-25
010400930_,Реле напряжения РН-д однофазное 54мм 25А IEK,шт,IVR31-1-25
010400931_,Реле напряжения РН-д однофазное 54мм 32А IEK,шт,IVR31-1-32
010400932_,Реле напряжения РН-д однофазное 54мм 40А IEK,шт,IVR31-1-40
010400933_,Реле напряжения РН-д однофазное 54мм 50А IEK,шт,IVR31-1-50
010400934_,Реле напряжения РН-д однофазное 54мм 63А IEK,шт,IVR31-1-63
010400939_,Микр. конц. МП-7141 укор. рычаг с рол. IP40 IEK,шт,KKV12-7141-1-64
010400940_,Выкл. конц. C6N-124 толк. с наж. рол. резьб. IP67 IEK,шт,KKV12-P124-1-67
010400941_,Выкл. конц. C6N-125 верт. толк. с наж. рол. рез. IP67 IEK,шт,KKV12-P125-1-67
010400942_,Выкл. конц. C6N-167 пруж. стрерж. IP67 IEK,шт,KKV12-P167-1-67
010400943_,Микр. конц. МП-7124 рычаг с рег. рол. IP40 IEK,шт,KKV12-7124-1-64
010400944_,Микр. конц. МП-7120 рычаг IP40 IEK,шт,KKV12-7120-2-64
010400945_,Выкл. конц. C6N-104 рычаг с рол. IP67 IEK,шт,KKV12-P104-2-67
010400946_,Выкл. конц. C6N-111 толкатель IP67 IEK,шт,KKV12-P111-1-67
010400947_,Микр. конц. МП-7310 толк. рез. IP40 IEK,шт,KKV12-7310-2-64
010400948_,Микр. конц. МП-7144 укор. рычаг с рег. рол. IP40 IEK,шт,KKV12-7144-1-64
010400949_,Выкл. конц. C6N-108 рег. рычаг с рол. IP67 IEK,шт,KKV12-P108-1-67
010400950_,Микр. конц. МП-7121 рычаг с рол. IP40 IEK,шт,KKV12-7121-1-64
010400951_,Микр. конц. МП-7140 укор. рычаг IP40 IEK,шт,KKV12-7140-2-64
010400952_,Выкл. конц. C6N-116 толк. с рыч. рол. прав. IP67 IEK,шт,KKV12-P116-2-67
010400953_,Выкл. конц. C6N-122 толк. с наж. рол. IP67 IEK,шт,KKV12-P122-1-67
010400954_,Выкл. конц. C6N-123 верт. толк. с наж. рол. IP67 IEK,шт,KKV12-P123-1-67
010400955_,Микр. конц. МП-7311 гор. толк. с наж. рол. рез. IP40 IEK,шт,KKV12-7311-2-64
010400956_,Выкл. конц. C6N-105 рычаг с мет. рол. IP67 IEK,шт,KKV12-P105-1-67
010400957_,Выкл. конц. C6N-115 толк. с рыч. рол. лев. IP67 IEK,шт,KKV12-P115-2-67
010400958_,Микр. конц. МП-7100 толкатель IP40 IEK,шт,KKV12-7100-2-64
010500001_,ВА47-29 (1ф) 1А IEK (12/144),шт,MVA20-1-001-C
010500002_,"Авт. выкл.ВА47-29 1Р 1,6А 4,5кА х-ка С IEK",шт,
010500003_,ВА47-29 (1ф) 2А IEK (12/144),шт,MVA20-1-002-C
010500004_,ВА47-29 (1ф) 6А IEK (12/144),шт,MVA20-1-006-C
010500005_,ВА47-29 (1ф) 10А IEK (12/144),шт,MVA20-1-010-C
010500006_,ВА47-29 (1ф) 16А IEK (12/144),шт,MVA20-1-016-C
010500007_,ВА47-29 (1ф) 20А IEK (12/144),шт,MVA20-1-020-C
010500008_,ВА47-29 (1ф) 25А IEK (12/144),шт,MVA20-1-025-C
010500009_,ВА47-29 (1ф) 32А IEK (12/144),шт,MVA20-1-032-C
010500010_,ВА47-29 (1ф) 40А IEK (12/144),шт,MVA20-1-040-C
010500011_,ВА47-29 (1ф) 50А IEK (12/144),шт,MVA20-1-050-C
010500012_,ВА47-29 (1ф) 63А IEK (12/144),шт,MVA20-1-063-C
010500014_,Выкл. нагрузки ВН-32 (1ф) 25А IEK (240) ***,,MNV10-1-025
010500015_,Выкл. нагрузки ВН-32 (1ф) 32А IEK (240) ***,,MNV10-1-032
010500017_,Выкл. нагрузки ВН-32 (1ф) 63А IEK (240) !!!,шт,MNV10-1-063
010500018_,ВА47-29 (2ф) 10А IEK (6/72),шт,MVA20-2-010-C
010500019_,ВА47-29 (2ф) 16А IEK (6/72),шт,MVA20-2-016-C
010500020_,ВА47-29 (2ф) 20А IEK (6/72),шт,MVA20-2-020-C
010500021_,ВА47-29 (2ф) 25А IEK (6/72),шт,MVA20-2-025-C
010500022_,ВА47-29 (2ф) 32А IEK (6/72),шт,MVA20-2-032-C
010500023_,ВА47-29 (2ф) 40А IEK (6/72),шт,MVA20-2-040-C
010500024_,ВА47-29 (2ф) 50А IEK (6/72),шт,MVA20-2-050-C
010500025_,ВА47-29 (2ф) 63А IEK (6/72),шт,MVA20-2-063-C
010500027_,Выкл. нагрузки ВН-32 (2ф) 20А IEK (120) ***,,MNV10-2-020
010500028_,Выкл. нагрузки ВН-32 (2ф) 25А IEK (120) ***,,MNV10-2-025
010500029_,Выкл. нагрузки ВН-32 (2ф) 32А IEK (120) !!!,шт,
010500030_,Выкл. нагрузки ВН-32 (2ф) 40А IEK (120) !!!,шт,
010500031_,Выкл. нагрузки ВН-32 (2ф) 63А IEK (120) !!!,шт,
010500032_,ВА47-29 (3ф) 10А IEK (4/48),шт,MVA20-3-010-C
010500033_,ВА47-29 (3ф) 16А IEK (4/48),шт,MVA20-3-016-C
010500034_,ВА47-29 (3ф) 20А IEK (4/48),шт,MVA20-3-020-C
010500035_,ВА47-29 (3ф) 25А IEK (4/48),шт,MVA20-3-025-C
010500036_,ВА47-29 (3ф) 32А IEK (4/48),шт,MVA20-3-032-C
010500037_,ВА47-29 (3ф) 40А IEK (4/48),шт,MVA20-3-040-C
010500038_,ВА47-29 (3ф) 50А IEK (4/48),шт,MVA20-3-050-C
010500039_,ВА47-29 (3ф) 63А IEK (4/48),шт,MVA20-3-063-C
010500040_,Выкл. нагрузки ВН-32 (3ф) 100А IEK (4/80),шт,MNV10-3-100
010500041_,Выкл. нагрузки ВН-32 (3ф) 40А IEK (4/80),шт,MNV10-3-040
010500042_,Выкл. нагрузки ВН-32 (3ф) 63А IEK (4/80),шт,MNV10-3-063
010500044_,ВА47-29 (1ф) 4А IEK (12/144),шт,MVA20-1-004-C
010500045_,ВА47-29 (3ф) 1А IEK (4/48)*,,MVA20-3-001-C
010500046_,ВА47-29 (3ф) 2А IEK (4/48),шт,MVA20-3-002-C
010500047_,ВА47-29 (3ф) 4А IEK (4/48),шт,MVA20-3-004-C
010500048_,ВА47-29 (3ф) 6А IEK (4/48),шт,MVA20-3-006-C
010500050_,ВА47-29 (3ф) 5А IEK (4/48) !!!,шт,
010500053_,ВА47-29 (3ф) 3А IEK (4/48),шт,MVA20-3-003-C
010500054_,ВА47-29 (1ф) 5А IEK (12/144),шт,MVA20-1-005-C
010500063_,ВА47-29 (4ф) 50A IEK (3/36),шт,MVA20-4-050-C
010500068_,ВА47-29 (1ф) 3А IEK (12/144),шт,MVA20-1-003-C
010500082_,ВА47-29М (2ф) 63А IEK (72) !!!,шт,
010500090_,ВА47-29 (4ф) 16А IEK (3/36),шт,MVA20-4-016-C
010500091_,ВА47-29 (4ф) 20А IEK (3/36),шт,MVA20-4-020-C
010500092_,ВА47-29 (4ф) 25А IEK (3/36),шт,MVA20-4-025-C
010500093_,ВА47-29 (4ф) 32А IEK (3/36),шт,MVA20-4-032-C
010500094_,ВА47-29 (4ф) 40А IEK (3/36),шт,MVA20-4-040-C
010500095_,ВА47-29 (4ф) 63А IEK (3/36),шт,MVA20-4-063-C
010500101_,Выкл. нагрузки ВН-32 (3ф) 25А IEK (4/80) !!!,шт,MNV10-3-025
010500102_,Выкл. нагрузки ВН-32 (3ф) 32А IEK (4/80),шт,MNV10-3-032
010500103_,ВА47-29 (2ф) 6А IEK (6/72),шт,MVA20-2-006-C
010500110_,ВА47-29 (4ф) 10А IEK (3/36) ***,,MVA20-4-010-C
010500111_,Выкл. нагрузки ВН-32 (3ф) 20А IEK (4/80),шт,MNV10-3-020
010500122_,"Переключатель LAY5-BD33 3 положения ""I-0-II"" стандарт ручка ИЕК (1/20)",шт,BSW60-BD-3-K02
010500123_,ВА47-29 (2ф) 1А IEK (6/72) E-PRO,шт,
010500124_,"Переключатель LAY5-BD25 2 полож.""1-0"" стандарт ручка IEK (1/20)",шт,BSW60-BD-2-K02
010500129_,ВА47-29 (2ф) 4А IEK (72) *!!!,шт,
010500136_,ВА47-29 (3ф) 8А IEK (4/48) !!!,шт,
010500137_,ВА47-29 (1ф) 6А GENERICA (12/144) !!!,шт,MVA25-1-006-C
010500138_,ВА47-29 (1ф) 10А GENERICA (12/144) !!!,шт,MVA25-1-010-C
010500139_,ВА47-29 (1ф) 16А GENERICA (12/144) !!!,шт,MVA25-1-016-C
010500140_,ВА47-29 (1ф) 20А GENERICA (12/144)***,,MVA25-1-020-C
010500141_,ВА47-29 (1ф) 25А GENERICA (12/144) !!!,шт,MVA25-1-025-C
010500142_,ВА47-29 (1ф) 32А GENERICA (12/144)***,,MVA25-1-032-C
010500143_,ВА47-29 (1ф) 40А GENERICA (12/144) !!!,шт,MVA25-1-040-C
010500144_,ВА47-29 (1ф) 50А GENERICA (12/144)***,,MVA25-1-050-C
010500145_,ВА47-29 (1ф) 63А GENERICA (12/144) !!!,шт,MVA25-1-063-C
010500147_,ВА47-29 (2ф) 10А GENERICA (6/72) !!!,шт,MVA25-2-010-C
010500148_,ВА47-29 (2ф) 16А GENERICA (72) !!!,шт,MVA25-2-016-C
010500149_,ВА47-29 (2ф) 20А GENERICA (6/72) !!!,шт,MVA25-2-020-C
010500150_,ВА47-29 (2ф) 25А GENERICA (6/72) !!!,шт,MVA25-2-025-C
010500151_,ВА47-29 (2ф) 32А GENERICA (6/72) !!!,шт,MVA25-2-032-C
010500152_,ВА47-29 (2ф) 40А GENERICA (6/72) !!!,шт,MVA25-2-040-C
010500153_,ВА47-29 (2ф) 50А GENERICA (6/72) !!!,шт,MVA25-2-050-C
010500154_,ВА47-29 (2ф) 63А GENERICA (6/72)***,,MVA25-2-063-C
010500156_,ВА47-29 (3ф) 10А GENERICA (4/48) !!!,шт,MVA25-3-010-C
010500157_,ВА47-29 (3ф) 16А GENERICA (4/48) !!!,шт,MVA25-3-016-C
010500158_,ВА47-29 (3ф) 20А GENERICA (4/48)***,,MVA25-3-020-C
010500159_,ВА47-29 (3ф) 25А GENERICA (4/48)***,,MVA25-3-025-C
010500160_,ВА47-29 (3ф) 32А GENERICA (4/48) !!!,шт,MVA25-3-032-C
010500161_,ВА47-29 (3ф) 40А GENERICA (4/48)***,,MVA25-3-040-C
010500162_,ВА47-29 (3ф) 50А GENERICA (4/48) !!!,шт,MVA25-3-050-C
010500163_,ВА47-29 (3ф) 63А GENERICA (4/48) !!!,шт,MVA25-3-063-C
010500187_,ВА47-29 (2ф) 3А IEK (6/72) E-PRO,шт,
010500188_,BA 47-60M (1ф) 16А 6кА B IEK E-PRO,шт,
010700001_,BA 47-100 (3ф) 63А IEK (4/40),шт,MVA40-3-063-C
010700002_,BA 47-100 (3ф) 100А IEK (4/40),шт,MVA40-3-100-C
010700003_,BA 47-100 (3ф) 80А IEK (4/40),шт,MVA40-3-080-C
010700016_,BA 47-100 (3ф) 25A D IEK (4) !!!,шт,
010700021_,BA 47-100 (3ф) 80А D IEK !!!,шт,
010700029_,BA 47-100 (3ф) 25А IEK (4/40),шт,MVA40-3-025-C
010700030_,BA 47-100 (3ф) 32А IEK (4/40),шт,MVA40-3-032-C
010700031_,BA 47-100 (3ф) 40А IEK (4/40),шт,MVA40-3-040-C
010700032_,BA 47-100 (3ф) 50А IEK (4/40),шт,MVA40-3-050-C
010700036_,ВА47-29 (1ф) 6А IEK (12/144) D !!!,шт,
010700037_,ВА47-29 (1ф) 10А IEK (12/144) D !!!,шт,
010700041_,ВА47-29 (3ф) 16А х-ка D IEK (4/48) E-PRO,шт,
010700042_,"ВА47-29 (3ф) 20А 4,5кА х-ка D IEK !!!",шт,
010700043_,ВА47-29 (3ф) 25А D IEK !!!,шт,
010700044_,ВА47-29 (3ф) 32А D IEK !!!,шт,
010700045_,ВА47-29 (3ф) 40А D IEK !!!,шт,
010700046_,ВА47-29 (3ф) 63А D IEK !!!,шт,
010700047_,BA 47-100 (3ф) 16А IEK (4) !!!,шт,
010700048_,BA 47-100 (1ф) 16А IEK (12/120) !!!,шт,
010700049_,BA 47-100 (3ф) 10А IEK (4/40) !!!,шт,
010700055_,ВА 44-33 (3ф) 80А IEK (1/20),шт,SVA4410-3-0080
010700057_,ВА 44-33 (3ф) 125А IEK (1/20) ***,,SVA4410-3-0125
010700058_,ВА 44-33 (3ф) 160А IEK (1/20)*,шт,SVA4410-3-0160
010700059_,ВА 44-35 (3ф) 200А IEK (1/6),шт,SVA4410-3-0200
010700068_,ВА47-29 (3ф) 16А IEK (48) B !!!,шт,
010700071_,ВА47-29 (3ф) 40А IEK (4/48) В !!!,шт,
010700081_,ВА 44-33 (3ф) 50А IEK (1/20) ***,,SVA4410-3-0050
010700082_,ВА 44-33 (3ф) 63А IEK (1/20) ***,,SVA4410-3-0063
010700084_,Распределительное устройство РУСп – 3х16/3+1х16/5+1х32/5 У1 IP44,шт,YKM80-311-54
010700102_,BA 47-150 (3ф) 125А IEK (4/40),шт,MVA50-3-125-C
010700103_,BA 47-150 (3ф) 100А IEK (4/40),шт,MVA50-3-100-C
010700118_,BA 47-100 (1ф) 100А IEK (4/40) E-PRO,шт,
010700133_,ARMAT (1ф) 6А C IEK (1),шт,AR-M06N-1-C006
010700134_,ARMAT (1ф) 10А C IEK (1),шт,AR-M06N-1-C010
010700135_,ARMAT (1ф) 16А C IEK (1),шт,AR-M06N-1-C016
010700136_,ARMAT (1ф) 20А C IEK (1),шт,AR-M06N-1-C020
010700137_,ARMAT (1ф) 25А C IEK (1),шт,AR-M06N-1-C025
010700138_,ARMAT (1ф) 32А C IEK (1),шт,AR-M06N-1-C032
010700139_,ARMAT (1ф) 40А C IEK (1),шт,AR-M06N-1-C040
010700140_,ARMAT (1ф) 50А C IEK (1),шт,AR-M06N-1-C050
010700141_,ARMAT (1ф) 63А C IEK (1),шт,AR-M06N-1-C063
010700142_,ARMAT (2ф) 6А C IEK (1),шт,AR-M06N-2-C006
010700143_,ARMAT (2ф) 10А C IEK (1),шт,AR-M06N-2-C010
010700144_,ARMAT (2ф) 16А C IEK (1),шт,AR-M06N-2-C016
010700145_,ARMAT (2ф) 20А C IEK (1),шт,AR-M06N-2-C020
010700146_,ARMAT (2ф) 25А C IEK (1),шт,AR-M06N-2-C025
010700147_,ARMAT (2ф) 32А C IEK (1),шт,AR-M06N-2-C032
010700148_,ARMAT (2ф) 40А C IEK (1),шт,AR-M06N-2-C040
010700149_,ARMAT (2ф) 50А C IEK (1),шт,AR-M06N-2-C050
010700150_,ARMAT (2ф) 63А C IEK (1),шт,AR-M06N-2-C063
010700151_,ARMAT (3ф) 6А C IEK (1),шт,AR-M06N-3-C006
010700152_,ARMAT (3ф) 10А C IEK (1),шт,AR-M06N-3-C010
010700153_,ARMAT (3ф) 16А C IEK (1),шт,AR-M06N-3-C016
010700154_,ARMAT (3ф) 20А C IEK (1),шт,AR-M06N-3-C020
010700155_,ARMAT (3ф) 25А C IEK (1),шт,AR-M06N-3-C025
010700156_,ARMAT (3ф) 32А C IEK (1),шт,AR-M06N-3-C032
010700158_,ARMAT (3ф) 40А C IEK (1),шт,AR-M06N-3-C040
010700159_,ARMAT (3ф) 50А C IEK (1),шт,AR-M06N-3-C050
010700160_,ARMAT (3ф) 63А C IEK (1),шт,AR-M06N-3-C063
010700161_,УЗО АВДТ 2(ф) 25А 30мА ARMAT IEK (1),шт,AR-R10N-2-025C030
010700162_,УЗО АВДТ 2(ф) 40А 30мА ARMAT IEK (6),шт,AR-R10N-2-040C030
010700163_,УЗО АВДТ 2(ф) 63А 30мА ARMAT IEK (6),шт,AR-R10N-2-063C030
010700164_,УЗО АВДТ 4(ф) 25А 30мА ARMAT IEK (3),шт,AR-R10N-4-025C030
010700165_,УЗО АВДТ 4(ф) 40А 30мА ARMAT IEK (3),шт,AR-R10N-4-040C030
010700166_,УЗО АВДТ 4(ф) 63А 30мА ARMAT IEK (3),шт,AR-R10N-4-063A030
010700167_,УЗО АВДТ 1P+NP 6 А 30мА ARMAT IEK (12),шт,AR-B06S-1N-C06C030
010700168_,УЗО АВДТ 1P+NP 10 А 30мА ARMAT IEK (12),шт,AR-B06S-1N-C10C030
010700169_,УЗО АВДТ 1P+NP 16 А 30мА ARMAT IEK (12),шт,AR-B06S-1N-C16C030
010700170_,УЗО АВДТ 1P+NP 20 А 30мА ARMAT IEK (12),шт,AR-B06S-1N-C20C030
010700171_,УЗО АВДТ 1P+NP 25 А 30мА ARMAT IEK (12),шт,AR-B06S-1N-C25C030
010700172_,УЗО АВДТ 1P+NP 32 А 30мА ARMAT IEK (1),шт,AR-B06S-1N-C32C030
010700175_,Распределительное устройство РУСп – 3х16/3+2х16/5 У1 IP44,шт,YKM80-320-54
010800001_,ВА 88-32 (3ф) 100А IEK (1/20),шт,SVA10-3-0100
010800002_,ВА 88-32 (3ф) 125А IEK (1/20),шт,SVA10-3-0125
010800003_,ВА 88-33 (3ф) 160А IEK (1/16),шт,SVA20-3-0160
010800004_,ВА 88-35 (3ф) 250А IEK (1/6),шт,SVA30-3-0250
010800005_,ВА 88-37 (3ф) 400А IEK (1/4),шт,SVA40-3-0400
010800006_,ВА 88-40 (3ф) 630А IEK (1/2),шт,SVA50-3-0630
010800009_,ВА 88-32 (3ф) 16А IEK (1/20),шт,SVA10-3-0016
010800010_,ВА 88-32 (3ф) 32А IEK (1/20),шт,SVA10-3-0032
010800011_,ВА 88-32 (3ф) 40А IEK (1/20),шт,SVA10-3-0040
010800012_,ВА 88-35 (3ф) 200А IEK (1/6),шт,SVA30-3-0200
010800015_,ВА 88-32 (3ф) 50А IEK (1/20),шт,SVA10-3-0050
010800016_,ВА 88-32 (3ф) 63А IEK (1/20),шт,SVA10-3-0063
010800017_,ВА 88-32 (3ф) 80А IEK (1/20),шт,SVA10-3-0080
010800018_,ВА 88-32 (3ф) 25А IEK (1/20),шт,SVA10-3-0025
010800019_,ВА 88-40 (3ф) 400А IEK (1/4) E-PRO,шт,
010800020_,Привод ручной ПРП-1 125A для ВА88-32 IEK (12) !!!,шт,
010800021_,Привод ручной ПРП-1 160A для ВА88-33 IEK (12) !!!,шт,
010800022_,Привод ручной ПРП-1 250A для ВА88-35 IEK (12) !!!,шт,
010800023_,Привод ручной ПРП-1 400A для ВА88-37 IEK (12) !!!,шт,
010800025_,Скоба RCS-2 на ДИН-рейку для ВА88-33 IEK !!!,шт,
010800027_,ВА 88-33 (3ф) 100А IEK (1/16),шт,SVA20-3-0100
010800028_,ВА 88-33 (3ф) 125А IEK (1/16),шт,SVA20-3-0125
010800029_,ВА 88-37 (3ф) 315А IEK (1/4),шт,SVA40-3-0315
010800030_,ВА 88-40 (3ф) 500А IEK (1/2),шт,SVA50-3-0500
010800031_,ВА 88-40 (3ф) 800А IEK (1/2),шт,SVA50-3-0800
010800033_,ВА 88-33 (3ф) 80А IEK (1/16),шт,SVA20-3-0080
010800034_,ВА 88-35 (3ф) 125А IEK (1/6),шт,SVA30-3-0125
010800035_,ВА 88-35 (3ф) 160А IEK (1/6),шт,SVA30-3-0160
010800036_,Электропривод ЭП-32/33 230В IEK (1/16),шт,SVA10D-EP
010800037_,Электропривод ЭП-35/37 230В IEK (1/12) !!!,шт,SVA30D-EP
010800038_,Электропривод ЭП-40 230В IEK (1/4) !!!,шт,
010800039_,Электропривод ЭП-43 230В IEK (1/4) !!!,шт,
010800040_,ВА 88-33 (3ф) 40А IEK (16),шт,
010800041_,ВА 88-33 (3ф) 50А 35кА IEK !!!,шт,
010800042_,ВА 88-33 (3ф) 63А IEK (16) !!!,шт,
010800044_,ВА 88-43 (3ф) 1000А 50кА с эл расц МР 211 IEK (1),,SVA61-3-1000
010800045_,ВА 88-43 (3ф) 1250А 50кА с эл расц МР 211 IEK (1),шт,SVA61-3-1250
